,BuildingID,ViolationID
21872,340899,3
37987,591534,3
20505,329197,3
36520,54912,3
20510,329242,3
20512,329257,3
36523,549205,3
20470,328879,3
20467,328858,3
54047,942149,3
4365,132237,3
38070,59294,3
4391,13243,3
38064,5927,3
4388,13237,3
36469,548156,3
53324,930622,3
20402,327996,3
36470,548295,3
53327,930638,3
20422,328247,3
20428,328321,3
21924,341564,3
20436,328432,3
21918,34149,3
53336,93075,3
20441,328505,3
38025,59205,3
54048,942150,3
21907,34131,3
4369,132244,3
53344,930776,3
20457,328652,3
20458,328710,3
37967,591215,3
36525,549241,3
37805,584417,3
20624,330819,3
20599,330392,3
3743,127269,3
20601,330394,3
37857,58714,3
20606,330565,3
4292,13141,3
20608,330585,3
4290,131386,3
37849,586951,3
20620,330796,3
20621,33080,3
37834,586309,3
4333,131781,3
20629,330829,3
21838,34065,3
37824,585668,3
20636,33091,3
21834,340622,3
53442,932391,3
21831,340611,3
36577,550975,3
4279,131276,3
36585,551231,3
21820,340477,3
20598,330390,3
53420,932067,3
54024,94183,3
36552,550156,3
37952,59073,3
37950,5907,3
53378,931011,3
4322,131691,3
37930,58985,3
36532,549559,3
37921,58977,3
4311,131532,3
36534,54958,3
36535,549626,3
37916,58964,3
3733,127127,3
53402,931687,3
53403,931787,3
37899,5894,3
53410,931905,3
36543,5499,3
53415,932042,3
21860,34080,3
3741,127260,3
20581,330335,3
4300,131472,3
54027,941833,3
20961,333874,3
36753,555795,3
53575,934217,3
21353,336980,3
21543,33842,3
53752,937368,3
53753,93741,3
21342,336796,3
36915,559704,3
37155,566336,3
53755,937462,3
36916,559776,3
37149,56602,3
36918,559812,3
21349,336971,3
36922,5599,3
21371,337181,3
37142,565787,3
3878,128587,3
53862,93942,3
3983,129281,3
21359,337047,3
37136,56574,3
3980,129278,3
53762,93753,3
3979,129270,3
36931,560319,3
3977,129266,3
36911,559524,3
37181,567576,3
36910,5595,3
3999,129350,3
21566,338717,3
53882,939782,3
21252,33610,3
36889,559071,3
21257,33613,3
37224,56818,3
36890,559081,3
21273,336296,3
36891,559099,3
53878,93974,3
21550,338482,3
37215,56803,3
37211,567988,3
4011,129390,3
21298,336483,3
21299,3365,3
36899,559228,3
36905,55936,3
21310,336541,3
37193,56776,3
37192,56774,3
53871,939637,3
4000,129351,3
21367,337165,3
21531,33839,3
21698,33963,3
21436,33782,3
3902,128922,3
37051,562767,3
3939,129107,3
21479,338077,3
21430,33776,3
36979,561369,3
53814,938574,3
37032,5623,3
53818,938599,3
36986,561457,3
37028,562210,3
21438,33783,3
21528,33835,3
21441,337841,3
3912,128973,3
37020,5621,3
37018,562084,3
21449,337904,3
36993,561746,3
37013,56206,3
37008,5619,3
37002,561830,3
36999,561788,3
3917,12899,3
37052,562775,3
53800,938408,3
53799,938402,3
37060,562896,3
21374,337196,3
37121,565142,3
53771,937837,3
21518,338268,3
21515,338208,3
37108,56476,3
3968,129237,3
21389,337318,3
36955,560834,3
37095,564026,3
21397,337338,3
3950,129157,3
3895,128896,3
37082,563617,3
37081,5636,3
21412,337460,3
21413,337478,3
36964,56108,3
37075,563325,3
37074,563300,3
3946,129124,3
53795,938323,3
37064,563089,3
4025,129489,3
21577,33879,3
21248,336040,3
21065,334883,3
21051,334829,3
37444,574392,3
53624,935023,3
21672,339522,3
37434,573832,3
4125,130265,3
3841,12827,3
21060,334873,3
53923,940544,3
21061,334875,3
37428,57376,3
21670,339505,3
53889,939917,3
37423,573672,3
37414,573056,3
21076,334903,3
53636,935209,3
21666,339480,3
37408,572852,3
36796,557036,3
53639,935259,3
53641,935339,3
37393,572040,3
37389,571947,3
53619,934953,3
3840,128253,3
21681,339556,3
53616,934941,3
36761,5560,3
37510,576261,3
4152,130377,3
36762,556016,3
20981,334177,3
37504,575972,3
20983,334184,3
20987,334193,3
53592,934498,3
4151,130370,3
36776,55639,3
4145,130346,3
37485,575514,3
21009,33447,3
37480,575254,3
4142,13033,3
21013,33452,3
4138,130309,3
4133,130297,3
21683,339573,3
53610,934820,3
21037,334727,3
53615,934933,3
21092,335009,3
53651,935458,3
21095,335018,3
36846,558098,3
3852,128341,3
4078,129743,3
53680,936114,3
21605,339039,3
21172,335661,3
4065,129656,3
21185,335724,3
21590,33890,3
37288,569467,3
37285,569441,3
21589,33889,3
37279,569288,3
21197,335761,3
3862,128405,3
37272,569081,3
37271,569080,3
53700,936460,3
21203,335794,3
53702,936485,3
21206,335798,3
21580,33882,3
36867,558672,3
4039,129552,3
3850,128329,3
53901,94016,3
37369,5711,3
37321,570222,3
21102,335087,3
21658,339395,3
21657,339389,3
36810,557458,3
37360,57092,3
21654,339357,3
21107,33510,3
53657,935636,3
21108,335104,3
37353,57065,3
3848,128324,3
21109,335105,3
37344,570603,3
37339,57050,3
36830,55776,3
21621,339145,3
4092,129913,3
4090,1299,3
21620,339137,3
53907,940252,3
36841,558012,3
37325,57033,3
21160,335509,3
36461,54796,3
20379,327783,3
53319,9306,3
38733,61058,3
4622,13482,3
19456,320095,3
36073,53651,3
22289,344499,3
4620,13478,3
19470,320180,3
4604,134654,3
22250,344315,3
22234,3442,3
19482,320496,3
19484,320514,3
4598,134633,3
19559,321165,3
22224,344101,3
4592,134506,3
19492,320593,3
19503,320684,3
36106,537086,3
53049,927349,3
38704,61021,3
19529,32088,3
19546,321005,3
19552,321048,3
19553,32105,3
38761,6122,3
38770,612740,3
38772,6128,3
36072,53648,3
19407,319025,3
54249,945356,3
52989,926424,3
38828,616084,3
54242,945139,3
38825,615863,3
36068,53641,3
38818,61528,3
38816,61517,3
4648,135463,3
52996,926525,3
38810,61494,3
38808,61486,3
4646,135397,3
38802,614522,3
53003,92677,3
38791,61388,3
22294,344533,3
19423,319366,3
19424,319390,3
38781,613333,3
19431,319941,3
53011,92691,3
22218,344063,3
38683,60977,3
54201,944539,3
22158,343514,3
53082,92762,3
53086,92766,3
19630,321472,3
36139,537874,3
19631,321474,3
3519,124344,3
38616,60833,3
38612,60827,3
22178,34370,3
54205,944564,3
53091,927722,3
4555,134193,3
38681,60967,3
22156,343495,3
22155,34349,3
22154,343485,3
38599,60802,3
19662,321742,3
19665,321754,3
38592,607936,3
19668,321761,3
19670,321767,3
19671,321769,3
38587,6079,3
38628,60860,3
4560,134235,3
54211,94464,3
19618,321420,3
54223,944847,3
36997,561785,3
36116,537324,3
54222,94484,3
22208,34399,3
54221,944833,3
19578,321233,3
3501,1239,3
22191,343884,3
22190,343861,3
19584,321240,3
4574,13433,3
38660,609324,3
22189,343859,3
36131,537613,3
36132,5377,3
38656,60924,3
4570,134308,3
53075,927528,3
4567,134282,3
19605,321375,3
19613,32140,3
19617,321413,3
22307,344672,3
4658,135612,3
22308,344677,3
35973,532574,3
52892,92378,3
54292,946043,3
39054,62699,3
52897,923840,3
52899,92388,3
54290,946037,3
19216,317069,3
39043,62637,3
19233,317253,3
39027,62584,3
35972,532521,3
54285,946,3
19400,318958,3
19243,317311,3
22347,3452,3
54275,945941,3
39016,62529,3
39015,625195,3
19246,317402,3
39012,62500,3
19256,317520,3
19264,317606,3
39001,6244,3
4700,1372,3
22360,345322,3
22372,34550,3
22373,345508,3
35945,531835,3
39119,62823,3
19141,316400,3
19143,31643,3
52867,923272,3
4754,13812,3
54308,946185,3
22388,34559,3
19151,316579,3
52869,92338,3
52871,92349,3
4743,137931,3
54304,946170,3
19166,31671,3
39095,627842,3
39094,62784,3
39088,627794,3
19175,31678,3
19176,316785,3
19177,31679,3
4736,137833,3
4734,13772,3
19188,316881,3
19193,316920,3
22339,34510,3
38999,6243,3
3452,123227,3
19363,318310,3
38906,619284,3
22329,345020,3
38900,619052,3
38899,619040,3
38896,618895,3
54263,945743,3
22319,34487,3
3463,123335,3
38888,61860,3
52964,925875,3
36029,535193,3
38877,618074,3
19385,318753,3
38866,61759,3
4668,135952,3
38862,617509,3
38858,617446,3
36030,535226,3
38853,617333,3
38851,617155,3
38848,61707,3
4666,13580,3
36035,535348,3
19364,318312,3
19361,318296,3
38985,62334,3
38919,6200,3
19282,317726,3
54270,945853,3
19286,317734,3
19291,317753,3
19299,317763,3
19301,317769,3
19307,317779,3
36008,534447,3
52938,92487,3
19317,317804,3
19318,317807,3
19331,317880,3
22333,34504,3
38944,621429,3
38943,621422,3
38939,621374,3
19341,318,3
4679,136443,3
19346,318085,3
54265,945771,3
19349,318126,3
19350,318135,3
36017,534584,3
19677,321853,3
38580,6076,3
20376,327779,3
20229,327050,3
20209,326922,3
20210,326926,3
3646,12572,3
20215,326946,3
53255,930,3
38225,59868,3
38224,59867,3
38221,59857,3
20225,327014,3
20226,327016,3
36370,5446,3
38212,5983,3
20285,327351,3
36372,544710,3
20248,327136,3
21974,3422,3
20249,327143,3
4430,132975,3
3665,126061,3
54099,943041,3
20259,327214,3
38197,5978,3
36382,545241,3
20281,327331,3
36352,544038,3
20193,326726,3
20183,326631,3
20180,326621,3
36309,54222,3
22028,342526,3
54136,943573,3
53219,929537,3
20069,325991,3
53223,929635,3
4445,133084,3
20119,326403,3
22013,342454,3
38278,599675,3
22011,342410,3
38277,599658,3
20126,326439,3
4442,133078,3
53237,929814,3
36333,543355,3
20154,326563,3
22004,34240,3
53244,929881,3
38255,59932,3
36340,543575,3
20173,326603,3
20175,326606,3
20282,327339,3
21970,342135,3
53100,927801,3
3716,12678,3
3702,12665,3
54071,942514,3
3704,12669,3
54068,94246,3
4414,132685,3
20333,327631,3
38127,59484,3
21941,34183,3
53301,930537,3
53302,930538,3
3714,126775,3
53304,930540,3
38177,597144,3
36455,547680,3
38112,5944,3
38106,594186,3
53307,930550,3
20362,327728,3
38095,59380,3
21928,34157,3
21927,341569,3
20369,327749,3
38083,59341,3
4396,132461,3
38143,595334,3
36427,546923,3
38144,595341,3
53292,930519,3
38176,59713,3
3676,126282,3
53276,930254,3
38171,596840,3
53278,930262,3
4426,132901,3
3685,126329,3
36406,546117,3
38163,596378,3
53283,930355,3
53284,930357,3
21959,342091,3
38158,595902,3
53285,930367,3
53287,930402,3
38154,5958,3
38151,5957,3
38150,595666,3
36412,546338,3
3695,12654,3
4423,13280,3
4422,1328,3
38146,59543,3
20051,325778,3
20046,325727,3
20045,325725,3
53139,928220,3
38514,605011,3
19757,322590,3
36213,53932,3
4528,133985,3
22104,343025,3
19770,322820,3
19773,32309,3
3552,124862,3
19776,323161,3
54170,943961,3
53138,928181,3
22089,342858,3
20035,325692,3
4513,133680,3
36235,539962,3
38481,604538,3
36236,539975,3
19791,323317,3
38474,604475,3
53150,928411,3
36248,5402,3
19827,323758,3
53152,928419,3
54160,943824,3
22107,343067,3
22114,343178,3
36199,53904,3
19743,322513,3
38574,607248,3
53102,927808,3
36167,538272,3
36170,538304,3
22141,3434,3
4548,134148,3
19688,322002,3
3527,124496,3
19702,322180,3
3529,12451,3
3536,124635,3
19709,322233,3
19710,322234,3
22121,34328,3
36190,53870,3
38546,6059,3
38543,6056,3
22120,343255,3
19713,322261,3
38537,60532,3
36193,538794,3
19736,322463,3
22116,343203,3
36255,540359,3
19833,323827,3
38458,604210,3
19944,324766,3
4483,133393,3
19953,324846,3
4482,133379,3
19963,324898,3
4472,133321,3
19968,32494,3
36291,541695,3
4464,133232,3
38362,601340,3
38361,60132,3
53196,929197,3
19996,325232,3
53200,929271,3
53201,929312,3
20006,325383,3
22032,34254,3
20013,32552,3
54138,943600,3
20014,325564,3
20020,325614,3
20026,325648,3
4455,133173,3
3607,12546,3
38392,60206,3
19942,324756,3
22070,342789,3
38406,60274,3
22068,342767,3
19846,323959,3
22065,342761,3
3594,125178,3
36277,54116,3
19860,324005,3
53157,928453,3
19863,324016,3
38442,603612,3
4500,133539,3
53160,928471,3
36280,541286,3
38435,603521,3
36281,54129,3
3600,12527,3
36287,541528,3
38432,6035,3
19884,324074,3
4497,133526,3
19908,324144,3
53166,928785,3
19923,324298,3
19927,324334,3
37756,582406,3
42105,676722,3
17708,304132,3
11918,230003,3
45894,798103,3
11956,230091,3
11954,230084,3
11931,230033,3
45918,79940,3
45922,79960,3
11916,23,3
11877,22935,3
11912,22998,3
11905,229892,3
11901,229865,3
11900,229864,3
7319,17935,3
7322,17942,3
45891,79809,3
45889,79806,3
49779,848935,3
49787,849137,3
11985,230309,3
11989,230337,3
11999,230372,3
12016,230482,3
49800,850111,3
7297,17902,3
45830,79703,3
45827,79698,3
45821,79644,3
45817,7962,3
45811,79606,3
45810,79605,3
49810,851,3
11878,229359,3
11873,229294,3
45804,795851,3
46080,804047,3
46051,803934,3
7356,179706,3
11730,227755,3
11724,227712,3
11701,2275,3
49696,846142,3
11686,22735,3
11870,229208,3
11685,22733,3
46090,804116,3
46096,804138,3
11678,22721,3
46101,804161,3
46103,804167,3
49710,846517,3
46041,803892,3
11750,22795,3
11765,228013,3
11780,2282,3
7352,179658,3
46012,803279,3
46000,80275,3
7345,179619,3
11799,228363,3
7344,179615,3
11813,228457,3
11816,22850,3
11830,228621,3
7336,179556,3
11851,228784,3
11863,229015,3
49811,85110,3
12045,230723,3
7369,179828,3
49895,854294,3
45597,789903,3
12260,233347,3
49903,85444,3
7219,177720,3
45606,790228,3
45611,790277,3
49893,854286,3
7251,178270,3
45619,79039,3
7229,177759,3
7232,17779,3
49887,854178,3
12232,232929,3
49878,854000,3
7217,177685,3
7216,17768,3
12271,233499,3
12275,233517,3
12284,23365,3
45581,789663,3
12292,233714,3
12299,233830,3
49926,854790,3
45554,788440,3
12319,234018,3
12320,23402,3
12326,234078,3
45538,78797,3
45533,78795,3
45529,78790,3
45528,787891,3
7246,1782,3
45676,791834,3
45798,795551,3
45767,79497,3
12112,231259,3
12111,23124,3
49833,85340,3
12110,231238,3
45758,79437,3
12089,231121,3
12078,231030,3
45678,791849,3
12074,230937,3
49820,852371,3
12061,23082,3
12059,230797,3
12053,230772,3
49815,85165,3
49835,85343,3
45734,793684,3
45731,793639,3
49843,853495,3
7275,178821,3
49846,853547,3
49848,85356,3
12148,231714,3
7273,17878,3
12158,23175,3
45705,79309,3
49856,853717,3
45699,7929,3
12176,232062,3
45686,792215,3
45683,792175,3
12188,232206,3
11657,22706,3
49680,845300,3
45520,78766,3
11271,222894,3
7448,181031,3
7449,181033,3
49535,841865,3
7454,18117,3
46492,805614,3
11273,222899,3
46503,805650,3
11243,222783,3
46505,805655,3
11260,222875,3
7458,18121,3
11256,222851,3
7461,181254,3
11253,222840,3
11295,223180,3
7445,18100,3
11301,223271,3
46449,805399,3
11310,2236,3
46442,805343,3
7434,18089,3
46436,805329,3
46425,805293,3
7431,180806,3
11333,22415,3
11335,224163,3
49565,842514,3
11348,224297,3
11350,224334,3
11351,22434,3
49568,842543,3
11246,222802,3
11240,222776,3
11361,224453,3
11123,221503,3
46579,805936,3
11172,222049,3
7488,181701,3
11134,221642,3
11132,221569,3
11129,221564,3
11117,221468,3
11237,222744,3
7494,18182,3
49470,840423,3
46628,806054,3
46635,806080,3
46637,806093,3
46639,806108,3
46578,805932,3
11194,222354,3
7473,18146,3
11203,222397,3
11211,222567,3
49497,840796,3
46553,805841,3
46550,805832,3
11224,22268,3
46547,805820,3
11227,222695,3
49503,840897,3
46536,805740,3
46535,805739,3
49508,840970,3
46531,805725,3
7464,18128,3
11353,2244,3
7420,180508,3
49677,845285,3
46228,804600,3
49652,84393,3
11555,226361,3
11549,226348,3
11540,226240,3
7388,18001,3
11534,226208,3
49634,843373,3
11497,225824,3
11524,226123,3
11522,226118,3
49631,843360,3
7390,18003,3
11516,2260,3
11513,225955,3
11570,22645,3
46171,804439,3
46168,804430,3
46167,804429,3
11598,226583,3
49665,844303,3
11612,226673,3
11617,226705,3
46144,804350,3
11618,226717,3
11619,226724,3
11623,226800,3
11624,226802,3
11633,22687,3
46130,804278,3
11634,226879,3
11648,22700,3
11498,225835,3
11486,225745,3
46375,805104,3
11382,224727,3
11404,224914,3
46340,805,3
11396,224841,3
11392,224823,3
7415,18040,3
49588,84269,3
11381,224724,3
46266,804708,3
46360,805075,3
46362,805077,3
46364,805080,3
11371,224676,3
46367,805092,3
11365,224507,3
7411,18033,3
46318,804923,3
11427,22513,3
46303,804837,3
11439,225196,3
11451,22525,3
46295,804819,3
7404,18022,3
11456,225273,3
49611,843061,3
11458,225285,3
11464,22533,3
11472,225403,3
11474,225466,3
49619,843199,3
46271,804741,3
11481,225696,3
45527,787854,3
49941,855073,3
44530,74162,3
13020,24516,3
13044,245655,3
13042,24563,3
6919,1717,3
44856,75994,3
13025,245230,3
50259,865282,3
44869,76029,3
12982,244600,3
13016,245118,3
13015,24503,3
44875,76051,3
6925,171776,3
50253,865129,3
50252,8651,3
13058,245779,3
44842,75959,3
13066,245882,3
6913,171600,3
50268,866055,3
6912,171597,3
13084,246406,3
44828,758931,3
50270,86608,3
44825,758824,3
50273,866169,3
6906,171554,3
44810,757767,3
44806,75738,3
44805,75734,3
6905,171549,3
50281,86654,3
12985,24464,3
44902,761688,3
6901,17146,3
12857,243030,3
50198,863573,3
6982,17291,3
44993,768218,3
50193,863466,3
50189,863060,3
45013,76888,3
45028,769621,3
44906,761801,3
12835,24259,3
50178,862325,3
45037,770590,3
50174,862276,3
45046,770696,3
45051,77096,3
50199,863599,3
50203,863638,3
44982,767938,3
6977,17281,3
6976,17279,3
44974,766838,3
12904,243651,3
6968,17264,3
50218,86421,3
44943,765378,3
6959,17247,3
6957,17242,3
44934,764185,3
12943,243942,3
44924,763292,3
44920,763113,3
12964,244281,3
50283,866681,3
44794,75600,3
12815,242259,3
13371,24992,3
44586,744597,3
44601,744877,3
44603,744879,3
50363,8691,3
13382,2503,3
50361,869073,3
6863,17081,3
44661,74746,3
13336,249550,3
44628,745667,3
50354,869012,3
13313,2494,3
13298,24890,3
13272,248517,3
44585,744571,3
13425,25096,3
44582,744551,3
6852,170608,3
13435,251193,3
50378,869773,3
13442,251300,3
13458,251901,3
6847,170550,3
6840,170323,3
6839,17032,3
44548,743317,3
44547,743257,3
13479,252215,3
44535,742155,3
50393,8707,3
6834,17019,3
13255,248192,3
13253,24819,3
44790,75529,3
44760,75271,3
13151,247168,3
44736,75,3
44738,750307,3
44747,751731,3
13134,246995,3
50301,867343,3
44761,752738,3
44676,7483,3
44762,752747,3
50296,867120,3
44774,753877,3
44775,753884,3
44782,753999,3
13111,246776,3
50316,867788,3
13155,24720,3
13159,247232,3
44721,749665,3
44720,749653,3
6882,17115,3
13162,24729,3
44713,749579,3
44704,749553,3
44701,749549,3
13213,24777,3
44686,748789,3
44685,748674,3
44684,748668,3
44680,74839,3
13218,247830,3
44678,748372,3
50170,862117,3
45065,771381,3
49942,855095,3
7127,175926,3
12554,23676,3
7122,175840,3
12551,236707,3
50035,85735,3
7125,175910,3
50030,85726,3
45348,782590,3
12469,23562,3
12507,236203,3
12501,236086,3
12497,235988,3
12492,23585,3
12482,235773,3
45366,78292,3
45325,7813,3
50039,85755,3
7118,175796,3
50045,85768,3
7115,17577,3
12566,237137,3
7112,17572,3
12569,237302,3
7108,17552,3
45294,77998,3
50062,857917,3
50063,857970,3
45278,779421,3
45277,779406,3
12599,237979,3
12601,238001,3
12604,2381,3
12470,23567,3
45376,78310,3
50072,858225,3
12373,234596,3
7176,176896,3
12404,234868,3
12402,234862,3
7179,17695,3
49971,85561,3
12378,234624,3
45488,786377,3
12465,23553,3
45492,786483,3
12365,234566,3
49946,85512,3
12359,234539,3
12358,234528,3
12355,234515,3
7174,176877,3
49983,85570,3
12422,234966,3
45424,784230,3
12433,235058,3
45420,784146,3
49996,855962,3
7150,17625,3
50001,85608,3
12447,235237,3
45398,78365,3
50006,856169,3
12454,235289,3
45391,78347,3
12460,235423,3
12461,23547,3
45380,783173,3
12606,23811,3
50075,85831,3
12805,24199,3
12737,240550,3
50144,8609,3
12759,24109,3
50143,86088,3
7026,173693,3
45121,7730,3
50140,860085,3
12730,2405,3
45148,77378,3
45133,77320,3
45136,77324,3
45139,77331,3
45140,773328,3
45142,773582,3
12721,240423,3
45114,77282,3
12761,24112,3
7020,17352,3
7016,17347,3
45103,772501,3
12780,241513,3
12784,24164,3
12785,241662,3
45092,7723,3
45090,772283,3
50155,861675,3
12789,241779,3
12791,241801,3
45082,772142,3
12799,241954,3
50161,861913,3
12804,241984,3
7038,17399,3
12714,24032,3
45258,7776,3
12629,238542,3
45204,775938,3
7082,17498,3
12646,239,3
12633,23864,3
45234,77665,3
45235,776657,3
12628,23854,3
45156,77400,3
12624,23839,3
45250,77686,3
50079,858512,3
45253,777472,3
45255,777501,3
50077,858506,3
45196,775662,3
7073,1746,3
7072,17454,3
45191,775499,3
12679,239550,3
12685,23967,3
45184,7752,3
45183,7751,3
45182,775078,3
12691,23979,3
45178,7746,3
45175,77440,3
12692,239806,3
7042,174067,3
45162,77410,3
7040,17400,3
12704,24006,3
49464,840407,3
11057,2210,3
7508,18207,3
9187,20515,3
47965,810846,3
47966,810847,3
47970,810852,3
47971,810853,3
47978,810885,3
47985,810899,3
7974,18736,3
9151,204596,3
47999,811027,3
9181,204991,3
48916,822449,3
9172,204797,3
9164,204760,3
48022,811091,3
9212,205481,3
9218,205507,3
9219,20551,3
48937,822533,3
9223,205549,3
47953,810795,3
47952,810789,3
9225,205553,3
7958,187198,3
48941,822588,3
9244,205665,3
9251,205686,3
48952,822668,3
48954,822741,3
47913,810651,3
7945,187043,3
9296,205837,3
9163,204750,3
9145,204542,3
47899,810619,3
48872,82185,3
9046,20308,3
48881,822047,3
48877,822023,3
48095,811351,3
9043,20296,3
9042,20294,3
9032,202778,3
9143,204464,3
48113,811477,3
48863,821709,3
48124,811547,3
48126,811552,3
9013,202434,3
9012,202431,3
9048,203189,3
48076,811255,3
48073,811252,3
48890,822102,3
9081,203904,3
48066,811246,3
48891,822103,3
9116,204122,3
9117,204139,3
48896,822166,3
9120,204195,3
48898,822185,3
9127,204258,3
9134,204371,3
9135,204379,3
48046,811181,3
48040,811151,3
47902,810623,3
47898,810618,3
9011,202424,3
9478,207736,3
9538,208258,3
49037,825003,3
47721,809920,3
47725,809928,3
47730,809953,3
47732,809969,3
49025,824294,3
9445,207562,3
47750,810045,3
47756,810076,3
47758,810093,3
47763,810123,3
49019,823999,3
47780,810269,3
9541,208268,3
9542,20827,3
49042,82520,3
9548,208320,3
7885,18644,3
7881,18638,3
9558,208521,3
9561,208544,3
47690,809843,3
9564,208554,3
9574,208578,3
9580,208642,3
9585,208666,3
9592,208787,3
49054,825976,3
47668,809751,3
49057,826070,3
7900,18656,3
47783,810276,3
47895,810615,3
9312,205914,3
47869,81052,3
48971,822966,3
47873,810525,3
7932,186854,3
47878,810533,3
9320,20594,3
9309,205909,3
47798,810337,3
9306,205902,3
47886,810547,3
7942,187,3
9304,205900,3
48964,822951,3
48963,822932,3
9344,206024,3
48976,823106,3
47853,810448,3
9362,206339,3
47840,810429,3
48987,823247,3
47836,810422,3
7916,186682,3
9388,207087,3
47827,810410,3
47825,810407,3
9395,207204,3
7912,186658,3
9403,20726,3
9404,207270,3
9416,207323,3
47810,810359,3
48859,821541,3
9010,202422,3
11051,220847,3
8222,19022,3
8206,19,3
8644,196602,3
8636,196424,3
8626,196273,3
48464,81652,3
8213,190102,3
8575,19576,3
8247,19056,3
48495,816811,3
8232,190284,3
8237,190382,3
8549,19537,3
8239,190389,3
8541,195185,3
48450,81601,3
8650,19669,3
48437,81583,3
48414,81551,3
8702,19760,3
8184,189711,3
8706,197663,3
8707,197665,3
8183,189710,3
8718,19784,3
8719,197842,3
8180,189703,3
8722,19790,3
8725,197915,3
8178,18967,3
8740,197979,3
48385,81483,3
48516,81700,3
8518,194731,3
8750,19807,3
48617,81813,3
8289,191199,3
8291,191208,3
8370,19240,3
8368,19235,3
8363,192320,3
8352,192157,3
8339,19208,3
8509,19460,3
48620,81821,3
8302,191286,3
8329,191923,3
8311,191389,3
8321,191775,3
8319,19175,3
8387,192595,3
48590,817829,3
8391,192655,3
48664,8187,3
8398,192772,3
8415,192958,3
8272,190964,3
8270,190948,3
8438,193195,3
8445,193354,3
8456,19356,3
48539,817201,3
8480,19401,3
8248,19058,3
8495,194139,3
8498,19425,3
8503,194449,3
8747,198022,3
8158,189550,3
48141,811645,3
48827,821071,3
48195,811952,3
8972,201981,3
8963,201859,3
8960,201792,3
8956,201653,3
8075,188360,3
8949,201483,3
48226,812159,3
8079,18845,3
48212,812098,3
8928,201214,3
48219,812126,3
48820,820887,3
48221,812128,3
8974,202008,3
48835,821258,3
8064,188161,3
48185,811909,3
8983,202159,3
8062,188146,3
8985,202165,3
8987,20217,3
48169,811841,3
8054,188075,3
48166,811838,3
48163,811832,3
48846,821326,3
48847,821329,3
48852,821343,3
9004,202391,3
9009,202421,3
8922,20113,3
8086,188547,3
8760,198133,3
48771,82012,3
48310,81280,3
48783,820329,3
8137,189229,3
8138,189248,3
8810,198659,3
48330,814049,3
8796,198541,3
48811,820748,3
8785,198339,3
8781,198277,3
8150,189475,3
8152,189481,3
8773,198198,3
8763,19815,3
8125,189070,3
8122,18892,3
48301,812599,3
48792,820424,3
8836,198923,3
8837,198937,3
8106,18876,3
8849,199168,3
8098,188700,3
8867,199632,3
8871,199686,3
8878,19976,3
8882,199836,3
48265,812455,3
8888,20003,3
8894,20021,3
8897,200236,3
9625,209238,3
9629,209268,3
9630,209270,3
10533,217209,3
7622,183630,3
46980,807373,3
7625,183635,3
46985,807390,3
10541,217296,3
49324,836675,3
46997,807424,3
47058,807676,3
47015,807474,3
49313,83652,3
10491,216314,3
7651,183773,3
10482,21625,3
10474,216201,3
49329,836728,3
10558,217611,3
10562,217624,3
10575,217733,3
7618,183598,3
10580,21776,3
10581,217760,3
10589,217811,3
7611,18349,3
10613,218057,3
49340,837002,3
10672,218341,3
10675,21837,3
10681,218416,3
10693,218534,3
7598,183355,3
46919,806956,3
47055,807660,3
10463,216113,3
10711,218634,3
49256,83432,3
7697,184241,3
10361,215478,3
10359,21545,3
49264,834649,3
10355,21541,3
49257,834326,3
49252,834149,3
47075,807748,3
47161,807987,3
10313,214929,3
10310,214886,3
47169,808007,3
10303,214855,3
47174,808014,3
10379,215664,3
10380,215672,3
7696,184235,3
7695,18423,3
49273,835189,3
10400,215821,3
47104,807845,3
10414,215891,3
47100,807840,3
49282,835519,3
7685,18415,3
10432,215968,3
7678,183944,3
49289,835962,3
10445,216021,3
10446,216024,3
7677,18394,3
10707,218628,3
7590,183236,3
47647,809672,3
46750,806417,3
46718,806360,3
49428,839251,3
10942,220266,3
10939,220256,3
10932,220202,3
10930,220194,3
49421,839029,3
46787,806523,3
10924,22016,3
49419,838922,3
10908,220,3
10905,219967,3
46767,806461,3
10899,219856,3
46713,806341,3
10978,220434,3
49432,839346,3
7529,182271,3
10986,220463,3
10989,220490,3
46701,806313,3
10996,220520,3
46696,806304,3
49441,8395,3
11005,2206,3
46682,806274,3
46676,806260,3
11024,220715,3
11032,220775,3
46665,806232,3
11042,22081,3
7555,182765,3
10852,219456,3
46902,806912,3
49365,837586,3
7580,183119,3
46872,806809,3
49367,83760,3
46874,806819,3
46875,806820,3
46877,806825,3
46879,80683,3
10847,219392,3
10748,218834,3
10745,218830,3
46889,806859,3
10731,218741,3
7583,183185,3
46897,806901,3
7579,183118,3
10758,218887,3
7578,183117,3
7577,183112,3
46854,806747,3
10788,219012,3
49380,83776,3
10808,21910,3
46830,806653,3
7566,183043,3
7564,183037,3
7559,182803,3
49398,838095,3
10840,219329,3
10842,219330,3
49399,8381,3
46805,806573,3
49240,833776,3
10292,214780,3
10288,214731,3
47510,809167,3
9834,211060,3
7816,185719,3
47498,809141,3
9823,210956,3
9815,210844,3
9814,210837,3
47516,809178,3
47535,809246,3
47517,809194,3
47526,809223,3
47528,809228,3
47529,809231,3
47532,809238,3
9791,210749,3
49115,82866,3
49116,82877,3
9839,21114,3
47482,809071,3
9851,211280,3
