,BuildingID,ViolationID
23258,350206,17
3028,120562,17
19847,323960,17
31961,43717,17
51932,897609,17
4745,137961,17
54898,955926,17
38918,6199,17
53121,928042,17
17613,303240,17
47664,809732,17
24330,358668,17
8071,188321,17
18122,307181,17
30575,42403,17
43476,702522,17
51603,892496,17
10923,220159,17
31045,428726,17
41443,66785,17
53638,935240,17
47884,810539,17
21069,334888,17
5558,149730,17
22930,348078,17
49197,832,17
40623,65592,17
42264,68013,17
46465,80547,17
6054,157589,17
26273,37456,17
15418,282854,17
1263,109489,17
35138,51336,17
51896,89718,17
13318,24946,17
14587,272500,17
50131,859873,17
54922,956113,17
4534,134051,17
3000,120423,17
19340,317967,17
18130,307288,17
6713,167480,17
35699,52583,17
26198,374074,17
22975,348495,17
3393,122814,17
31545,43283,17
37343,5706,17
34565,50304,17
1426,11039,17
5577,149875,17
56504,985305,17
27904,386820,17
35701,525831,17
24220,35788,17
47903,810624,17
42703,688177,17
50617,87532,17
28711,397037,17
19306,317777,17
24247,358008,17
16832,295908,17
30402,422077,17
35690,525612,17
33561,47575,17
15357,28245,17
28497,395849,17
16195,28915,17
16815,295786,17
34125,49173,17
10607,21801,17
41424,66758,17
32749,45572,17
30295,421482,17
26910,37822,17
22079,342814,17
44636,746067,17
29411,409457,17
16652,293319,17
38685,60989,17
53590,934495,17
69,100202,17
48705,81921,17
19526,320852,17
3882,128627,17
40463,65328,17
56108,977195,17
13646,25599,17
43446,701969,17
34592,503615,17
13649,256023,17
2838,119315,17
41608,66994,17
15462,283215,17
19591,321263,17
34060,490584,17
40606,655658,17
17915,30560,17
48707,81923,17
44453,738734,17
31637,43357,17
31900,436582,17
31623,43337,17
28726,39725,17
13616,25516,17
49265,8347,17
28472,395487,17
38667,6095,17
8508,19457,17
23190,349883,17
11593,226550,17
9319,205932,17
54903,95596,17
29674,414027,17
37492,575615,17
22918,347957,17
38730,61056,17
29287,40722,17
45582,789692,17
56485,985022,17
3309,122136,17
4520,13385,17
41564,66891,17
9856,211331,17
34590,503605,17
18090,306941,17
2652,11879,17
14614,27307,17
35296,51674,17
41535,66867,17
56851,992871,16
28703,397016,16
14855,27668,16
1362,11008,16
48572,81754,16
49268,834939,16
225,100899,16
30959,428037,16
45400,78367,16
14906,27775,16
17582,302977,16
51786,895754,16
33139,464913,16
3855,128367,16
43133,695183,16
25193,365027,16
34820,508427,16
53944,94077,16
14800,27582,16
30127,41954,16
11546,226330,16
25739,371579,16
45384,78322,16
14960,27856,16
40523,654130,16
56820,99224,16
11550,22635,16
9796,21079,16
3894,128878,16
7679,183949,16
33157,46523,16
56823,99227,16
11571,226460,16
28772,39754,16
46263,804702,16
14965,278622,16
27719,384671,16
31042,428719,16
40538,65442,16
22151,34347,16
49786,849121,16
47484,809074,16
22058,342744,16
27669,384043,16
8401,19280,16
14887,27729,16
3921,129003,16
2906,11973,16
46173,804447,16
11943,230056,16
45928,80011,16
8609,196111,16
6547,165331,16
449,102966,16
15506,283293,16
4494,133471,16
42544,68565,16
30654,42500,16
52048,899930,16
15553,283594,16
9601,208923,16
42510,6851,16
8521,194764,16
53507,933272,16
41794,67289,16
48519,81703,16
47866,810480,16
11973,230243,16
16336,290092,16
22827,347655,16
12263,23340,16
22719,347255,16
25543,369350,16
28030,388311,16
12293,233727,16
32757,455851,16
11859,228864,16
2141,116451,16
27999,387743,16
30719,42561,16
12286,233666,16
41551,66880,16
15464,283219,16
41592,669672,16
15470,283227,16
28004,38798,16
11887,229512,16
53574,934207,16
53573,934206,16
41638,67059,16
51044,883563,16
53148,928354,16
22710,347243,16
9537,208253,16
25502,369053,16
48477,81666,16
16215,28927,16
35315,51693,16
41959,67495,16
28347,3935,16
41960,67496,16
41973,675112,16
32964,460446,16
49529,841779,16
28315,392935,16
55384,9672,16
16091,287986,16
16079,28788,16
45768,79500,16
16038,287780,16
23135,34951,16
4364,132230,16
16004,287673,16
9411,207309,16
15996,287650,16
55919,974982,16
9381,20693,16
5480,148672,16
16302,28987,16
32989,460784,16
30629,42464,16
35269,51621,16
51017,883007,16
15711,28458,16
2051,115656,16
1937,11492,16
2046,115651,16
2044,115649,16
41903,67403,16
42337,68183,16
53455,932615,16
16244,289467,16
2037,115641,16
1284,109539,16
16232,28938,16
53426,932114,16
2024,115559,16
1941,114965,16
15786,285206,16
27976,38740,16
16732,294899,16
15004,27912,16
35901,530896,16
46112,804199,16
40984,66126,16
42939,692492,16
23500,352163,16
25651,370490,16
46105,804176,16
6899,171440,16
25649,370489,16
17207,299284,16
15157,28063,16
30742,425850,16
4006,129367,16
47595,809484,16
35883,530595,16
42859,69094,16
35877,530560,16
22448,346087,16
22449,346093,16
47602,809501,16
1229,109442,16
12397,234802,16
9724,210308,16
7639,183687,16
17290,299757,16
45415,784071,16
36082,536673,16
30188,420553,16
23583,352676,16
7653,183782,16
32636,45355,16
42980,693429,16
17431,301596,16
11615,2267,16
27758,385249,16
1827,113681,16
7649,183734,16
55461,96818,16
34900,51013,16
50928,88154,16
40905,660184,16
1842,113756,16
17328,300029,16
30235,42094,16
15203,28117,16
28528,396048,16
48545,81728,16
6544,165327,16
47650,809677,16
41329,66643,16
4083,1298,16
23380,351434,16
41371,667081,16
27906,386829,16
35070,51239,16
25572,369666,16
9299,205857,16
16833,295910,16
16801,295699,16
11833,22863,16
22649,347156,16
42660,687233,16
9608,209062,16
28488,395833,16
22657,347164,16
30746,425887,16
7568,183055,16
33046,462048,16
1257,109475,16
32722,45506,16
6950,172368,16
9673,209753,16
41179,663824,16
17072,297948,16
11728,22774,16
41191,66402,16
22498,346318,16
27850,386105,16
27852,386119,16
17026,29760,16
17015,297491,16
4055,129618,16
6233,160777,16
34996,511450,16
55430,967819,16
22548,346501,16
41258,6650,16
2170,116575,16
15262,28168,16
25586,369769,16
36295,54183,16
18315,308836,16
19217,317091,16
31575,43304,16
44420,73800,16
38732,61057,16
38746,611211,16
24927,363304,16
29284,40713,16
31595,43318,16
50044,85767,16
51310,887484,16
38769,6127,16
44378,73691,16
50864,880383,16
29680,414077,16
24928,363311,16
19490,320566,16
12864,243064,16
24331,35867,16
33443,47240,16
26258,37440,16
3374,122766,16
46751,80642,16
38932,6208,16
26254,374375,16
33428,4719,16
21112,335113,16
19314,317800,16
26205,374135,16
6988,17300,16
37503,57597,16
24239,35794,16
55838,973899,16
19699,322140,16
50095,85923,16
10801,21908,16
19685,321984,16
26789,37758,16
8000,187502,16
34024,48974,16
5047,14246,16
10815,219116,16
24904,363197,16
19648,321620,16
3247,121523,16
44960,766189,16
46788,80653,16
20915,333392,16
47208,808112,16
38645,60894,16
12908,243687,16
51573,891817,16
20926,333422,16
48216,812107,16
46802,806569,16
51324,887619,16
5824,153477,16
50061,85790,16
19506,320717,16
19294,317758,16
38978,623042,16
11096,221356,16
6695,16715,16
9021,202639,16
1663,11217,16
19058,315754,16
47307,808434,16
19047,315732,16
19045,315728,16
7883,18640,16
10102,213255,16
44115,72068,16
44107,72056,16
19009,315314,16
12766,241377,16
50551,87439,16
26139,373883,16
46644,806126,16
52162,9027,16
37090,5639,16
37088,56378,16
27162,380211,16
27164,380215,16
27171,380256,16
39294,63078,16
29123,403285,16
54232,945034,16
25038,363837,16
2531,11808,16
54266,9458,16
34275,49496,16
1634,1120,16
21204,335795,16
19267,317634,16
5797,152994,16
47277,808338,16
44311,73257,16
33403,47139,16
21155,335486,16
50011,85643,16
2614,118553,16
56324,98087,16
46719,806361,16
8261,19074,16
31516,432689,16
34215,493378,16
2572,118468,16
19189,316887,16
46705,806320,16
13859,25944,16
21212,335817,16
39103,62802,16
39109,62811,16
2592,118500,16
26178,374004,16
48143,811669,16
1414,110226,16
10127,213419,16
54278,945946,16
46849,806708,16
37619,57826,16
13529,253134,16
24641,361072,16
38253,59929,16
38254,59931,16
10590,217813,16
48824,821026,16
38265,59949,16
13278,248635,16
26648,376482,16
24648,36123,16
10606,21800,16
20146,326544,16
873,107124,16
46943,807073,16
33753,48245,16
6455,163984,16
48769,82008,16
20131,326467,16
8148,189368,16
26654,376493,16
13019,245154,16
26655,376495,16
3006,120451,16
871,107122,16
20095,326267,16
20495,329138,16
13322,249527,16
37988,59154,16
29440,40980,16
44669,7478,16
20822,332619,16
20264,327238,16
8816,19870,16
20329,327608,16
13123,24689,16
33618,47758,16
54719,952410,16
29539,411719,16
10531,217149,16
2895,119675,16
20273,327280,16
26581,376047,16
50817,879424,16
13072,246089,16
24723,36206,16
24666,361548,16
57172,99961,16
20245,327123,16
20407,32807,16
10561,217621,16
57164,99948,16
20208,326920,16
8091,18862,16
47064,807704,16
20204,326827,16
38051,59240,16
33703,4807,16
8840,198946,16
51404,88945,16
26662,376513,16
5896,154637,16
52210,9034,16
26384,375075,16
2753,119078,16
50511,87324,16
33490,473752,16
8027,187802,16
56130,9776,16
3164,12110,16
26743,377014,16
5854,153776,16
46881,806839,16
33970,48873,16
31680,43415,16
48720,81939,16
2824,119277,16
37675,5796,16
54504,948619,16
26758,37712,16
44928,763595,16
19747,322535,16
2735,119047,16
19744,322525,16
20780,332248,16
1577,11162,16
37651,57893,16
51341,887926,16
32005,43765,16
37774,58294,16
3137,120994,16
33932,487428,16
19855,323984,16
33536,47492,16
56202,978343,16
52427,909448,16
1538,111069,16
10662,218288,16
33832,484607,16
38330,60073,16
10385,215723,16
3058,120632,16
57129,99854,16
29602,41312,16
20557,329972,16
5878,154256,16
10371,215645,16
51532,89106,16
19969,32495,16
38377,60156,16
19937,32453,16
36,10013,16
31720,43457,16
37863,58746,16
33915,4869,16
48343,81430,16
3119,120932,16
3127,120959,16
25047,363879,16
49499,84080,16
25932,372456,16
43621,705080,16
9974,21246,16
17991,306149,16
47373,808728,16
11268,222890,16
40226,64877,16
53983,941329,16
18608,311880,16
46317,804919,16
43781,70744,16
5724,152039,16
3623,125640,16
34616,50387,16
51174,885756,16
30049,418592,16
39748,63932,16
52873,92355,16
28959,398802,16
46493,805625,16
47354,808678,16
33243,46700,16
9869,211427,16
46590,805961,16
55037,95814,16
28928,39858,16
3567,124996,16
12547,23664,16
28994,39923,16
43981,71569,16
30057,418697,16
29962,41736,16
18192,308002,16
29967,4174,16
47367,808709,16
14694,27376,16
36843,558069,16
32427,445929,16
48070,81125,16
46554,805861,16
18054,306717,16
18510,311043,16
51173,88574,16
40102,646434,16
21903,34121,16
2407,117126,16
18501,311005,16
34454,498932,16
4835,139111,16
21887,341040,16
11217,222613,16
27483,382632,16
662,104564,16
39715,63881,16
14323,26874,16
40082,646358,16
28938,398644,16
6362,16232,16
36819,55764,16
27489,382683,16
25140,36455,16
40107,6465,16
14630,27318,16
49861,853805,16
36808,557376,16
43518,70359,16
34445,498848,16
56021,97607,16
21634,339239,16
12581,23750,16
1390,110166,16
36822,557654,16
43653,70548,16
28943,39869,16
39650,63753,16
25094,364040,16
43515,70351,16
25982,372857,16
32342,44432,16
31203,43010,16
30010,417887,16
43839,70981,16
9950,212226,16
12528,236404,16
5663,150839,16
7847,186050,16
34337,496039,16
18354,309252,16
18794,313304,16
50556,87446,16
13099,246523,16
36348,544,16
36974,5613,16
11304,223310,16
50610,875204,16
9109,203988,16
32489,44848,16
50927,88153,16
24043,356881,16
690,104809,16
23737,353822,16
39889,64174,16
27587,383423,16
17883,30532,16
36981,561379,16
52905,92399,16
18838,313681,16
14133,266011,16
49931,854872,16
21490,338094,16
23753,35397,16
14734,27486,16
27423,381903,16
25182,364980,16
29933,417081,16
28864,398220,16
12614,23822,16
39998,64475,16
48062,811234,16
43311,698350,16
21446,337896,16
45153,77392,16
39498,633610,16
56071,97662,16
33170,46544,16
39932,64293,16
7860,186168,16
54184,944107,16
11145,221755,16
36973,561295,16
23878,355144,16
33174,46557,16
18216,308135,16
39964,64339,16
7727,184720,16
27251,380716,16
18757,312976,16
14496,27077,16
48018,811075,16
9853,211299,16
23867,3551,15
12203,232342,15
42375,682403,15
52995,92648,15
55817,97373,15
15605,283886,15
15700,284507,15
47858,810453,15
13353,249583,15
47860,810455,15
28856,398204,15
29622,41338,15
4779,138442,15
8789,198431,15
42396,683041,15
23865,355089,15
24522,360229,15
1563,111437,15
29363,40851,15
55541,9693,15
23250,350113,15
14513,27105,15
52219,90359,15
43540,704141,15
12459,2354,15
44573,744416,15
50842,8800,15
7068,174389,15
33860,485085,15
14082,264702,15
13352,249582,15
1482,110631,15
34648,504320,15
23747,353935,15
13193,247562,15
33673,47999,15
23140,349523,15
29461,410257,15
13226,247937,15
43302,698306,15
24675,361605,15
23155,349586,15
48485,81672,15
45334,78215,15
15887,28718,15
23164,349627,15
42172,67837,15
33657,47923,15
25371,367390,15
35353,51760,15
6302,161830,15
34660,504332,15
12513,236265,15
24754,362295,15
55914,97492,15
47811,810374,15
52288,9050,15
52292,9051,15
29543,411758,15
24740,36220,15
30502,42303,15
13157,247226,15
34673,504492,15
15963,287576,15
34687,50475,15
4720,137470,15
47831,810415,15
14565,27213,15
1769,11305,15
48035,811146,15
34600,503696,15
43449,701972,15
23668,353239,15
33204,46643,15
12472,235682,15
35285,51648,15
13008,244898,15
24606,360556,15
24605,360555,15
48273,812492,15
42315,68096,15
13335,24955,15
34585,50356,15
45369,782970,15
28838,398078,15
47979,810886,15
1481,110630,15
13260,24822,15
23179,349737,15
14807,27592,15
352,102048,15
45355,78266,15
4729,137548,15
29434,40971,15
15838,286481,15
29360,4084,15
28348,39350,15
32965,460449,15
13287,248676,15
30389,421918,15
47843,810433,15
34618,50388,15
14649,27331,15
12644,238937,15
43567,704784,15
23407,351615,15
35053,51218,15
9067,203767,15
14761,27538,15
15113,280153,15
23999,35656,15
9289,205805,15
9255,205696,15
50938,881603,15
28505,395874,15
49649,84376,15
42789,689653,15
49653,84395,15
1339,109949,15
301,101409,15
48147,811722,15
15265,28170,15
14212,26742,15
34396,497402,15
29224,40624,15
13779,25823,15
12681,23964,15
4982,141467,15
29266,40697,15
12852,242955,15
23508,352196,15
45561,7888,15
34147,49219,15
52631,914016,15
1720,112657,15
1420,110259,15
13802,25876,15
15346,282362,15
48460,81643,15
34203,49314,15
29706,41422,15
50214,8641,15
13874,259781,15
15130,28030,15
13464,25199,15
23433,351755,15
15241,281508,15
28526,396044,15
49974,855643,15
1688,112481,15
33074,462882,15
14126,26598,15
42829,690083,15
24072,357092,15
42847,69063,15
4905,139990,15
30283,421463,15
23439,3519,15
14101,265256,15
12743,240707,15
33312,468796,15
4897,139965,15
24107,357280,15
28525,396042,15
4941,140526,15
23468,352048,15
15139,28040,15
34259,49465,15
34269,49486,15
34271,49489,15
52716,91595,15
42874,691353,15
13956,26176,15
12716,240356,15
25048,363882,15
43899,7124,15
15251,281592,15
29169,4050,15
1690,112483,15
9025,20268,15
42861,69100,15
50208,8638,15
9078,203876,15
42945,692498,15
1346,109967,15
55473,96827,15
43010,693566,15
9099,20395,15
24425,359544,15
45421,784148,15
13538,253177,15
24407,359440,15
13573,25398,15
12917,243804,15
42558,686003,15
33465,472989,15
35169,51372,15
14363,269241,15
52762,9178,15
13597,254938,15
15477,28324,15
12273,233514,15
14410,26978,15
50098,85933,15
45015,768885,15
33132,46475,15
33241,46694,15
28434,394841,15
29647,41367,15
7250,178268,15
9107,203970,15
52797,92000,15
13491,25234,15
7244,178182,15
29651,4138,15
28923,398541,15
43030,693792,15
12632,238628,15
1735,11274,15
28458,39518,15
5064,14275,15
29649,41372,15
44456,7388,15
9092,203920,15
44962,76624,15
56812,992099,15
8944,20143,15
8948,201455,15
28945,398749,15
44386,73727,15
50859,880254,15
50862,880299,15
47934,810732,15
15398,282694,15
14333,26883,15
49723,847142,15
12865,243086,15
44369,73633,15
42659,687228,15
12305,233910,15
13737,25740,15
29275,40706,15
5009,142,15
24360,35911,15
15428,28293,15
9087,203915,15
8935,20127,15
44967,76634,15
34090,491278,15
45205,77601,15
52550,911936,15
44442,73831,15
8940,201362,15
23928,355564,15
12281,233549,15
29671,41401,15
4524,1339,15
45586,789734,15
29294,4074,15
28648,396802,15
9088,203916,15
43271,697841,15
16900,29652,15
23108,349405,15
19575,321224,15
10221,21412,15
46238,804639,15
20996,334281,15
2339,116960,15
10228,21415,15
37509,57624,15
31018,42848,15
46230,804603,15
26292,374663,15
38714,61036,15
31014,428411,15
40652,65634,15
26300,37471,15
49274,83523,15
27671,384051,15
40670,65689,15
17590,303020,15
37555,577067,15
2324,116938,15
25775,371831,15
8408,192872,15
47220,808155,15
49291,836,15
19565,321178,15
7672,183914,15
32541,450127,15
17511,302375,15
27647,383777,15
47237,808228,15
3318,122166,15
36249,540231,15
37382,5717,15
46291,804804,15
575,104301,15
5666,150879,15
11462,22532,15
11466,22535,15
21071,33489,15
46284,804777,15
37417,5733,15
26937,37844,15
10199,213865,15
40405,65200,15
17783,304638,15
50614,875265,15
40437,652814,15
8396,192764,15
36218,5394,15
17739,304315,15
6637,166448,15
17713,304153,15
2635,118652,15
26274,374562,15
47239,808231,15
10219,214098,15
40554,65478,15
22118,343224,15
799,106421,15
40756,657953,15
41192,66403,15
31627,43341,15
40963,66093,15
37623,57830,15
22394,34561,15
20817,332590,15
10290,21475,15
53747,93721,15
17227,299408,15
53746,93719,15
1207,109418,15
41019,66163,15
5845,153735,15
53740,937116,15
30893,42760,15
22428,345985,15
51100,884789,15
9700,20995,15
41076,662559,15
10771,218979,15
41121,663195,15
2224,116683,15
26761,377136,15
22467,34620,15
56230,97873,15
22491,346304,15
26347,374986,15
41177,66382,15
17070,297930,15
17291,299775,15
10274,21456,15
2236,116708,15
40807,65833,15
46806,806578,15
26836,37773,15
19599,321335,15
38647,60898,15
1168,109314,15
22245,344297,15
10257,214358,15
11597,226577,15
19620,321433,15
40795,658203,15
31642,43366,15
22277,344412,15
26817,377658,15
26322,374826,15
998,10804,15
1189,10937,15
46137,804324,15
22321,34490,15
26321,37482,15
46127,804272,15
7645,183719,15
17344,300581,15
17331,300036,15
40908,660188,15
31656,43378,15
40909,6602,15
47262,8083,15
54344,946595,15
760,105894,15
11448,22524,15
47322,808494,15
27348,381602,15
2475,117501,15
49114,828636,15
39674,638336,15
10100,213248,15
39203,629239,15
49129,829524,15
19065,315771,15
39704,63863,15
10117,213398,15
19070,31579,15
18493,310911,15
31222,43029,15
51726,89497,15
25991,372929,15
39756,639426,15
21687,339586,15
39798,64022,15
2460,117425,15
31213,43020,15
9967,212405,15
51193,886112,15
39836,640776,15
11025,22073,15
643,104505,15
19084,315829,15
11212,222578,15
55055,95863,15
46651,806167,15
47350,808635,15
37022,562144,15
10075,213163,15
18861,313945,15
18905,314188,15
18855,313885,15
47332,808530,15
18840,313693,15
26084,373694,15
26072,373676,15
26100,373746,15
49091,827727,15
27246,380694,15
695,104827,15
10088,213198,15
18692,312759,15
26041,373557,15
39558,63472,15
51267,886972,15
3475,123402,15
21585,33887,15
55046,958176,15
39289,630704,15
36859,5585,15
21595,33892,15
55048,958188,15
11068,221200,15
39174,628885,15
25976,372764,15
32351,44448,15
25869,372130,15
21210,335813,15
21917,341486,15
27501,382858,15
51295,887298,15
39013,6251,15
21929,341597,15
11399,22486,15
50346,868863,15
19292,317755,15
40213,648608,15
27521,383021,15
26974,37888,15
26970,37886,15
1014,108369,15
21968,342130,15
5800,15305,15
40237,6491,15
25857,372110,15
53982,94131,15
9870,21143,15
31556,432915,15
37351,570635,15
17942,305684,15
22008,342406,15
40294,650044,15
49226,833372,15
39075,62753,15
11376,224699,15
36683,5535,15
18234,308350,15
51189,88599,15
50406,871098,15
18332,309139,15
27419,381899,15
31185,42986,15
27058,379429,15
56341,98124,15
18290,308782,15
47300,808404,15
47298,808402,15
46421,805281,15
631,104476,15
2421,117154,15
40081,64635,15
21839,340657,15
31167,42961,15
40025,64510,15
15987,287630,15
49177,831085,15
31494,432548,15
46400,805205,15
31155,429502,15
18176,307976,15
18175,307963,15
46388,805160,15
40066,64611,15
46056,803954,15
18868,313973,15
47704,809884,15
11872,229276,15
11875,229320,15
41568,669105,15
22911,347909,15
41569,669119,15
30576,42404,15
20011,325513,15
32813,457059,15
20019,32561,15
51926,89749,15
53387,93121,15
51485,890528,15
30710,425551,15
947,107753,15
1268,109502,15
2852,119364,15
22703,347236,15
28028,388296,15
22669,347185,15
47671,809758,15
32764,455880,15
53595,934607,15
19933,324384,15
46924,806978,15
35563,52171,15
470,10303,15
37886,5883,15
20157,326577,15
49481,840590,15
3066,12067,15
31776,43502,15
20290,327375,15
5546,149493,15
22901,34785,15
45957,80081,15
41832,673317,15
41543,668757,15
6575,165671,15
20368,327744,15
22706,347239,15
53562,934078,15
22653,347160,15
26525,37582,15
51454,890028,15
55249,9662,15
47101,807841,15
38268,59951,15
4312,131535,15
4210,130749,15
37997,59164,15
32795,4566,15
16186,289096,15
22946,348168,15
20115,326394,15
10550,217356,15
26652,376489,15
28163,389991,15
22799,347581,15
6266,161357,15
2882,119621,15
1995,115242,15
45800,79569,15
32768,45593,15
8070,188314,15
38232,59899,15
41989,675171,15
51430,88975,15
10477,216215,15
55260,966219,15
2812,119201,15
32784,45637,15
896,10738,15
22751,347384,15
47747,810027,15
16146,288603,15
50491,87304,15
1986,115205,15
11930,230032,15
41745,67214,15
46944,807085,15
26595,3762,15
48499,81685,15
26619,376375,15
31773,435,15
3156,121069,15
38162,5963,15
56562,986650,15
50260,8654,15
51441,88983,15
53683,936123,15
47718,809916,15
41315,66605,15
27893,386781,15
10736,218800,15
35712,52604,15
35706,525869,15
42092,676702,15
20419,32822,15
53674,93604,15
47717,809911,15
22848,347749,15
16773,295399,15
20424,328268,15
1277,109524,15
45867,797850,15
4267,131167,15
17034,297689,15
37725,581516,15
56120,977471,15
11751,227952,15
5601,149968,15
54746,9535,15
47151,807962,15
42108,676727,15
32727,455103,15
22561,346607,15
1255,109472,15
2163,116556,15
30821,42695,15
4070,129685,15
45749,79393,15
840,10688,15
8197,189865,15
41366,66704,15
4091,129905,15
20677,331250,15
6593,16590,15
25428,368039,15
3103,120830,15
20627,330826,15
27915,386855,15
47731,809968,15
16039,287781,15
20160,326580,15
45765,79483,15
965,107785,15
22636,347,15
54659,951133,15
38415,60306,15
38174,597,15
55933,97510,15
35459,519671,15
2916,119829,15
48527,817106,15
8177,18966,15
47083,807774,15
10516,21667,15
23068,349104,15
16315,289944,15
28229,391312,15
8493,19410,15
53447,932490,15
4101,130079,15
53357,930838,15
38220,59856,15
8530,19491,15
5486,148728,15
27092,379643,14
29738,41468,14
29745,41481,14
2582,118491,14
31439,43208,14
39128,62836,14
37241,5684,14
20206,326838,14
55650,971180,14
31770,43498,14
26166,373987,14
29445,40990,14
24691,361690,14
31768,43496,14
52361,907470,14
31860,43611,14
33719,481131,14
19095,315890,14
55793,97353,14
20266,327241,14
54697,951836,14
31359,431460,14
44064,718226,14
14023,263335,14
44060,718205,14
18970,314797,14
44044,718005,14
33613,477409,14
44041,717989,14
24100,357219,14
29124,40332,14
1674,112406,14
3490,123608,14
44023,717645,14
34301,495273,14
20241,327112,14
27196,380391,14
29115,403138,14
18943,314663,14
27200,380404,14
18911,314199,14
26534,375834,14
57180,99977,14
29834,415941,14
26537,375843,14
38135,5951,14
18898,314148,14
2907,11975,14
29474,410631,14
2900,11970,14
26531,375831,14
31391,43176,14
38208,5982,14
97,10030,14
13931,261199,14
39193,62906,14
29205,405913,14
44702,749550,14
52675,91512,14
1666,11222,14
44705,749554,14
3459,123286,14
37159,566500,14
34284,495097,14
21351,336975,14
2555,118351,14
39242,62986,14
25025,363807,14
26582,37605,14
3468,123377,14
20287,327362,14
14002,26274,14
13176,247360,14
44085,71899,14
2551,118343,14
109,100314,14
2896,119677,14
29720,414517,14
37709,5810,14
1648,112044,14
26829,37769,14
24530,360359,14
26413,375267,14
24389,35936,14
19931,324353,14
29377,40878,14
38413,603,14
31639,43359,14
20540,32978,14
38643,60891,14
29310,40762,14
19914,324217,14
26826,377681,14
37855,58710,14
2781,119132,14
55845,973984,14
38367,60142,14
13625,25534,14
37557,577180,14
55812,97369,14
52452,909843,14
20550,32990,14
65,100192,14
38690,609942,14
13356,249587,14
44437,73821,14
38345,60113,14
32039,43826,14
20543,329819,14
31738,43466,14
3042,120595,14
19489,320561,14
56258,97910,14
29837,415978,14
29332,40789,14
13522,253106,14
38489,60463,14
56234,97877,14
26337,374924,14
13470,252129,14
2751,119075,14
33941,4876,14
3200,121286,14
24896,363184,14
3215,121314,14
26772,377297,14
54858,955389,14
34013,48963,14
974,107801,14
33936,487458,14
37609,57803,14
19657,321682,14
24488,360093,14
26732,376881,14
52505,910876,14
38460,60424,14
2771,119111,14
54475,948376,14
19865,324022,14
20893,333203,14
54540,948860,14
13546,25340,14
37578,57755,14
34040,490087,14
2673,118874,14
37804,5844,14
52430,90950,14
24361,359113,14
44662,7475,14
44649,74698,14
21140,335369,14
29704,41420,14
24223,357885,14
33601,477285,14
26976,37892,14
931,107658,14
44320,73378,14
54910,955992,14
52633,914023,14
54774,954056,14
29248,40679,14
2848,11935,14
33735,4817,14
24258,358086,14
54327,94636,14
19254,317515,14
37330,57040,14
31543,43282,14
54937,95627,14
877,107131,14
31517,43269,14
2597,118508,14
54310,946226,14
1640,11203,14
31506,43263,14
2867,11943,14
29711,41430,14
34228,493746,14
21213,335821,14
33374,470558,14
39107,62809,14
34158,49239,14
37715,5812,14
38959,6221,14
21066,334885,14
20538,329756,14
31604,433239,14
38316,60045,14
3035,120588,14
54917,956083,14
38305,600264,14
19443,320005,14
38786,61351,14
26678,376559,14
19417,319272,14
31580,43306,14
26677,376558,14
19381,318676,14
56298,979920,14
31904,436586,14
26963,37883,14
24818,362672,14
20098,326283,14
26939,37850,14
20114,326391,14
24327,358665,14
33775,483048,14
32099,439297,14
38950,6216,14
29429,40963,14
37358,570777,14
33770,4830,14
3381,122780,14
33766,48288,14
3382,122781,14
32018,437940,14
21844,34067,14
32228,441511,14
25579,369714,14
4114,1302,14
16820,295858,14
35114,51297,14
25567,3696,14
16827,295886,14
25570,36961,14
22628,346986,14
1891,114428,14
30800,42657,14
35065,51236,14
53101,927802,14
41375,66715,14
28503,395868,14
16897,29648,14
4084,129813,14
41324,66630,14
15284,281830,14
41311,665986,14
35718,52657,14
1333,109910,14
30781,426310,14
30761,42607,14
23316,351000,14
4170,130458,14
15472,283230,14
41629,670433,14
16642,293156,14
56786,99168,14
22675,347191,14
4518,133829,14
16684,294117,14
16717,294801,14
2147,116480,14
42634,68667,14
4135,1303,14
30738,42575,14
23318,351002,14
23321,35104,14
16746,295,14
23332,351108,14
23344,351150,14
22602,346855,14
35720,526612,14
2126,116409,14
22598,346832,14
22387,345589,14
30907,42776,14
17278,299620,14
17295,299862,14
30229,42081,14
1193,109379,14
28603,396436,14
1841,113755,14
33100,464175,14
30914,42781,14
35967,532441,14
36014,534564,14
30200,420600,14
22327,3450,14
17383,301024,14
3949,129136,14
33109,464333,14
36054,53592,14
27756,385231,14
28571,396206,14
53033,92716,14
25657,37054,14
2213,116668,14
23426,351715,14
35780,527996,14
17006,297459,14
27854,38613,14
497,103554,14
22501,346322,14
27833,38592,14
22486,346279,14
15212,28123,14
1858,113904,14
2215,116673,14
1870,1142,14
17147,298561,14
53036,92722,14
28553,396136,14
30253,42108,14
17208,299285,14
1861,11395,14
15481,28325,14
41683,671278,14
56534,9860,14
53298,930533,14
25447,368204,14
28331,393147,14
35322,51700,14
16158,28882,14
53391,931302,14
16177,289019,14
53315,930563,14
4398,132489,14
42239,679737,14
15820,285997,14
42248,679902,14
25355,367097,14
22939,348142,14
16213,28926,14
1314,109771,14
35294,51668,14
53309,930556,14
35544,521139,14
16236,289420,14
22991,348545,14
53386,931143,14
1981,115197,14
15948,28755,14
25403,367894,14
15999,287660,14
1311,109769,14
15976,287590,14
28250,39162,14
25417,367938,14
23131,349502,14
53345,930778,14
30524,42325,14
23006,348574,14
42063,676550,14
16068,287851,14
