BBL,Regulated Apt Income,Unregulated Apt Income,Total Apartment Rental Income ,Office Income,Retail Income,Gov't Rent Subsidies Income,TOTAL INCOME FROM REAL ESTATE,TOTAL EXPENSES
4001890019,"$805,078","$679,560","$1,484,638",$0,$0,"$39,124","$1,536,651","$559,709"
2048330051,"$805,032",$0,"$805,032",$0,$74,$0,"$826,554","$446,944"
2032490001,"$804,969","$106,831","$911,800",$0,$0,"$67,645","$982,426","$474,627"
3012690020,"$804,764",$0,"$804,764",$0,$0,$0,"$804,764","$381,497"
2032920014,"$804,475",$0,"$804,475",$0,$0,$0,"$804,475","$482,600"
3013090056,"$804,112",$0,"$804,112",$0,$0,$0,"$804,112","$300,559"
3065120075,"$804,072",$0,"$804,072",$0,$0,$0,"$804,072","$617,242"
2048320070,"$803,647",$0,"$803,647",$0,$0,$0,"$803,647","$500,298"
3051500006,"$803,446",$0,"$803,446",$0,$0,$0,"$803,446","$438,067"
1021270023,"$803,106",$0,"$803,106",$0,$0,"$22,967","$832,495","$311,380"
1021410029,"$802,972","$629,649","$1,432,621","$124,731",$0,"$14,226","$1,599,358","$615,537"
1018710010,"$802,171",$0,"$802,171",$0,"$544,395","$6,437","$1,463,254","$454,009"
2024820040,"$801,820",$0,"$801,820",$0,$0,"$234,535","$1,045,906","$606,842"
1021790090,"$801,520","$544,200","$1,345,720","$65,564","$253,738","$44,030","$1,889,607","$647,065"
4001680041,"$801,064",$0,"$801,064",$0,$0,$0,"$801,209","$349,609"
1014470005,"$800,973","$3,932,601","$4,733,574","$316,916",$0,"$23,360","$5,106,924","$1,703,639"
2044270007,"$800,794",$0,"$800,794",$0,$0,$0,"$800,794","$481,308"
2043210038,"$800,659","$493,072","$1,293,731",$0,$0,"$31,690","$1,333,745","$697,411"
3023490018,"$800,574",$0,"$800,574",$0,"$65,580",$0,"$867,174","$354,528"
3063160059,"$800,028",$0,"$800,028",$0,$0,$0,"$800,028","$261,116"
2030220058,"$799,871",$0,"$799,871","$350,000",$0,$0,"$1,149,871","$619,625"
1005710025,"$799,403","$1,437,230","$2,236,633",$0,"$567,967",$0,"$2,974,735","$850,918"
2028650166,"$799,369",$0,"$799,369",$0,$0,$0,"$799,369","$398,998"
1020790001,"$799,336",$0,"$799,336",$0,"$93,540",$0,"$892,876","$608,118"
2032480084,"$799,079",$0,"$799,079",$0,$0,$0,"$806,279","$345,887"
3056850041,"$798,950",$0,"$798,950",$0,$0,$0,"$807,188","$482,803"
4015700008,"$798,828",$0,"$798,828",$0,$0,$0,"$798,828","$301,799"
2057550019,"$798,637","$188,813","$987,450","$26,100",$0,$0,"$1,017,204","$461,166"
3067380037,"$798,295",$0,"$798,295",$0,$0,$0,"$798,295","$342,990"
1021370168,"$798,230","$186,750","$984,980",$0,"$485,313","$90,553","$1,707,322","$827,186"
1018930039,"$798,084","$559,740","$1,357,824",$0,$0,$0,"$1,361,556","$391,510"
2033560107,"$797,675",$0,"$797,675",$0,"$168,542",$0,"$966,217","$397,640"
3075990059,"$797,000",$0,"$797,000",$0,$0,$0,"$797,000","$554,000"
1021650038,"$796,918",$0,"$796,918",$0,"$909,719",$0,"$1,921,003","$1,206,321"
3051210026,"$796,719",$0,"$796,719",$0,$0,$0,"$799,419","$380,576"
2031590007,"$796,601",$0,"$796,601",$0,"$254,475",$0,"$1,058,464","$580,946"
2031620017,"$796,370",$0,"$796,370",$0,$0,"$137,356","$933,726","$515,711"
2032340037,"$796,333",$0,"$796,333",$0,$0,$0,"$805,427","$644,103"
1008071006,"$795,720",$0,"$795,720",$0,$0,$0,"$795,720","$542,438"
3052400001,"$795,493",$0,"$795,493",$0,$0,$0,"$795,493","$429,623"
2025350001,"$794,807",$0,"$794,807",$0,$0,$0,"$836,255","$799,060"
3059880039,"$794,796",$0,"$794,796",$0,$0,$0,"$794,796","$538,169"
2031620011,"$794,703",$0,"$794,703",$0,$0,"$81,535","$876,238","$334,313"
2048280026,"$794,351",$0,"$794,351",$0,$62,$0,"$800,060","$412,919"
3073210066,"$794,306",$0,"$794,306",$0,$0,"$14,649","$823,359","$197,074"
1020620037,"$794,255",$0,"$794,255",$0,$0,$0,"$794,255","$299,301"
1021430001,"$794,250","$190,469","$984,719",$0,"$268,794","$19,604","$1,290,632","$448,788"
3052110011,"$794,127",$0,"$794,127",$0,$0,$0,"$794,127","$471,027"
3067030035,"$794,081",$0,"$794,081",$0,$0,$0,"$798,206","$529,515"
2027060001,"$793,931",$0,"$793,931",$0,$0,$0,"$802,266","$468,400"
3029070021,"$793,925",$0,"$793,925",$0,$0,$0,"$796,950","$191,096"
3029070021,"$793,925",$0,"$793,925",$0,$0,$0,"$796,950","$191,096"
3029070021,"$793,925",$0,"$793,925",$0,$0,$0,"$796,950","$191,096"
1018730031,"$793,648","$2,428,740","$3,222,388",$0,"$173,985",$0,"$3,426,896","$1,843,425"
4099780006,"$793,458",$0,"$793,458",$0,$0,$0,"$793,458","$510,150"
2032880035,"$793,315",$0,"$793,315",$0,$0,"$76,825","$870,140","$490,730"
1009070025,"$793,314","$16,342,274","$17,135,588",$0,"$898,765",$0,"$19,205,606","$3,560,630"
2046220021,"$793,082",$0,"$793,082",$0,$0,$0,"$793,082","$351,102"
3056170063,"$792,918",$0,"$792,918",$0,$0,$0,"$792,918","$327,155"
1021640038,"$792,609","$378,133","$1,170,742",$0,$0,$0,"$1,180,638","$502,305"
1021800497,"$792,365","$211,830","$1,004,195","$47,900",$0,"$22,483","$1,086,684","$495,841"
4013040021,"$792,300","$152,613","$944,913",$0,$0,$0,"$944,913","$324,207"
2033280064,"$791,791",$0,"$791,791",$0,"$358,003",$0,"$1,154,361","$429,342"
2033280064,"$791,791",$0,"$791,791",$0,"$358,003",$0,"$1,154,361","$429,348"
3049630044,"$791,762",$0,"$791,762",$0,$0,"$121,150","$918,842","$397,168"
1004950014,"$791,715","$897,569","$1,689,284",$0,"$1,001,875",$0,"$2,799,795","$1,034,239"
4051010042,"$791,461",$0,"$791,461",$0,$0,$0,"$850,355","$374,250"
3076120034,"$791,157",$0,"$791,157","$12,000",$0,$0,"$871,921","$408,392"
1021440033,"$790,827","$20,700","$811,527",$0,"$41,375","$19,696","$901,615","$384,935"
1021800090,"$790,596","$274,680","$1,065,276",$0,"$266,674",$0,"$1,333,977","$617,817"
2033320021,"$790,529",$0,"$790,529",$0,$0,$0,"$803,141","$462,103"
3050810064,"$790,214",$0,"$790,214",$0,$0,$0,"$794,235","$468,215"
4033090037,"$790,208","$193,739","$983,947",$0,$0,$0,"$983,947","$769,397"
4021660015,"$790,200",$0,"$790,200",$0,$0,$0,"$806,451","$799,253"
1015260034,"$789,817",$0,"$789,817",$0,$0,$0,"$789,817","$217,484"
1008940032,"$789,815","$2,973,028","$3,762,843",$0,$0,$0,"$3,822,767","$1,777,810"
1004760054,"$789,706",$0,"$789,706",$0,$0,$0,"$789,706","$332,354"
3056420061,"$789,488",$0,"$789,488",$0,$0,"$39,984","$829,472","$305,609"
4005770019,"$789,303","$885,559","$1,674,862",$0,$0,"$10,153","$1,700,347","$539,034"
1021270022,"$789,290",$0,"$789,290",$0,"$65,476",$0,"$854,766","$423,009"
3053340006,"$789,216",$0,"$789,216",$0,$0,$0,"$789,216","$395,147"
4013120035,"$789,131","$378,614","$1,167,745",$0,$0,"$13,320","$1,185,354","$458,622"
2032710132,"$788,966","$151,234","$940,200",$0,"$6,400","$129,215","$1,080,503","$1,771,132"
2025120015,"$788,658",$0,"$788,658",$0,"$84,396",$0,"$873,054","$450,181"
2027090005,"$788,639",$0,"$788,639",$0,$0,"$702,820","$1,491,565","$865,174"
1021740245,"$788,426","$78,708","$867,134",$0,$0,"$7,849","$878,605","$334,646"
4036760031,"$788,407",$0,"$788,407",$0,$0,$0,"$793,098","$219,091"
4036760031,"$788,407",$0,"$788,407",$0,$0,$0,"$793,098","$219,091"
4036760031,"$788,407",$0,"$788,407",$0,$0,$0,"$793,098","$219,091"
1005270053,"$788,232","$116,407","$904,639",$0,"$291,611",$0,"$1,225,245","$589,725"
3011790117,"$788,060",$0,"$788,060",$0,$0,$0,"$820,801","$317,309"
2033010010,"$788,024","$114,224","$902,248",$0,$0,$0,"$902,248","$417,692"
3012260015,"$788,023",$0,"$788,023",$0,$0,$0,"$788,023","$229,270"
2028080032,"$787,969",$0,"$787,969",$0,$0,"$152,168","$940,137","$415,072"
2033630001,"$787,552",$0,"$787,552",$0,"$11,375",$0,"$929,449","$366,783"
1009190014,"$787,385","$23,641,760","$24,429,145","$475,490","$625,461",$0,"$27,226,679","$8,574,627"
1022470056,"$787,362","$225,869","$1,013,231",$0,"$428,396","$30,348","$1,539,834","$627,296"
2030370025,"$787,182",$0,"$787,182",$0,"$114,376","$277,572","$1,221,648","$846,411"
3065950014,"$787,126",$0,"$787,126",$0,$0,$0,"$787,126","$333,122"
3067670006,"$786,879",$0,"$786,879",$0,$0,$0,"$786,879","$262,649"
1014310016,"$786,666","$2,414,228","$3,200,894",$0,"$81,307",$0,"$3,336,816","$1,025,104"
3060850001,"$786,410",$0,"$786,410",$0,$0,$0,"$786,410","$300,223"
1021760050,"$785,984",$0,"$785,984","$39,309","$412,348","$47,933","$1,355,138","$829,660"
3053890067,"$785,974",$0,"$785,974",$0,$0,"$9,804","$795,943","$320,263"
1022250016,"$785,896",$0,"$785,896",$0,$0,$0,"$852,359","$431,114"
3011070021,"$784,975",$0,"$784,975",$0,$0,"$8,549","$819,205","$231,531"
4062630010,"$784,959",$0,"$784,959",$0,$0,"$7,794","$796,313","$414,423"
3050990047,"$784,743",$0,"$784,743",$0,$0,$0,"$784,953","$449,286"
2048450031,"$784,405",$0,"$784,405",$0,$0,$0,"$786,975","$287,337"
4001530007,"$784,152",$0,"$784,152",$0,$0,$0,"$784,152","$303,673"
5005190001,"$783,968",$0,"$783,968",$0,$0,$0,"$789,368","$453,583"
5005190001,"$783,968",$0,"$783,968",$0,$0,$0,"$789,368","$453,583"
3067380007,"$783,943",$0,"$783,943",$0,$0,$0,"$783,943","$262,117"
4013201001,"$783,556",$0,"$783,556","$118,800","$89,700",$0,"$992,056","$127,294"
4014780001,"$782,999",$0,"$782,999",$0,"$383,510",$0,"$1,168,262","$371,664"
2041780005,"$782,831",$0,"$782,831",$0,"$15,018",$0,"$815,092","$471,212"
2043320005,"$782,480","$382,470","$1,164,950",$0,$0,$0,"$1,187,055","$836,674"
4001930055,"$782,370","$261,297","$1,043,667",$0,$0,$0,"$1,056,205","$408,520"
3059880001,"$781,824",$0,"$781,824",$0,"$123,546",$0,"$905,370","$247,310"
3050830090,"$781,556",$0,"$781,556",$0,$0,$0,"$781,556","$314,480"
5028320017,"$781,511",$0,"$781,511",$0,$0,$0,"$788,351","$620,670"
1007220037,"$781,467",$0,"$781,467",$0,"$627,829",$0,"$1,508,250","$338,642"
1021790070,"$781,320",$0,"$781,320",$0,$0,$0,"$781,320","$496,095"
3051840031,"$780,941",$0,"$780,941",$0,$0,$0,"$801,239","$415,178"
2028210061,"$780,862",$0,"$780,862",$0,"$47,350","$52,358","$880,570","$358,366"
2032140030,"$780,681","$92,930","$873,611",$0,$0,"$4,634","$878,245","$412,397"
2032970043,"$780,568",$0,"$780,568",$0,$0,$0,"$786,071","$480,905"
2044320028,"$780,538",$0,"$780,538",$0,"$41,900",$0,"$822,438","$407,086"
4015570033,"$780,029",$0,"$780,029",$0,$0,$0,"$802,468","$269,680"
3051230031,"$779,927",$0,"$779,927",$0,$0,$0,"$779,927","$402,877"
4003880013,"$779,618",$0,"$779,618",$0,"$200,377",$0,"$1,017,914","$443,497"
2025370047,"$779,211",$0,"$779,211",$0,$0,"$26,911","$856,153","$468,868"
3067720015,"$779,143",$0,"$779,143",$0,$0,$0,"$779,143","$320,779"
3064880004,"$779,001","$255,811","$1,034,812",$0,$0,$0,"$1,034,947","$540,661"
2024560061,"$778,661",$0,"$778,661",$0,"$82,000",$0,"$860,661","$659,860"
3049530039,"$778,610",$0,"$778,610",$0,$0,$0,"$827,299","$388,230"
1021420045,"$778,455",$0,"$778,455",$0,$0,"$140,967","$927,915","$342,184"
3061100052,"$778,238",$0,"$778,238",$0,$0,$0,"$778,238","$362,519"
3013300014,"$778,077",$0,"$778,077",$0,$0,$0,"$778,077","$433,913"
1012360044,"$778,062","$1,232,759","$2,010,821",$0,"$935,296",$0,"$3,029,411","$830,814"
4014450001,"$777,771",$0,"$777,771",$0,$0,$0,"$787,471","$273,241"
2033190107,"$777,770",$0,"$777,770",$0,$0,"$8,658","$786,428","$412,035"
2032500102,"$777,400",$0,"$777,400",$0,$0,"$650,310","$1,427,710","$807,364"
2048330028,"$777,254",$0,"$777,254",$0,$0,$0,"$840,112","$478,403"
1005280077,"$777,085",$0,"$777,085",$0,"$640,451",$0,"$1,425,026","$327,905"
1022220017,"$776,139","$137,618","$913,757",$0,"$593,886","$249,281","$1,772,755","$815,765"
2028540056,"$775,446",$0,"$775,446",$0,$0,$0,"$775,446","$602,813"
1004060048,"$775,130","$186,054","$961,184",$0,$0,$0,"$961,184","$156,625"
3012660005,"$774,871",$0,"$774,871",$0,$0,$0,"$774,871","$227,718"
4015120013,"$774,815",$0,"$774,815",$0,$0,$0,"$774,815","$456,574"
2048550051,"$774,754","$35,400","$810,154",$0,$0,$0,"$810,154","$546,968"
2032150008,"$774,642",$0,"$774,642",$0,$0,"$18,516","$793,158","$488,950"
2031680016,"$774,194",$0,"$774,194",$0,$0,"$85,564","$864,763","$412,005"
3048580075,"$774,008","$22,425","$796,433",$0,$0,$0,"$807,459","$290,015"
3048680075,"$774,008","$22,425","$796,433",$0,$0,$0,"$807,459","$290,015"
3016170057,"$773,536",$0,"$773,536",$0,$0,"$10,258","$783,794","$181,282"
1022210017,"$773,464",$0,"$773,464",$0,"$134,822",$0,"$908,286","$347,230"
2033100040,"$773,356",$0,"$773,356","$24,000",$0,$0,"$803,356","$453,757"
1020460025,"$773,238",$0,"$773,238",$0,$0,$0,"$773,238","$297,064"
1021360106,"$772,555","$398,226","$1,170,781",$0,$0,$0,"$1,181,384","$374,486"
3014190039,"$772,546",$0,"$772,546",$0,$0,$0,"$772,546","$376,099"
4013040057,"$772,117",$0,"$772,117",$0,$0,$0,"$772,117","$331,248"
3050880006,"$771,997",$0,"$771,997",$0,"$146,276","$17,394","$955,170","$420,341"
2029850057,"$771,820",$0,"$771,820",$0,$0,$0,"$771,820","$466,976"
3012000052,"$771,565",$0,"$771,565",$0,$0,$0,"$771,565","$303,777"
1014250017,"$771,432","$2,712,109","$3,483,541","$96,000",$0,$0,"$3,645,830","$1,544,636"
1021350013,"$771,210",$0,"$771,210",$0,$0,$0,"$781,385","$546,477"
2033130040,"$771,200",$0,"$771,200",$0,$0,"$355,548","$1,131,770","$510,733"
2032400037,"$770,900",$0,"$770,900",$0,"$91,607",$0,"$862,507","$359,603"
4050460045,"$770,849",$0,"$770,849",$0,$0,$0,"$788,482","$414,980"
1013190029,"$770,441","$1,273,668","$2,044,109","$54,700","$560,552","$1,391","$2,669,152","$1,138,412"
1008260011,"$770,304",$0,"$770,304",$0,$0,$0,"$770,304","$394,116"
2048200028,"$770,286","$41,396","$811,682",$0,$0,$0,"$816,406","$442,285"
1021360200,"$770,246",$0,"$770,246",$0,$0,$0,"$770,246","$440,693"
4090080005,"$770,181","$365,136","$1,135,317",$0,$0,"$7,161","$1,188,379","$434,421"
1021220021,"$770,002",$0,"$770,002",$0,$0,$0,"$770,002","$369,612"
2024890054,"$769,819",$0,"$769,819",$0,"$66,000",$0,"$842,435","$451,570"
1020460022,"$769,270",$0,"$769,270",$0,"$64,108",$0,"$837,169","$876,724"
1020460022,"$769,270",$0,"$769,270",$0,"$64,108",$0,"$837,169","$876,724"
1020460022,"$769,270",$0,"$769,270",$0,"$64,108",$0,"$837,169","$876,724"
1020460022,"$769,270",$0,"$769,270",$0,"$64,108",$0,"$837,169","$876,724"
1020460022,"$769,270",$0,"$769,270",$0,"$64,108",$0,"$837,169","$876,724"
1020460022,"$769,270",$0,"$769,270",$0,"$64,108",$0,"$837,169","$876,724"
2045130033,"$767,866","$311,416","$1,079,282",$0,$0,"$8,776","$1,093,543","$609,150"
3076550045,"$767,622",$0,"$767,622",$0,$0,$0,"$772,939","$308,827"
2048350018,"$767,537",$0,"$767,537",$0,$0,"$61,332","$830,069","$393,609"
1020800011,"$767,391",$0,"$767,391",$0,$0,$0,"$770,290","$479,256"
3056350038,"$767,363","$35,580","$802,943",$0,$0,"$19,681","$822,624","$407,095"
1010230006,"$766,848","$1,478,541","$2,245,389",$0,"$584,276",$0,"$2,964,201","$923,593"
1006340032,"$766,847",$0,"$766,847",$0,$0,$0,"$806,024","$382,323"
3066120026,"$766,844",$0,"$766,844",$0,$0,$0,"$766,844","$267,301"
4022340031,"$766,349","$193,796","$960,145",$0,$0,"$3,235","$971,823","$408,239"
3046500070,"$765,864",$0,"$765,864",$0,$0,$0,"$791,829","$360,406"
2053840010,"$765,710",$0,"$765,710",$0,"$27,100",$0,"$817,675","$369,527"
1015760042,"$765,608",$0,"$765,608",$0,"$86,082",$0,"$851,690","$169,494"
4033580052,"$765,381","$296,172","$1,061,553",$0,"$24,617",$0,"$1,100,425","$569,659"
2029380011,"$765,278","$112,200","$877,478",$0,$0,"$1,882,437","$2,792,080","$1,719,236"
2029380012,"$765,278","$112,200","$877,478",$0,$0,"$1,882,437","$2,792,080","$1,719,236"
2029380014,"$765,278","$112,200","$877,478",$0,$0,"$1,882,437","$2,792,080","$1,719,236"
2029380016,"$765,278","$112,200","$877,478",$0,$0,"$1,882,437","$2,792,080","$1,719,236"
2029380018,"$765,278","$112,200","$877,478",$0,$0,"$1,882,437","$2,792,080","$1,719,236"
2029600053,"$765,278","$112,200","$877,478",$0,$0,"$1,882,437","$2,792,080","$1,719,236"
2029630056,"$765,278","$112,200","$877,478",$0,$0,"$1,882,437","$2,792,080","$1,719,236"
3012350061,"$765,131",$0,"$765,131",$0,$0,$0,"$765,131","$214,815"
4093020028,"$764,932","$181,882","$946,814",$0,$0,$0,"$946,989","$549,914"
1021230031,"$764,858","$62,748","$827,606",$0,$0,$0,"$827,606","$393,623"
1020760011,"$764,806",$0,"$764,806",$0,$0,$0,"$764,806","$829,724"
3019760002,"$764,736",$0,"$764,736",$0,$0,$0,"$769,271","$153,523"
2032120021,"$764,634","$64,384","$829,018",$0,$0,"$2,938","$831,956","$407,379"
2028370031,"$764,576",$0,"$764,576",$0,"$76,785","$107,919","$966,097","$428,041"
3066140064,"$764,522",$0,"$764,522",$0,$0,"$31,033","$799,110","$347,732"
4005920047,"$764,400","$296,664","$1,061,064",$0,$0,$0,"$1,061,064","$616,801"
3002360007,"$763,959",$0,"$763,959",$0,$0,$0,"$766,959","$343,468"
2048280031,"$763,799",$0,"$763,799",$0,$60,$0,"$769,289","$397,037"
1016770009,"$763,661",$0,"$763,661",$0,$0,$0,"$763,661","$141,830"
3042570001,"$763,247",$0,"$763,247",$0,$0,$0,"$791,747","$452,303"
2028280030,"$763,232",$0,"$763,232",$0,$0,$0,"$819,932","$429,526"
1016710031,"$762,995","$2,206,005","$2,969,000",$0,$0,$0,"$2,979,096","$1,336,684"
4005760005,"$761,780",$0,"$761,780","$91,975",$0,$0,"$874,942","$342,454"
1021530057,"$761,176",$0,"$761,176",$0,"$487,532","$31,941","$1,296,622","$409,650"
4031730046,"$760,201",$0,"$760,201",$0,$0,$0,"$767,956","$468,840"
1021300022,"$759,967",$0,"$759,967",$0,$0,$0,"$759,967","$542,982"
2028730058,"$759,924",$0,"$759,924",$0,$0,$0,"$810,925","$754,042"
5028720326,"$759,889",$0,"$759,889",$0,$0,"$126,912","$901,569","$370,281"
1021710032,"$759,706",$0,"$759,706",$0,$0,$0,"$767,380","$412,219"
1021790100,"$759,661","$328,215","$1,087,876","$35,000",$0,"$21,776","$1,155,810","$499,097"
2043170040,"$759,314",$0,"$759,314",$0,$0,"$229,255","$994,708","$506,049"
2031430018,"$759,136","$82,190","$841,326",$0,$0,$0,"$841,326","$847,029"
3068030001,"$758,790",$0,"$758,790",$0,$0,$0,"$758,790","$547,949"
4050460006,"$758,787",$0,"$758,787",$0,$0,$0,"$800,133","$459,476"
3012500053,"$758,773",$0,"$758,773",$0,$0,$0,"$758,773","$564,949"
2037410001,"$758,685",$0,"$758,685",$0,"$139,567",$0,"$898,252","$454,583"
1021760011,"$758,450",$0,"$758,450","$53,949",$0,$0,"$832,904","$325,897"
4001290070,"$758,269","$274,649","$1,032,918",$0,$0,"$27,298","$1,074,829","$500,909"
3046980037,"$757,678",$0,"$757,678",$0,$0,$0,"$794,821","$323,348"
2031950029,"$757,657",$0,"$757,657",$0,$0,$0,"$757,657","$438,257"
2024550006,"$757,651",$0,"$757,651",$0,$0,$0,"$833,198","$434,835"
2028020046,"$757,214",$0,"$757,214",$0,$0,"$11,545","$770,363","$372,407"
3011880040,"$756,764",$0,"$756,764",$0,$0,$0,"$756,764","$235,617"
2033200037,"$756,583","$182,846","$939,429",$0,$0,$0,"$968,566","$600,418"
3060370006,"$756,000",$0,"$756,000",$0,$0,$0,$0,"$323,482"
1004430041,"$755,110",$0,"$755,110",$0,"$15,000",$0,"$770,110","$254,735"
1022170029,"$754,818",$0,"$754,818",$0,$0,"$43,909","$798,727","$328,910"
3050850041,"$754,760","$29,976","$784,736",$0,$0,$0,"$792,039","$396,574"
2031900050,"$754,669",$0,"$754,669",$0,$0,"$101,981","$856,650","$464,351"
2031900050,"$754,669",$0,"$754,669",$0,$0,"$101,981","$856,650","$464,351"
1022300011,"$754,519",$0,"$754,519",$0,$0,"$2,594","$763,625","$358,317"
2031470070,"$754,481",$0,"$754,481",$0,$0,$0,"$754,481","$414,320"
1021740111,"$754,415","$87,418","$841,833",$0,$0,$0,"$850,124","$400,316"
1020740040,"$754,362",$0,"$754,362",$0,"$127,872",$0,"$882,234","$334,588"
1021390193,"$754,284",$0,"$754,284",$0,$0,"$10,030","$771,539","$401,633"
2032130063,"$754,030",$0,"$754,030",$0,$0,$0,"$754,030","$385,882"
3067840016,"$754,005",$0,"$754,005",$0,$0,"$66,526","$823,831","$341,416"
3014180007,"$753,475",$0,"$753,475",$0,"$149,932",$0,"$903,407","$327,594"
3067660022,"$753,355",$0,"$753,355",$0,$0,"$23,312","$776,717","$241,359"
3067480037,"$753,297",$0,"$753,297",$0,$0,"$18,434","$775,931","$355,808"
1020480016,"$752,608",$0,"$752,608",$0,"$45,725","$73,473","$879,345","$588,068"
2033560014,"$752,510",$0,"$752,510",$0,$0,$0,"$752,510","$310,774"
2026100065,"$752,434",$0,"$752,434",$0,$0,"$174,434","$927,358","$334,403"
3047050022,"$751,896",$0,"$751,896",$0,"$39,900",$0,"$799,446","$311,209"
2037160036,"$751,761",$0,"$751,761",$0,$0,$0,"$751,761","$311,741"
3055450074,"$751,056",$0,"$751,056",$0,$0,$0,"$751,056","$332,718"
4092230034,"$750,942",$0,"$750,942",$0,$0,$0,"$774,329","$362,311"
1021740145,"$750,106","$18,189","$768,295",$0,$0,$0,"$768,288","$338,098"
1021380134,"$749,997",$0,"$749,997",$0,"$54,457",$0,"$807,698","$401,460"
3021390014,"$749,982","$79,475","$829,457",$0,$0,"$19,288","$878,669","$370,225"
1022150591,"$749,840",$0,"$749,840",$0,"$259,225","$152,713","$1,188,128","$426,429"
1021770152,"$749,067","$81,500","$830,567","$138,892",$0,"$25,272","$1,013,621","$438,827"
2033070007,"$748,721",$0,"$748,721",$0,$0,$0,"$752,135","$359,821"
3052310042,"$748,683",$0,"$748,683",$0,$0,$0,"$748,683","$329,388"
2022950067,"$748,404",$0,"$748,404",$0,$0,$0,"$755,624","$497,618"
3049680009,"$748,139",$0,"$748,139",$0,$0,$0,"$748,139","$356,476"
3050830044,"$748,117",$0,"$748,117",$0,$0,$0,"$773,331","$340,673"
2039260024,"$748,097",$0,"$748,097",$0,$0,$0,"$749,337","$288,500"
3024110017,"$747,684",$0,"$747,684",$0,"$118,177","$7,291","$910,469","$243,133"
3013730025,"$747,474",$0,"$747,474",$0,$0,$0,"$747,474","$450,240"
1021680056,"$747,447",$0,"$747,447",$0,$0,$0,"$749,944","$288,509"
3012910008,"$746,972",$0,"$746,972",$0,$0,$0,"$746,972","$493,356"
4001570005,"$746,728","$63,376","$810,104",$0,$0,$0,"$811,185","$340,429"
1021430062,"$746,632",$0,"$746,632",$0,$0,"$33,204","$783,653","$297,852"
3066810449,"$746,499",$0,"$746,499",$0,$0,$0,"$746,499","$291,068"
3048910001,"$746,000",$0,"$746,000",$0,$0,$0,"$746,000","$484,000"
4015080001,"$745,803",$0,"$745,803",$0,"$128,200",$0,"$928,094","$279,422"
1022150555,"$745,483",$0,"$745,483",$0,$0,$0,"$745,483","$658,903"
4051350017,"$745,128",$0,"$745,128",$0,$0,$0,"$759,228","$684,408"
4049570023,"$744,118","$103,941","$848,059",$0,$0,"$5,400","$854,060","$391,842"
2033571001,"$743,970",$0,"$743,970",$0,$0,$0,"$749,954","$356,919"
1012530064,"$743,750",$0,"$743,750",$0,$0,$0,"$743,750","$268,677"
2024770001,"$743,742",$0,"$743,742",$0,$0,"$163,215","$906,957","$600,387"
3059400045,"$743,690","$117,792","$861,482",$0,$0,$0,"$861,482","$270,778"
3073210001,"$743,596",$0,"$743,596",$0,$0,"$31,370","$796,073","$216,633"
2044270017,"$743,547",$0,"$743,547",$0,$0,"$109,396","$852,943","$483,935"
1018600061,"$743,508",$0,"$743,508",$0,"$216,000",$0,"$959,508","$322,433"
3070230021,"$743,376",$0,"$743,376",$0,$0,$0,"$766,700","$188,788"
4012750012,"$743,231",$0,"$743,231",$0,$0,$0,"$743,231","$239,875"
2026920048,"$742,845",$0,"$742,845",$0,$0,$0,"$753,892","$395,166"
2037160032,"$742,450",$0,"$742,450",$0,"$156,117",$0,"$898,567","$384,596"
2025320033,"$742,256",$0,"$742,256",$0,$0,$0,"$742,256","$486,634"
2029830028,"$742,171",$0,"$742,171",$0,"$25,148",$0,"$769,809","$401,713"
2029830028,"$742,171",$0,"$742,171",$0,"$25,148",$0,"$769,809","$401,713"
4012910032,"$742,106",$0,"$742,106",$0,$0,$0,"$742,106","$400,171"
3041260025,"$742,076",$0,"$742,076",$0,"$63,840",$0,"$839,396","$431,942"
4033480028,"$741,821","$1,202,729","$1,944,550",$0,$0,"$29,136","$1,973,686","$954,562"
3019780034,"$741,812",$0,"$741,812",$0,"$79,620",$0,"$821,432","$286,915"
4005680038,"$741,423","$430,146","$1,171,569",$0,$0,"$1,092","$1,176,599","$442,654"
1021790093,"$741,393","$678,762","$1,420,155","$81,600","$153,668","$38,976","$1,711,078","$715,707"
3060420036,"$741,256","$79,904","$821,160",$0,$0,$0,"$846,900","$429,025"
3002650006,"$741,129","$604,080","$1,345,209",$0,$0,$0,"$1,351,209","$778,888"
3053280021,"$740,577",$0,"$740,577",$0,$0,$0,"$740,577","$224,895"
3014530071,"$740,517",$0,"$740,517",$0,$0,$0,"$740,517","$342,105"
3014660051,"$740,517",$0,"$740,517",$0,$0,$0,"$740,517","$342,105"
3014240033,"$740,056",$0,"$740,056",$0,$0,$0,"$835,954","$674,023"
2032130018,"$740,030",$0,"$740,030",$0,$0,$0,"$740,030","$366,875"
2028490070,"$739,674",$0,"$739,674",$0,$0,$0,"$739,674","$350,292"
3030970018,"$739,455",$0,"$739,455",$0,"$141,547",$0,"$881,002","$120,626"
3009140001,"$739,402","$48,420","$787,822",$0,$0,$0,"$787,822","$274,854"
2031610001,"$739,370",$0,"$739,370",$0,$0,$0,"$739,370","$426,152"
1004640034,"$739,132",$0,"$739,132",$0,"$709,139",$0,"$1,448,271","$371,063"
1022220025,"$739,003","$171,958","$910,961",$0,"$688,257","$211,595","$1,870,821","$662,261"
