BBL ,Regulated Apt Income,Unregulated Apt Income,Total Apartment Rental Income ,Office Income,Retail Income,Owner Occupied Income,Gov't Rent Subsidies Income,Total Real Estate Income,Total Expenses
1011700012,"$6,261,679",$0,"$6,261,679",$0,"$1,916,868",$0,$0,"$8,348,706","$3,472,777"
1018890001,"$6,178,506",$0,"$6,178,506",$0,$0,$0,$0,"$6,198,941","$2,417,505"
2036680001,"$6,092,472","$22,248","$6,114,720",$0,$0,$0,$0,"$6,287,435","$3,710,520"
1000770024,"$6,064,472",$0,"$6,064,472",$0,"$617,873",$0,$0,"$6,730,845","$3,281,854"
1012400052,"$6,028,748",$0,"$6,028,748","$656,752","$1,485,000",$0,$0,"$8,259,507","$2,730,528"
4051370005,"$5,797,372",$0,"$5,797,372","$112,836",$0,$0,$0,"$6,354,467","$2,688,060"
4051370102,"$5,772,496",$0,"$5,772,496","$407,894",$0,$0,$0,"$6,379,286","$2,605,063"
4156380001,"$5,524,509",$0,"$5,524,509",$0,"$781,601",$0,"$2,088,386","$8,622,704","$5,351,336"
1008870023,"$4,981,917",$0,"$4,981,917",$0,"$536,439",$0,$0,"$5,588,076","$837,207"
4004220001,"$4,938,016",$0,"$4,938,016",$0,$0,"$44,376",$0,"$5,031,102","$1,754,456"
4019370001,"$4,863,640",$0,"$4,863,640",$0,$0,$0,$0,"$5,292,693","$2,488,762"
1017300025,"$4,849,321",$0,"$4,849,321","$78,260",$0,$0,$0,"$5,230,045","$2,325,549"
4021170001,"$4,742,315","$91,722","$4,834,037","$89,626",$0,$0,"$288,460","$5,446,323","$3,408,002"
1017300009,"$4,739,978",$0,"$4,739,978","$53,975",$0,$0,$0,"$5,079,235","$2,468,882"
4051370012,"$4,663,815",$0,"$4,663,815",$0,$0,$0,$0,"$4,868,224","$2,352,939"
4051370084,"$4,632,528",$0,"$4,632,528","$53,500",$0,$0,$0,"$4,912,785","$2,355,563"
3064890001,"$4,558,989","$752,530","$5,311,519","$13,320",$0,$0,"$1,117,392","$6,719,828","$3,159,156"
4014510012,"$4,503,368",$0,"$4,503,368",$0,$0,$0,$0,"$4,503,368","$1,761,470"
4014510047,"$4,503,368",$0,"$4,503,368",$0,$0,$0,$0,"$4,503,368","$1,761,470"
4008690037,"$4,488,533",$0,"$4,488,533",$0,$0,$0,$0,"$4,524,629","$1,720,958"
1008190059,"$4,375,658",$0,"$4,375,658","$128,873","$445,797",$0,$0,"$4,993,876","$755,081"
4014900018,"$4,351,996","$1,745,198","$6,097,194","$95,960",$0,"$8,856","$74,398","$6,433,728","$2,907,939"
1018760001,"$4,294,242",$0,"$4,294,242","$80,952",$0,$0,$0,"$4,402,151","$2,280,348"
3064690001,"$4,246,842","$581,812","$4,828,654","$12,109",$0,$0,"$1,015,811","$6,108,935","$2,871,961"
1011500041,"$4,161,331",$0,"$4,161,331","$337,302",$0,$0,$0,"$4,513,792","$2,038,825"
1001790032,"$4,060,557",$0,"$4,060,557",$0,"$479,345",$0,$0,"$4,679,826","$1,169,044"
5039830001,"$4,042,300","$144,186","$4,186,486",$0,$0,$0,"$864,766","$5,322,752","$2,911,658"
1008650024,"$3,987,182",$0,"$3,987,182","$1,057,381",$0,$0,$0,"$5,131,160","$2,102,719"
5039830045,"$3,916,354","$204,029","$4,120,383",$0,$0,$0,"$851,112","$5,238,708","$2,865,685"
3027310001,"$3,909,150",$0,"$3,909,150",$0,"$279,313",$0,$0,"$4,284,436","$1,764,330"
4161770001,"$3,888,701",$0,"$3,888,701",$0,"$56,223",$0,$0,"$4,104,048","$1,407,816"
2043470007,"$3,875,760",$0,"$3,875,760",$0,$0,$0,$0,"$4,051,260","$2,118,076"
4161770055,"$3,858,128",$0,"$3,858,128",$0,"$52,696",$0,"$4,652","$4,104,230","$1,382,535"
3027360001,"$3,825,044",$0,"$3,825,044",$0,"$252,567","$73,440",$0,"$4,189,621","$1,579,176"
3070520034,"$3,824,985",$0,"$3,824,985","$50,050",$0,"$40,887","$2,282,544","$6,447,278","$4,098,243"
4051460036,"$3,800,967",$0,"$3,800,967",$0,$0,$0,$0,"$3,952,391","$1,989,675"
4161770035,"$3,798,618",$0,"$3,798,618",$0,"$84,523",$0,$0,"$4,053,755","$1,248,503"
4019180052,"$3,796,257",$0,"$3,796,257",$0,$0,$0,"$67,783","$4,055,857","$2,925,342"
2043420010,"$3,796,084",$0,"$3,796,084",$0,$0,$0,$0,"$3,951,537","$1,941,924"
1008650042,"$3,793,474",$0,"$3,793,474","$907,675",$0,$0,$0,"$4,758,661","$2,358,519"
4019180107,"$3,775,572",$0,"$3,775,572",$0,$0,$0,"$13,594","$3,924,981","$2,662,498"
1018320016,"$3,769,726",$0,"$3,769,726","$256,499",$0,$0,$0,"$4,044,755","$1,789,122"
2025060024,"$3,724,205",$0,"$3,724,205",$0,$0,$0,$0,"$3,740,405","$2,837,327"
1022200011,"$3,722,982",$0,"$3,722,982",$0,"$67,200",$0,$0,"$3,836,032","$2,977,793"
4019180050,"$3,714,254",$0,"$3,714,254",$0,"$547,622",$0,"$68,385","$4,476,036","$3,248,027"
4019180060,"$3,701,340",$0,"$3,701,340",$0,$40,$0,"$66,248","$3,923,521","$3,238,431"
1018870003,"$3,683,451","$3,753,927","$7,437,378","$49,949",$0,$0,$0,"$7,501,727","$3,096,005"
4019180080,"$3,635,228",$0,"$3,635,228",$0,"$231,840",$0,"$52,236","$4,076,505","$2,756,252"
1014900001,"$3,624,164","$284,372","$3,908,536",$0,"$723,995",$0,"$29,691","$4,694,874","$1,423,154"
1010450012,"$3,613,767",$0,"$3,613,767",$0,$0,$0,$0,"$3,613,996","$803,809"
1014230010,"$3,585,825","$27,871,480","$31,457,305",$0,"$2,617,992",$0,"$76,497","$34,369,607","$29,728,789"
1007170077,"$3,577,925",$0,"$3,577,925",$0,"$427,634",$0,$0,"$4,177,157","$606,631"
1013660047,"$3,575,038",$0,"$3,575,038",$0,"$633,131",$0,$0,"$4,301,076","$1,579,757"
4019180097,"$3,550,271",$0,"$3,550,271",$0,"$62,105",$0,"$32,020","$3,838,352","$2,761,654"
4019180065,"$3,550,240",$0,"$3,550,240",$0,"$66,354",$0,"$30,611","$3,797,358","$2,623,369"
4019180085,"$3,547,862",$0,"$3,547,862",$0,$0,$0,"$90,674","$3,747,092","$2,740,246"
1012080029,"$3,543,060","$3,124,977","$6,668,037","$777,972",$0,$0,$0,"$7,617,439","$4,443,291"
4021020001,"$3,512,583",$0,"$3,512,583","$114,921",$0,$0,"$1,540,657","$5,198,139","$2,072,064"
2029970046,"$3,491,442",$0,"$3,491,442",$0,$0,$0,$0,"$3,491,442","$2,708,345"
1018900036,"$3,439,947",$0,"$3,439,947",$0,$0,$0,$0,"$3,454,039","$1,767,071"
1013660001,"$3,429,363","$6,243,163","$9,672,526",$0,"$509,044",$0,"$13,590","$10,375,176","$5,271,113"
1009310001,"$3,428,037",$0,"$3,428,037",$0,"$694,063",$0,"$10,428,480","$15,096,573","$7,332,943"
2022870046,"$3,424,599",$0,"$3,424,599",$0,$0,$0,$0,"$3,566,521","$2,304,432"
1008960048,"$3,414,551","$2,549,256","$5,963,807","$62,933","$920,321",$0,"$9,595","$7,191,429","$2,589,161"
4019180090,"$3,399,847",$0,"$3,399,847",$0,"$204,063",$0,"$59,792","$3,868,229","$2,694,503"
4050250050,"$3,366,833",$0,"$3,366,833",$0,$0,$0,$0,"$3,505,699","$1,914,379"
4008850001,"$3,338,697",$0,"$3,338,697",$0,$0,$0,$0,"$3,424,799","$1,152,033"
1004360034,"$3,330,985",$0,"$3,330,985",$0,"$892,373",$0,$0,"$4,223,358","$1,400,076"
3018110019,"$3,328,354",$0,"$3,328,354",$0,"$149,944",$0,$0,"$3,540,251","$1,950,285"
3070500001,"$3,322,646",$0,"$3,322,646","$69,330",$0,"$83,120","$2,753,548","$6,542,017","$4,268,504"
1012520057,"$3,317,415",$0,"$3,317,415","$74,946",$0,$0,$0,"$3,423,588","$1,540,645"
4014910021,"$3,293,278","$1,368,721","$4,661,999",$0,$0,"$18,660","$55,636","$4,918,620","$2,428,169"
1010760043,"$3,289,983",$0,"$3,289,983",$0,$0,$0,$0,"$3,362,317","$1,094,729"
1014590001,"$3,275,028","$171,879","$3,446,907",$0,"$462,731",$0,"$57,123","$4,137,282","$1,911,973"
1009000027,"$3,225,099","$5,012,479","$8,237,578",$0,"$742,888",$0,"$61,204","$9,876,343","$3,245,048"
4012490018,"$3,221,481","$42,835","$3,264,316",$0,$0,$0,"$106,092","$3,515,068","$1,427,696"
1012160060,"$3,212,176",$0,"$3,212,176","$268,099",$0,$0,$0,"$3,495,366","$1,624,527"
1017300075,"$3,208,992","$1,605,377","$4,814,369","$89,852",$0,$0,$0,"$5,168,168","$2,622,291"
4019090001,"$3,186,833",$0,"$3,186,833",$0,$0,$0,$0,"$3,289,434","$1,293,996"
1010450061,"$3,159,830",$0,"$3,159,830",$0,"$975,988",$0,$0,"$4,491,290","$1,382,587"
4062770002,"$3,159,635",$0,"$3,159,635",$0,$0,$0,$0,"$3,366,045","$1,877,702"
1007320007,"$3,155,665",$0,"$3,155,665",$0,"$138,567",$0,$0,"$3,345,449","$1,108,479"
3064680016,"$3,140,843","$791,414","$3,932,257",$0,$0,$0,"$119,060","$4,319,821","$2,117,877"
1017300045,"$3,127,164","$1,746,513","$4,873,677","$28,156",$0,$0,$0,"$5,182,654","$2,451,815"
5005950015,"$3,112,377","$403,764","$3,516,141",$0,$0,$0,"$32,368","$3,754,410","$1,909,240"
4084010600,"$3,109,324","$2,001,468","$5,110,792",$0,"$43,723",$0,$0,"$5,601,087","$1,867,138"
1014180021,"$3,046,500","$18,440,578","$21,487,078",$0,"$1,782,118",$0,$0,"$24,827,962","$7,007,174"
1017300064,"$3,038,529","$1,653,114","$4,691,643","$74,290",$0,$0,$0,"$5,074,930","$2,398,538"
1010450054,"$3,031,332","$184,820","$3,216,152",$0,$0,$0,"$24,532","$3,261,072","$1,327,634"
3006490001,"$3,025,473",$0,"$3,025,473",$0,$0,$0,$0,"$3,025,473","$844,029"
4014890018,"$3,007,139","$94,166","$3,101,305",$0,$0,$0,"$12,446","$3,263,446","$1,395,870"
2042850016,"$2,940,697",$0,"$2,940,697",$0,$0,$0,$0,"$2,992,300","$1,327,360"
3059270031,"$2,937,531",$0,"$2,937,531",$0,"$42,678",$0,"$55,795","$3,078,670","$1,519,459"
4049940017,"$2,899,274",$0,"$2,899,274",$0,$0,$0,$0,"$3,033,397","$935,989"
2038700028,"$2,893,122",$0,"$2,893,122",$0,$0,$0,$0,"$2,943,819","$1,183,752"
4021030001,"$2,879,582",$0,"$2,879,582","$304,140",$0,$0,"$1,263,015","$4,471,312","$1,698,660"
3087640028,"$2,873,285",$0,"$2,873,285",$0,$0,$0,"$107,526","$3,057,813","$1,979,198"
4032720001,"$2,871,770",$0,"$2,871,770",$0,$0,$0,$0,"$2,916,677","$1,244,814"
1012490057,"$2,858,418",$0,"$2,858,418",$0,$0,$0,$0,"$2,871,408","$1,144,163"
4021040001,"$2,857,300","$46,678","$2,903,978",$0,"$249,939",$0,$0,"$6,892,479","$1,625,828"
1017300036,"$2,852,871","$1,876,943","$4,729,814","$47,950",$0,$0,$0,"$5,097,845","$2,486,818"
4098380062,"$2,818,572",$0,"$2,818,572",$0,$0,$0,$0,"$3,311,065","$816,333"
3053300024,"$2,778,933",$0,"$2,778,933",$0,$0,$0,$0,"$2,862,445","$1,083,278"
3073080032,"$2,736,823","$304,392","$3,041,215",$0,"$62,850",$0,"$83,074","$3,417,542","$1,375,124"
1012360029,"$2,728,493",$0,"$2,728,493",$0,"$214,350",$0,$0,"$3,042,544","$1,575,651"
4033210061,"$2,711,273",$0,"$2,711,273",$0,$0,$0,$0,"$2,799,273","$1,288,329"
4099500009,"$2,700,034","$707,771","$3,407,805",$0,$0,$0,"$6,784","$3,731,932","$1,700,093"
3067390019,"$2,698,405",$0,"$2,698,405",$0,$0,$0,"$24,484","$2,810,273","$1,730,075"
5039830065,"$2,689,420","$75,864","$2,765,284",$0,$0,$0,"$571,201","$3,515,817","$1,923,228"
1002470001,"$2,660,772",$0,"$2,660,772",$0,"$101,189",$0,"$23,225,935","$26,111,503","$5,110,728"
2036070002,"$2,646,040",$0,"$2,646,040",$0,$0,$0,$0,"$2,646,040","$1,395,526"
3060580001,"$2,637,718",$0,"$2,637,718","$2,000",$0,$0,$0,"$2,740,577","$1,410,284"
1018760061,"$2,624,369","$741,360","$3,365,729",$0,$0,$0,"$10,232","$3,403,150","$1,598,964"
4098190003,"$2,614,885",$0,"$2,614,885",$0,$0,$0,$0,"$2,752,004","$1,437,310"
3010510033,"$2,609,188",$0,"$2,609,188",$0,$0,$0,$0,"$2,609,188","$319,203"
1012330029,"$2,607,097",$0,"$2,607,097",$0,"$352,429",$0,"$12,552","$3,053,275","$1,554,908"
4050490043,"$2,560,370",$0,"$2,560,370","$36,000",$0,$0,$0,"$2,648,750","$1,068,385"
1014590010,"$2,550,575","$143,166","$2,693,741",$0,$0,$0,"$22,002","$2,717,957","$1,505,876"
2059030283,"$2,539,215",$0,"$2,539,215",$0,$0,$0,$0,"$2,665,499","$1,068,624"
3011490018,"$2,537,589",$0,"$2,537,589",$0,"$463,880",$0,$0,"$3,198,899","$714,880"
1018390029,"$2,529,804",$0,"$2,529,804",$0,$0,$0,$0,"$2,529,804","$1,194,500"
2059200670,"$2,524,581",$0,"$2,524,581",$0,$0,$0,$0,"$2,682,845","$960,912"
2024730043,"$2,523,758",$0,"$2,523,758",$0,"$45,780",$0,"$550,554","$3,124,092","$1,538,398"
2024730048,"$2,523,758",$0,"$2,523,758",$0,"$45,780",$0,"$550,554","$3,124,092","$1,538,398"
4050500004,"$2,501,542","$52,740","$2,554,282",$0,$0,$0,"$10,562","$2,635,657","$1,042,080"
4019020010,"$2,497,185",$0,"$2,497,185","$42,700",$0,$0,$0,"$2,646,748","$2,012,572"
4004140121,"$2,496,132",$0,"$2,496,132",$0,$0,$0,$0,"$2,516,443","$985,755"
3088150042,"$2,496,028",$0,"$2,496,028",$0,$0,$0,"$16,845","$3,170,435","$1,595,445"
1009020030,"$2,490,648","$584,220","$3,074,868","$90,458",$0,$0,"$4,405","$3,204,243","$1,315,991"
3021370014,"$2,478,152",$0,"$2,478,152",$0,$0,$0,$0,"$2,601,915","$873,052"
2024260004,"$2,468,501",$0,"$2,468,501",$0,$0,$0,"$10,061,230","$12,572,923","$4,832,047"
1004950033,"$2,427,682",$0,"$2,427,682",$0,"$890,251",$0,$0,"$3,459,552","$407,895"
4098490130,"$2,423,916","$607,621","$3,031,537","$33,050",$0,$0,"$7,919","$3,289,270","$1,820,251"
3072350001,"$2,401,011","$381,806","$2,782,817",$0,$0,$0,"$728,494","$3,686,923","$1,553,705"
4096440001,"$2,398,418","$673,336","$3,071,754",$0,$0,$0,"$57,869","$3,392,312","$1,725,721"
3004760019,"$2,384,069",$0,"$2,384,069",$0,$0,$0,$0,"$2,413,776","$619,196"
1000760024,"$2,384,010",$0,"$2,384,010",$0,"$165,939",$0,$0,"$2,549,949","$1,076,000"
3013260001,"$2,372,025",$0,"$2,372,025",$0,"$89,182",$0,$0,"$2,461,207","$809,357"
3077900001,"$2,360,098",$0,"$2,360,098",$0,$0,$0,$0,"$2,465,253","$1,054,807"
3078130136,"$2,360,098",$0,"$2,360,098",$0,$0,$0,$0,"$2,465,253","$1,054,807"
4098170030,"$2,358,908",$0,"$2,358,908",$0,$0,$0,$0,"$2,463,200","$703,588"
3067300063,"$2,336,543",$0,"$2,336,543",$0,$0,$0,$0,"$2,346,183","$1,112,462"
3067300072,"$2,336,543",$0,"$2,336,543",$0,$0,$0,$0,"$2,346,183","$1,112,462"
4106680001,"$2,313,824",$0,"$2,313,824",$0,$0,$0,$0,"$2,421,455","$1,024,857"
1018890040,"$2,295,169",$0,"$2,295,169",$0,$0,$0,$0,"$2,315,750","$1,278,922"
1005720026,"$2,287,219",$0,"$2,287,219",$0,$0,$0,$0,"$2,292,034","$795,196"
3019590027,"$2,283,598",$0,"$2,283,598",$0,$0,$0,$0,"$2,331,789","$924,729"
1014900028,"$2,271,136","$201,731","$2,472,867",$0,$0,$0,"$12,394","$2,497,109","$783,456"
1003430050,"$2,261,447",$0,"$2,261,447",$0,$0,$0,$0,"$2,261,447","$1,173,298"
1005480001,"$2,254,549","$6,800,785","$9,055,334",$0,"$1,015,951",$0,"$15,969","$10,300,130","$3,350,682"
1014900023,"$2,253,117","$21,140","$2,274,257",$0,$0,$0,"$11,740","$2,296,895","$652,234"
1014590030,"$2,249,907","$115,665","$2,365,572",$0,$0,$0,"$33,739","$2,401,241","$1,527,897"
3051550050,"$2,208,206","$176,165","$2,384,371",$0,$0,$0,"$26,603","$2,536,239","$1,286,753"
1012080001,"$2,207,169","$2,925,377","$5,132,546","$63,865","$175,016",$0,"$6,149","$6,092,009","$2,745,660"
3002580017,"$2,199,143","$23,315","$2,222,458",$0,"$267,411",$0,$0,"$2,619,692","$1,135,505"
4096660080,"$2,196,940",$0,"$2,196,940",$0,$0,$0,"$26,054","$2,286,081","$1,044,811"
1010300058,"$2,187,842","$11,232,749","$13,420,591","$768,807","$4,999,177",$0,$0,"$19,319,601","$8,631,200"
4059580030,"$2,185,192","$418,390","$2,603,582",$0,"$62,739",$0,$0,"$2,806,758","$1,063,604"
1012350002,"$2,182,715",$0,"$2,182,715","$5,778",$0,$0,$0,"$2,205,315","$860,078"
3011800001,"$2,179,840",$0,"$2,179,840",$0,$0,$0,"$27,004","$2,206,844","$884,912"
2043200022,"$2,176,505",$0,"$2,176,505",$0,$0,$0,$0,"$2,176,505","$960,379"
4001590001,"$2,174,173",$0,"$2,174,173",$0,$0,$0,"$64,201","$2,306,332","$818,235"
3076120011,"$2,164,094",$0,"$2,164,094",$0,$0,$0,$0,"$2,212,638","$915,375"
1008820028,"$2,155,434",$0,"$2,155,434",$0,"$11,100",$0,$0,"$2,177,440","$717,818"
4051850017,"$2,140,267",$0,"$2,140,267",$0,$0,$0,$0,"$2,140,267","$901,856"
4096600002,"$2,120,185",$0,"$2,120,185",$0,$0,$0,"$26,117","$2,203,755","$1,285,669"
1010340007,"$2,110,773",$0,"$2,110,773",$0,$0,$0,$0,"$2,117,604","$610,320"
1012400029,"$2,100,990",$0,"$2,100,990",$0,"$520,796",$0,$0,"$2,742,574","$764,617"
4003730012,"$2,097,684",$0,"$2,097,684",$0,$0,"$300,000",$0,"$2,474,075","$382,938"
5000220070,"$2,094,655","$2,459,808","$4,554,463",$0,$0,$0,$0,"$4,668,230","$1,620,745"
1014850007,"$2,094,491",$0,"$2,094,491",$0,$0,$0,$0,"$2,094,491","$541,691"
3050780014,"$2,093,566",$0,"$2,093,566",$0,$0,$0,$0,"$2,115,440","$1,342,228"
3050780022,"$2,093,566",$0,"$2,093,566",$0,$0,$0,$0,"$2,115,440","$1,342,228"
4099370001,"$2,091,773","$422,873","$2,514,646","$217,516","$119,499",$0,"$51,545","$3,073,813","$1,460,597"
5005930590,"$2,078,941","$232,466","$2,311,407",$0,$0,$0,"$21,277","$2,468,038","$1,255,078"
1014900015,"$2,073,940","$152,442","$2,226,382",$0,$0,$0,"$9,799","$2,246,842","$653,503"
1014900036,"$2,073,064","$70,330","$2,143,394",$0,$0,$0,"$20,831","$2,174,542","$644,281"
3069280050,"$2,069,882",$0,"$2,069,882",$0,$0,$0,"$17,809","$2,118,549","$825,210"
1013400001,"$2,069,631","$8,454,716","$10,524,347",$0,"$1,719,708",$0,$0,"$12,993,503","$4,528,485"
1008190050,"$2,068,181",$0,"$2,068,181",$0,"$335,139",$0,$0,"$2,415,025","$763,524"
3075780001,"$2,064,288",$0,"$2,064,288",$0,$0,$0,$0,"$2,110,216","$1,481,606"
4050460020,"$2,062,329","$454,837","$2,517,166","$158,894",$0,$0,"$41,736","$2,875,504","$1,562,644"
1014900030,"$2,059,614","$176,465","$2,236,079",$0,$0,$0,"$2,870","$2,249,622","$655,830"
1014900019,"$2,051,722","$53,951","$2,105,673",$0,$0,$0,"$17,039","$2,132,832","$641,570"
4030860040,"$2,045,562","$1,120,720","$3,166,282","$124,707",$0,$0,$0,"$3,453,221","$1,833,458"
4012630044,"$2,041,522",$0,"$2,041,522",$0,$0,$0,"$20,031","$2,159,199","$1,203,354"
3051550017,"$2,040,203","$402,223","$2,442,426",$0,$0,$0,"$20,112","$2,613,288","$1,234,688"
3064710090,"$2,024,027","$394,266","$2,418,293",$0,$0,$0,"$71,355","$2,574,935","$1,276,825"
1014840001,"$2,022,697",$0,"$2,022,697",$0,$0,$0,$0,"$2,172,519","$696,825"
3004070026,"$2,022,271",$0,"$2,022,271",$0,$0,$0,$0,"$2,022,271","$277,176"
1012160048,"$2,017,167",$0,"$2,017,167","$197,433",$0,$0,$0,"$2,227,617","$627,365"
4062270338,"$2,010,757",$0,"$2,010,757",$0,$0,$0,$0,"$2,124,479","$1,155,987"
4062770050,"$2,010,757",$0,"$2,010,757",$0,$0,$0,$0,"$2,124,479","$1,155,987"
3073980027,"$1,999,896",$0,"$1,999,896",$0,$0,$0,"$47,623","$2,115,381","$1,181,626"
1014900009,"$1,986,264","$125,039","$2,111,303",$0,$0,$0,"$22,479","$2,143,955","$678,625"
4049950064,"$1,983,058","$21,600","$2,004,658",$0,$0,$0,"$9,300","$2,118,138","$856,464"
1018780012,"$1,971,836","$3,121,975","$5,093,811",$0,"$1,049,798",$0,"$2,216","$6,298,523","$2,625,660"
4097620001,"$1,966,966",$0,"$1,966,966",$0,$0,$0,$0,"$2,043,515","$531,512"
1012440090,"$1,963,025","$3,235,222","$5,198,247","$223,000",$0,$0,$0,"$5,571,288","$2,190,024"
3013180001,"$1,962,501",$0,"$1,962,501",$0,$0,$0,"$5,143","$1,974,809","$921,822"
4098330035,"$1,961,350",$0,"$1,961,350","$11,720",$0,$0,"$33,157","$2,095,686","$1,076,245"
4096600030,"$1,959,663",$0,"$1,959,663",$0,$0,$0,$655,"$2,057,669","$1,137,010"
4049810050,"$1,956,559","$28,650","$1,985,209",$0,$0,$0,"$12,241","$2,073,503","$807,812"
1010460009,"$1,949,883",$0,"$1,949,883",$0,$0,$0,$0,"$1,963,006","$917,685"
3046100001,"$1,938,106",$0,"$1,938,106",$0,$0,$0,$0,"$1,982,109","$905,551"
1014900032,"$1,929,269","$203,373","$2,132,642",$0,$0,$0,"$17,745","$2,160,638","$643,375"
4050480001,"$1,924,644","$464,853","$2,389,497",$0,$0,$0,"$40,674","$2,643,319","$1,393,605"
3071550004,"$1,915,704",$0,"$1,915,704",$0,$0,$0,$0,"$1,922,079","$756,422"
3002690016,"$1,914,643",$0,"$1,914,643",$0,$0,$0,$0,"$1,949,863","$318,612"
