BBL,Regulated Apt Income,Unregulated Apt Income,Total Apartment Rental Income ,Office Income,Retail Units,Retail Income,Owner Occupied Income,Gov't Rent Subsidies Income,Total Real Estate Income,Amortized Leasing & Tenant Improvem Expenses 1,Total Expenses 
1021360013,"$518,409",$0,"$518,409",$0,0,$0,$0,$0,"$520,266",$0,"$182,149"
2057030160,"$518,229","$32,400","$550,629",$0,0,$0,$0,$0,"$550,629",$0,"$382,447"
1005730011,"$518,087",$0,"$518,087",$0,0,$0,$0,$0,"$518,624",$0,"$134,846"
1015490038,"$518,013",$0,"$518,013",$0,0,$0,$0,$0,"$518,013",$0,"$160,700"
4012460035,"$517,991",$0,"$517,991",$0,0,$0,$0,$0,"$517,991",$0,"$234,578"
2058271620,"$517,778",$0,"$517,778",$0,0,$0,$0,$0,"$517,778",$0,"$342,237"
3050840010,"$517,704",$0,"$517,704",$0,0,$0,$0,$0,"$517,704",$0,"$206,837"
3064940037,"$517,624",$0,"$517,624",$0,0,$0,$0,$0,"$545,130",$0,"$255,135"
1012520005,"$517,461","$1,344,864","$1,862,325",$0,0,$0,$0,$0,"$1,862,325","$14,900","$865,783"
3053890019,"$517,314",$0,"$517,314",$0,0,$0,$0,$0,"$517,314",$0,"$238,258"
3010780016,"$517,202",$0,"$517,202",$0,0,$0,$0,$0,"$521,563",$0,"$215,372"
1007650008,"$517,019",$0,"$517,019",$0,0,$0,$0,$0,"$517,019",$0,"$249,058"
1007650009,"$517,019",$0,"$517,019",$0,0,$0,$0,$0,"$517,019",$0,"$249,058"
3067600035,"$516,908",$0,"$516,908",$0,0,$0,$0,$0,"$518,108","$5,330","$302,949"
2026960075,"$516,429",$0,"$516,429",$0,0,"$95,496",$0,$0,"$611,925",$0,"$324,213"
2033120019,"$516,414",$0,"$516,414",$0,0,$0,$0,$0,"$551,313","$13,885","$379,901"
3053210001,"$516,414",$0,"$516,414",$0,0,$0,$0,$598,"$544,546",$0,"$304,555"
4051210011,"$516,358",$0,"$516,358",$0,0,$0,$0,$0,"$517,285",$0,"$273,120"
3056460030,"$516,323",$0,"$516,323",$0,0,$0,$0,$0,"$516,323",$0,"$245,427"
1015520021,"$516,263",$0,"$516,263",$0,0,$0,$0,$0,"$516,263",$0,"$145,348"
3059280006,"$516,256",$0,"$516,256",$0,0,$0,$0,$0,"$519,556","$15,687","$413,081"
2024560065,"$515,810",$0,"$515,810",$0,0,$0,$0,$0,"$515,810","$2,987","$359,102"
1015431010,"$515,788","$998,942","$1,514,730",$0,0,$0,$0,$0,"$1,517,181","$409,634","$1,445,455"
2024960040,"$515,698",$0,"$515,698",$0,0,$0,$0,$0,"$515,698","$2,788","$547,897"
2024560175,"$515,390",$0,"$515,390",$0,0,$0,$0,$0,"$515,390",$0,"$320,384"
1018280034,"$515,336",$0,"$515,336",$0,0,$0,$0,$0,"$515,336",$0,"$436,097"
3047960026,"$515,067",$0,"$515,067",$0,0,$0,$0,"$17,989","$533,056",$0,"$299,521"
3047960030,"$515,067",$0,"$515,067",$0,0,$0,$0,"$17,989","$533,056",$0,"$299,521"
3047960036,"$515,067",$0,"$515,067",$0,0,$0,$0,"$17,989","$533,056",$0,"$299,521"
2049950074,"$515,030",$0,"$515,030",$0,0,$0,$0,"$13,540","$528,570",$0,"$283,451"
1014410025,"$514,997","$232,800","$747,797",$0,0,"$377,351",$0,$0,"$1,125,148",$0,"$206,921"
3067210001,"$514,419",$0,"$514,419",$0,0,$0,$0,$0,"$514,419","$27,317","$294,996"
4162320045,"$514,374",$0,"$514,374",$0,0,$0,$0,$0,"$514,374",$0,"$337,938"
2031620034,"$514,365",$0,"$514,365",$0,0,"$36,700",$0,$0,"$551,065",$0,"$273,254"
2033630001,"$514,329",$0,"$514,329",$0,0,"$7,325",$0,$0,"$578,054",$0,"$271,091"
2043440019,"$514,257",$0,"$514,257",$0,0,$0,$0,$0,"$532,412",$0,"$300,618"
3087180052,"$514,036",$0,"$514,036",$0,0,$0,$0,$0,"$535,749","$6,400","$194,846"
3045710001,"$513,861",$0,"$513,861",$0,0,$0,$0,"$80,885","$594,746","$18,143","$601,204"
5000080019,"$513,851",$0,"$513,851",$0,0,$0,$0,$0,"$534,644",$0,"$322,978"
3067660030,"$513,578",$0,"$513,578","$149,120",0,$0,$0,$0,"$738,046","$22,728","$269,585"
2033040055,"$513,571",$0,"$513,571",$0,0,$0,$0,$0,"$513,571",$0,"$306,549"
1018770018,"$513,529",$0,"$513,529",$0,0,$0,$0,"$6,581","$520,110",$0,"$335,913"
1018430044,"$513,496",$0,"$513,496",$0,0,$0,$0,$0,"$513,496",$0,"$127,427"
1022150481,"$513,466",$0,"$513,466",$0,0,$0,$0,$0,"$513,916",$0,"$277,948"
3011780069,"$513,442",$0,"$513,442",$0,0,$0,$0,"$1,316,126","$1,842,265",$0,"$1,218,305"
1021080083,"$513,375",$0,"$513,375",$0,0,$0,$0,$0,"$513,375",$0,"$272,263"
3065130073,"$512,894",$0,"$512,894",$0,0,$0,$0,$0,"$512,894",$0,"$447,137"
1014720034,"$512,600","$466,001","$978,601",$0,0,$0,$0,$0,"$978,601",$0,"$375,828"
2032390031,"$512,398",$0,"$512,398",$0,0,$0,$0,$0,"$532,258",$0,"$393,190"
3067950034,"$512,081",$0,"$512,081",$0,0,$0,$0,$0,"$513,281","$5,214","$313,873"
3067370023,"$512,061",$0,"$512,061",$0,0,$0,$0,$0,"$512,061",$0,"$329,393"
1021360180,"$511,771",$0,"$511,771",$0,0,$0,$0,$0,"$511,771","$10,313","$309,643"
1022150561,"$511,742",$0,"$511,742",$0,0,$0,$0,$0,"$511,742",$0,"$375,416"
3065130001,"$511,514",$0,"$511,514",$0,0,$0,$0,$0,"$511,514",$0,"$452,683"
1007380014,"$511,369","$450,987","$962,356",$0,0,"$7,200",$0,"$19,322","$988,878","$116,727","$464,997"
1007380015,"$511,369","$450,987","$962,356",$0,0,"$7,200",$0,"$19,322","$1,958,434","$116,727","$464,997"
1009050042,"$511,342",$0,"$511,342",$0,0,"$17,700",$0,$0,"$529,042",$0,"$190,408"
4099370025,"$511,199",$0,"$511,199",$0,0,$0,$0,"$4,955","$550,717",$0,"$231,122"
3086920001,"$511,090",$0,"$511,090",$0,0,$0,$0,"$23,158","$534,248",$0,"$358,955"
3013150018,"$511,076",$0,"$511,076",$0,0,$0,$0,$0,"$511,076",$0,"$298,428"
1004400024,"$511,047",$0,"$511,047",$0,0,"$65,221",$0,$0,"$576,268","$82,088","$383,660"
1020630054,"$510,986",$0,"$510,986",$0,0,$0,$0,$0,"$510,986",$0,"$435,966"
1007700045,"$510,640",$0,"$510,640",$0,0,$0,$0,$0,"$510,640",$0,"$207,042"
1012100055,"$510,190",$0,"$510,190",$0,0,$0,$0,"$6,598","$516,788",$0,"$485,796"
1021420058,"$510,176",$0,"$510,176",$0,0,$0,$0,$0,"$510,176",$0,"$230,569"
3051000056,"$510,049",$0,"$510,049",$0,0,$0,$0,$0,"$510,049","$5,932","$262,523"
3048180001,"$509,994",$0,"$509,994",$0,0,$0,$0,$0,"$516,248",$0,"$303,598"
4155560063,"$509,805",$0,"$509,805",$0,0,$0,$0,$0,"$509,805",$0,"$238,226"
3051200021,"$509,612",$0,"$509,612",$0,0,$0,$0,$0,"$517,726",$0,"$242,961"
4049720001,"$509,334",$0,"$509,334",$0,0,$0,$0,$0,"$509,334",$0,"$222,961"
4067120032,"$509,244","$134,832","$644,076",$0,0,$0,$0,$0,"$644,076",$0,"$438,815"
1018770022,"$509,054",$0,"$509,054",$0,0,$0,$0,$0,"$509,054",$0,"$189,888"
1020990049,"$508,587",$0,"$508,587",$0,0,$0,$0,"$280,341","$793,008",$900,"$341,195"
1012710049,"$508,513",$0,"$508,513",$0,0,$0,$0,$0,"$508,513",$0,"$126,442"
1020730001,"$508,511",$0,"$508,511",$0,0,"$209,266",$0,"$21,199","$762,073",$0,"$454,179"
1020730064,"$508,511",$0,"$508,511",$0,0,"$209,266",$0,"$21,199","$762,073",$0,"$454,179"
3050840001,"$508,398",$0,"$508,398",$0,0,$0,$0,$0,"$508,398",$0,"$236,538"
1019220059,"$508,385",$0,"$508,385",$0,0,"$91,139",$0,$0,"$599,524",$0,"$441,824"
2043180036,"$508,196",$0,"$508,196",$0,0,$0,$0,$0,"$508,196",$0,"$325,429"
3051590053,"$508,169",$0,"$508,169",$0,0,$0,$0,$0,"$508,169",$0,"$237,310"
1020090029,"$507,982",$0,"$507,982",$0,0,"$179,124",$0,$0,"$687,106",$0,"$271,725"
5005190001,"$507,949",$0,"$507,949",$0,0,$0,$0,$0,"$510,949",$0,"$322,157"
5005190007,"$507,949",$0,"$507,949",$0,0,$0,$0,$0,"$510,949",$0,"$322,157"
4005750002,"$507,932",$0,"$507,932",$0,0,$0,$0,$0,"$507,932",$0,"$277,953"
4051810006,"$507,905",$0,"$507,905",$0,0,$0,$0,$0,"$507,905",$0,"$436,247"
1003870157,"$507,824","$20,467","$528,291",$0,0,$0,$0,$0,"$528,291",$0,"$210,452"
4001340001,"$507,805",$0,"$507,805",$0,0,"$23,625",$0,$0,"$531,430",$0,"$214,548"
2028230036,"$507,797",$0,"$507,797",$0,0,$0,$0,$0,"$507,797",$0,"$363,715"
2037420005,"$507,749",$0,"$507,749",$0,0,"$44,152",$0,"$5,468","$569,070","$3,636","$439,090"
4006380031,"$507,654",$0,"$507,654",$0,0,$0,$0,"$3,585","$511,239","$20,581","$400,970"
2024960034,"$507,484",$0,"$507,484",$0,0,"$14,519",$0,$0,"$522,003",$0,"$252,384"
2048210045,"$507,361",$0,"$507,361",$0,0,$0,$0,$0,"$507,361",$0,"$255,131"
2033040092,"$507,096",$0,"$507,096",$0,0,$0,$0,$0,"$507,096",$0,"$267,481"
4006270025,"$507,023",$0,"$507,023",$0,0,$0,$0,$0,"$507,023",$0,"$244,442"
1005640011,"$507,000",$0,"$507,000",$0,0,"$295,460",$0,$0,"$802,460","$5,752","$169,444"
2051060051,"$506,977",$0,"$506,977",$0,0,$0,$0,$0,"$506,977",$0,"$309,136"
1018790037,"$506,801","$250,955","$757,756",$0,0,$0,$0,$0,"$762,727",$0,"$233,443"
2044270007,"$506,787",$0,"$506,787",$0,0,$0,$0,$0,"$506,787",$0,"$260,220"
1005450046,"$506,676","$140,745","$647,421",$0,0,$0,$0,$0,"$647,421","$57,036","$237,811"
4001990052,"$506,631",$0,"$506,631",$0,0,$0,$0,$0,"$506,631",$0,"$202,309"
2031590007,"$506,514",$0,"$506,514",$0,0,"$174,113",$0,$0,"$682,016",$0,"$367,562"
1021410013,"$506,361",$0,"$506,361",$0,0,$0,$0,$0,"$506,361",$0,"$132,894"
1012530048,"$506,352",$0,"$506,352",$0,0,$0,$0,$0,"$656,275",$997,"$231,575"
1009070041,"$506,258",$0,"$506,258",$0,0,$0,$0,$0,"$506,258",$0,"$146,142"
3067720015,"$506,092",$0,"$506,092",$0,0,$0,$0,$0,"$506,092",$0,"$257,845"
3058810003,"$506,063",$0,"$506,063",$0,0,$0,$0,$0,"$540,933",$0,"$207,385"
1022210017,"$506,062",$0,"$506,062",$0,0,$0,$0,$0,"$506,062",$0,"$384,172"
2037760050,"$505,742",$0,"$505,742",$0,0,$0,$0,"$3,036","$508,778",$0,"$270,040"
3014220064,"$505,443",$0,"$505,443",$0,0,$0,$0,$0,"$505,443",$0,"$255,842"
4006460030,"$505,297","$22,000","$527,297",$0,0,$0,$0,$0,"$527,297",$0,"$238,088"
4001930055,"$505,216",$0,"$505,216",$0,0,"$17,250",$0,$0,"$528,533",$900,"$225,909"
3071040275,"$504,919",$0,"$504,919",$0,0,$0,$0,"$76,616","$581,535",$0,"$184,119"
2024260004,"$504,648",$0,"$504,648",$0,0,$0,$0,$0,"$508,700",$0,"$425,831"
2024260012,"$504,648",$0,"$504,648",$0,0,$0,$0,$0,"$508,700",$0,"$425,831"
2032870056,"$504,505",$0,"$504,505",$0,0,$0,$0,$0,"$504,505",$0,"$304,110"
3051860038,"$504,358",$0,"$504,358",$0,0,$0,$0,$0,"$504,358",$0,"$258,586"
3051500006,"$504,307",$0,"$504,307",$0,0,$0,$0,$0,"$504,307","$2,987","$275,049"
1009060055,"$504,188","$112,508","$616,696",$0,0,"$255,760",$0,$0,"$925,126","$22,978","$187,742"
2028320035,"$504,137",$0,"$504,137",$0,0,$0,$0,"$8,953","$513,090",$0,"$341,350"
3012430017,"$504,130",$0,"$504,130",$0,0,$0,$0,$0,"$505,602",$0,"$265,186"
3050990074,"$504,012",$0,"$504,012",$0,0,$0,$0,$0,"$504,012",$0,"$278,409"
1008500062,"$503,627",$0,"$503,627",$0,0,$0,$0,$0,"$508,146",$0,"$240,671"
3012210018,"$503,310",$0,"$503,310",$0,0,$0,$0,$0,"$509,936",$0,"$350,861"
1015460041,"$502,952",$0,"$502,952",$0,0,$0,$0,$0,"$502,952","$10,563","$140,266"
2046530015,"$502,835",$0,"$502,835",$0,0,$0,$0,$0,"$502,835",$0,"$235,971"
2028460041,"$502,792",$0,"$502,792",$0,0,$0,$0,$0,"$502,792",$0,"$303,697"
4008900091,"$502,776",$0,"$502,776",$0,0,$0,$0,$0,"$502,776",$0,"$284,308"
1012360044,"$502,736","$73,455","$576,191",$0,0,"$572,901",$0,$0,"$1,296,530","$15,441","$500,048"
2045120052,"$502,634",$0,"$502,634",$0,0,$0,$0,$0,"$502,634",$0,"$234,409"
2031420018,"$502,612",$0,"$502,612",$0,0,$0,$0,$0,"$502,612",$0,"$306,117"
2033560107,"$502,599",$0,"$502,599",$0,0,"$65,725",$0,$0,"$568,324",$0,"$302,397"
2044390005,"$502,340",$0,"$502,340",$0,0,$0,$0,$0,"$502,340","$6,762","$240,049"
3067480045,"$502,322",$0,"$502,322",$0,0,$0,$0,$0,"$502,322",$0,"$254,274"
5000050057,"$501,906",$0,"$501,906",$0,0,"$16,800",$0,$0,"$518,706",$0,"$394,914"
4098230009,"$501,726",$0,"$501,726",$0,0,$0,$0,$0,"$517,416",$0,"$264,471"
1013090041,"$501,621",$0,"$501,621",$0,0,"$152,750",$0,$0,"$675,264",$0,"$185,358"
1021370052,"$501,482",$0,"$501,482",$0,0,$0,$0,$0,"$501,482",$0,"$240,630"
2057550056,"$501,439",$0,"$501,439",$0,0,$0,$0,"$3,939","$505,378",$0,"$350,162"
2033240016,"$501,354",$0,"$501,354",$0,0,$0,$0,$0,"$501,354",$0,"$219,151"
2026130026,"$501,046",$0,"$501,046",$0,0,$0,$0,$0,"$501,046",$0,"$195,763"
2024740028,"$500,857",$0,"$500,857",$0,0,$0,$0,$0,"$500,857",$0,"$444,060"
3076740047,"$500,505",$0,"$500,505",$0,0,$0,$0,$0,"$531,795",$0,"$270,448"
2028200001,"$500,356",$0,"$500,356",$0,0,$0,$0,$0,"$500,356",$0,"$194,613"
1022370041,"$500,243",$0,"$500,243",$0,0,$0,$0,$0,"$500,243",$0,"$509,698"
3050610001,"$500,229",$0,"$500,229",$0,0,$0,$0,$0,"$525,681","$1,600","$216,792"
2031430140,"$500,188",$0,"$500,188",$0,0,$0,$0,$0,"$500,188",$0,"$297,288"
1005820026,"$500,099",$0,"$500,099",$0,0,"$101,608",$0,$0,"$601,707",$0,"$173,333"
1012520022,"$499,943",$0,"$499,943",$0,0,$0,$0,$0,"$499,943",$0,"$161,403"
3054210006,"$499,850",$0,"$499,850",$0,0,$0,$0,"$15,998","$515,848",$0,"$260,750"
1018440009,"$499,835",$0,"$499,835",$0,0,$0,$0,$0,"$499,835",$0,"$113,777"
2028760065,"$499,743",$0,"$499,743",$0,0,$0,$0,$0,"$499,743","$4,100","$348,210"
2028760067,"$499,743",$0,"$499,743",$0,0,$0,$0,$0,"$499,743","$4,100","$348,210"
4097530015,"$499,470",$0,"$499,470",$0,0,$0,$0,$0,"$514,557",$0,"$363,637"
4012750012,"$499,225",$0,"$499,225",$0,0,$0,$0,$0,"$499,225",$0,"$190,204"
1013470012,"$498,667",$0,"$498,667",$0,0,$0,$0,$0,"$498,667",$0,"$144,979"
1014430030,"$498,623","$290,337","$788,960",$0,0,"$310,729",$0,$0,"$1,134,036","$24,168","$299,648"
3013270031,"$498,399",$0,"$498,399",$0,0,$0,$0,$0,"$498,399",$0,"$273,582"
3049680038,"$498,397",$0,"$498,397",$0,0,$0,$0,"$155,415","$653,812",$0,"$491,504"
2031560027,"$498,239",$0,"$498,239",$0,0,$0,$0,"$146,654","$644,893",$0,"$269,027"
1021390221,"$498,150",$0,"$498,150",$0,0,$0,$0,$0,"$498,150",$0,"$367,730"
1011820029,"$498,147","$208,755","$706,902",$0,0,$0,$0,"$4,858","$769,020",$0,"$278,542"
1010540036,"$497,933","$41,875","$539,808",$0,0,"$61,853",$0,$0,"$601,661",$0,"$379,991"
2028790045,"$497,669",$0,"$497,669",$0,0,$0,$0,$0,"$497,669",$0,"$527,669"
3075540048,"$497,578",$0,"$497,578",$0,0,$0,$0,$0,"$497,578",$0,"$249,977"
2032500001,"$497,422",$0,"$497,422",$0,0,$0,$0,$0,"$497,422",$0,"$350,135"
1013610049,"$496,680","$94,367","$591,047",$0,0,"$218,554",$0,$0,"$823,431",$0,"$270,104"
1014680047,"$496,509","$116,987","$613,496",$0,0,$0,$0,$0,"$742,695","$4,850","$252,193"
2044270017,"$496,495",$0,"$496,495",$0,0,$0,$0,$0,"$497,366","$2,172","$344,050"
2028440105,"$496,396",$0,"$496,396",$0,0,$0,$0,$0,"$496,396",$0,"$435,878"
3067320028,"$496,332",$0,"$496,332",$0,0,$0,$0,$0,"$496,332","$1,904","$299,931"
4005880038,"$496,104",$0,"$496,104",$0,0,$0,$0,$0,"$498,115","$5,669","$253,599"
3054170001,"$496,006",$0,"$496,006",$0,0,$0,$0,$0,"$496,006",$0,"$210,141"
2032480105,"$495,978",$0,"$495,978",$0,0,$0,$0,$0,"$495,978",$0,"$260,631"
2024240110,"$495,893",$0,"$495,893",$0,0,$0,$0,$0,"$495,893",$0,"$390,709"
3068250008,"$495,831",$0,"$495,831",$0,0,$0,$0,$0,"$495,831",$0,"$170,647"
1012480037,"$495,727","$353,981","$849,708",$0,0,$0,$0,$0,"$854,608",$0,"$286,404"
2043180045,"$495,705",$0,"$495,705",$0,0,$0,$0,$0,"$495,705",$0,"$306,394"
3012710005,"$495,657",$0,"$495,657",$0,0,$0,$0,$0,"$495,657",$0,"$397,753"
2032200010,"$495,621",$0,"$495,621",$0,0,$0,$0,$0,"$495,621",$0,"$279,722"
2028390057,"$495,523",$0,"$495,523",$0,0,$0,$0,$0,"$495,523",$0,"$294,296"
1015580011,"$495,330",$0,"$495,330",$0,0,$0,$0,$0,"$495,330","$17,825","$142,506"
4014430040,"$495,307",$0,"$495,307","$63,000",0,$0,$0,$0,"$558,307",$0,"$235,125"
3058730005,"$495,290",$0,"$495,290",$0,0,"$67,232",$0,$0,"$563,377",$0,"$249,028"
2032480100,"$495,123",$0,"$495,123",$0,0,$0,$0,$0,"$495,123",$0,"$225,890"
2031440045,"$495,031",$0,"$495,031",$0,0,$0,$0,$0,"$495,031",$0,"$303,859"
1005900043,"$495,019",$0,"$495,019",$0,0,$0,$0,$0,"$495,019","$4,375","$270,745"
2032490098,"$494,658",$0,"$494,658",$0,0,$0,$0,$0,"$519,444",$0,"$271,933"
3056410056,"$494,563",$0,"$494,563",$0,0,$0,$0,$0,"$494,563",$0,"$201,728"
1004430035,"$494,212",$0,"$494,212",$0,0,"$93,681",$0,$0,"$587,893",$0,"$240,981"
2032480018,"$494,171",$0,"$494,171",$0,0,$0,$0,$0,"$494,171",$0,"$281,370"
2032480022,"$494,171",$0,"$494,171",$0,0,$0,$0,$0,"$494,171",$0,"$281,370"
1015840046,"$494,084",$0,"$494,084",$0,0,$0,$0,$0,"$494,084",$0,"$160,392"
3050620051,"$494,061",$0,"$494,061",$0,0,$0,$0,$0,"$494,061",$0,"$228,632"
2032880035,"$494,000",$0,"$494,000",$0,0,$0,$0,$0,"$494,000","$3,060","$244,282"
4002000023,"$493,956",$0,"$493,956",$0,0,$0,$0,$0,"$493,956",$0,"$270,149"
4005880014,"$493,857",$0,"$493,857",$0,0,$0,$0,$0,"$493,857","$19,421","$567,103"
1022400013,"$493,801",$0,"$493,801",$0,0,$0,$0,$0,"$494,701",$0,"$227,598"
1012670028,"$493,584",$0,"$493,584",$0,0,$0,$0,$0,"$517,753",$0,"$910,708"
1006110076,"$493,573",$0,"$493,573",$0,0,$0,$0,$0,"$493,573","$4,976","$328,705"
1022430378,"$493,362",$0,"$493,362",$0,0,$0,$0,$0,"$502,283","$1,450","$216,082"
3052210043,"$493,095",$0,"$493,095",$0,0,$0,$0,$0,"$493,095",$0,"$292,379"
3050450059,"$492,800",$0,"$492,800",$0,0,$0,$0,$0,"$492,800",$0,"$344,100"
4033400044,"$492,636","$230,724","$723,360",$0,0,$0,$0,$0,"$723,360","$19,553","$263,904"
4051810036,"$492,593",$0,"$492,593",$0,0,$0,$0,$0,"$497,597",$0,"$300,990"
3056840044,"$492,543",$0,"$492,543",$0,0,$0,$0,$0,"$492,543",$0,"$196,871"
3056490059,"$492,311",$0,"$492,311",$0,0,$0,$0,$0,"$492,311",$0,"$192,504"
3014200024,"$492,216",$0,"$492,216",$0,0,$0,$0,$0,"$492,216",$0,"$241,505"
2032480084,"$492,114",$0,"$492,114",$0,0,$0,$0,$864,"$492,978",$0,"$249,373"
3062840050,"$491,920",$0,"$491,920",$0,0,"$48,741",$0,$0,"$540,661",$0,"$228,739"
2040770034,"$491,782",$0,"$491,782",$0,0,"$60,450",$0,$0,"$552,232",$0,"$284,387"
2032870109,"$491,575",$0,"$491,575",$0,0,$0,$0,$0,"$491,575",$0,"$296,739"
1007740055,"$491,539",$0,"$491,539",$0,0,$0,$0,$0,"$491,539",$0,"$122,649"
1007740056,"$491,539",$0,"$491,539",$0,0,$0,$0,$0,"$491,539",$0,"$122,649"
3067950060,"$491,270",$0,"$491,270",$0,0,$0,$0,$0,"$492,470","$5,015","$298,843"
3050660086,"$491,040",$0,"$491,040",$0,0,$0,$0,$0,"$491,040",$0,"$381,527"
1005030009,"$491,020",$0,"$491,020",$0,0,$0,$0,$0,"$491,020","$23,190","$136,904"
3074140033,"$490,961",$0,"$490,961",$0,0,$0,$0,"$2,785","$507,132","$12,574","$330,898"
1022290005,"$490,876",$0,"$490,876",$0,0,"$88,575",$0,$0,"$586,106",$0,"$240,247"
2033320081,"$490,860",$0,"$490,860",$0,0,$0,$0,$0,"$490,860",$0,"$336,735"
1016310056,"$490,819",$0,"$490,819",$0,0,"$156,578",$0,$0,"$663,757",$0,"$207,469"
1016310156,"$490,819",$0,"$490,819",$0,0,"$156,578",$0,$0,"$663,757",$0,"$207,469"
1006200068,"$490,745",$0,"$490,745",$0,0,$0,$0,$0,"$494,887",$0,"$137,788"
4096310227,"$490,436",$0,"$490,436",$0,0,$0,$0,"$1,179","$514,939","$7,008","$283,327"
1015630009,"$490,235","$21,260","$511,495",$0,0,$0,$0,$0,"$511,495","$21,854","$152,192"
2025050006,"$490,076",$0,"$490,076",$0,0,$0,$0,$0,"$490,076",$0,"$328,472"
1012470015,"$490,029",$0,"$490,029",$0,0,$0,$0,$0,"$490,029",$0,"$148,239"
2033190107,"$490,002",$0,"$490,002",$0,0,$0,$0,$0,"$490,002",$0,"$257,586"
2033100040,"$489,820",$0,"$489,820","$71,550",0,$0,$0,$0,"$561,370",$0,"$265,538"
3087110085,"$489,758",$0,"$489,758",$0,0,$0,$0,"$51,932","$541,690",$0,"$175,998"
1015850005,"$489,491",$0,"$489,491","$3,600",0,$0,$0,$0,"$493,091","$86,708","$217,194"
1020020101,"$489,302",$0,"$489,302",$0,0,$0,$0,$0,"$489,302",$0,"$231,682"
4108220001,"$489,211",$0,"$489,211",$0,0,$0,$0,$0,"$494,091","$5,300","$382,458"
2048310064,"$489,157",$0,"$489,157",$0,0,$0,$0,$0,"$489,157",$0,"$243,908"
3049180025,"$489,084",$0,"$489,084",$0,0,$0,$0,$0,"$489,084",$0,"$309,364"
3050650075,"$489,029",$0,"$489,029",$0,0,$0,$0,$0,"$489,029","$17,360","$281,426"
1022470001,"$488,967",$0,"$488,967",$0,0,"$108,876",$0,$0,"$597,843",$0,"$243,403"
3011810001,"$488,830",$0,"$488,830",$0,0,$0,$0,$0,"$489,369",$0,"$692,674"
2024610040,"$488,653",$0,"$488,653",$0,0,$0,$0,$0,"$488,653",$0,"$326,382"
3060170038,"$488,585",$0,"$488,585",$0,0,$0,$0,"$9,095","$503,512",$0,"$281,744"
1021420063,"$488,557",$0,"$488,557",$0,0,$0,$0,$0,"$488,557",$0,"$282,140"
1021420078,"$488,557",$0,"$488,557",$0,0,$0,$0,$0,"$488,557",$0,"$282,140"
1021420081,"$488,557",$0,"$488,557",$0,0,$0,$0,$0,"$488,557",$0,"$282,140"
1021420097,"$488,557",$0,"$488,557",$0,0,$0,$0,$0,"$488,557",$0,"$282,140"
1010720029,"$488,460",$0,"$488,460",$0,0,"$327,000",$0,$0,"$815,460","$65,085","$395,853"
2028780100,"$488,311",$0,"$488,311",$0,0,"$100,293",$0,$0,"$588,604",$0,"$428,353"
1021440008,"$488,203",$0,"$488,203",$0,0,$0,$0,$0,"$488,515",$0,"$184,753"
4098840001,"$488,088",$0,"$488,088",$0,0,$0,$0,$0,"$508,974",$0,"$225,392"
1007640024,"$488,085",$0,"$488,085",$0,0,"$69,000",$0,$0,"$559,235",$0,"$194,520"
4028880030,"$487,709",$0,"$487,709","$41,900",0,$0,$0,$0,"$529,609",$0,"$348,870"
2027570028,"$487,696",$0,"$487,696",$0,0,$0,$0,"$1,518,979","$2,006,762",$0,"$1,494,923"
3054380049,"$487,353",$0,"$487,353",$0,0,$0,$0,$0,"$487,353",$0,"$168,708"
3066250034,"$487,258",$0,"$487,258",$0,0,$0,$0,$0,"$487,258",$0,"$197,848"
2059070348,"$487,019",$0,"$487,019","$17,400",0,$0,$0,$0,"$534,736",$0,"$466,803"
1012350042,"$486,838","$7,514,478","$8,001,316",$0,0,"$1,079,766",$0,$0,"$9,986,612","$18,106","$2,514,348"
3050260241,"$486,738",$0,"$486,738",$0,0,"$179,062",$0,"$31,859","$703,179",$950,"$366,852"
2031000001,"$486,618",$0,"$486,618",$0,0,$0,$0,$0,"$486,618",$0,"$438,742"
4030140032,"$486,559",$0,"$486,559",$0,0,$0,$0,$0,"$486,559",$0,"$358,150"
4032580033,"$486,348",$0,"$486,348",$0,0,$0,$0,$0,"$486,348",$0,"$183,344"
1014960021,"$486,343","$2,469,263","$2,955,606","$165,428",0,"$491,705",$0,$0,"$3,694,823",$0,"$880,253"
3086890097,"$486,143",$0,"$486,143",$0,0,$0,$0,"$251,174","$737,317",$0,"$403,392"
2033080001,"$485,970",$0,"$485,970",$0,0,$0,$0,$0,"$485,970",$429,"$482,463"
3067030035,"$485,956",$0,"$485,956",$0,0,$0,$0,"$1,049","$489,585",$0,"$355,955"
2042880030,"$485,846",$0,"$485,846",$0,0,$0,$0,"$78,706","$564,552",$0,"$303,831"
2028650032,"$485,735",$0,"$485,735",$0,0,$0,$0,$0,"$485,735",$0,"$249,358"
2031620045,"$485,632",$0,"$485,632",$0,0,"$150,101",$0,$0,"$639,711","$15,569","$436,785"
2033310001,"$485,575",$0,"$485,575",$0,0,$0,$0,$0,"$485,575",$0,"$400,720"
3002530007,"$485,486",$0,"$485,486",$0,0,$0,$0,$0,"$493,611",$0,"$246,080"
2033560180,"$485,471",$0,"$485,471",$0,0,$0,$0,$0,"$485,471",$0,"$254,829"
3073220027,"$485,380",$0,"$485,380",$0,0,$0,$0,$0,"$485,380","$7,731","$321,618"
1004400014,"$485,000",$0,"$485,000",$0,0,$0,$0,$0,"$485,000","$83,000","$339,125"
