BBL,Regulated Apt Income,Unregulated Apt Income,Total Apartment Rental Income ,Office Income,Retail Units,Retail Income,Owner Occupied Income,Gov't Rent Subsidies Income,Total Real Estate Income,Amortized Leasing & Tenant Improvem Expenses 1,Total Expenses 
1009720001,"$134,782,556",$0,"$134,782,556","$499,288",0,"$3,251,614","$303,645","$500,144","$143,046,642","$15,009,093","$69,619,125"
3044350001,"$71,327,899",$0,"$71,327,899",$0,0,$0,$0,$0,"$77,739,682",$0,"$61,594,238"
3044350050,"$71,327,899",$0,"$71,327,899",$0,0,$0,$0,$0,"$77,739,682",$0,"$61,594,238"
3044520001,"$71,327,899",$0,"$71,327,899",$0,0,$0,$0,$0,"$77,739,682",$0,"$61,594,238"
3044520010,"$71,327,899",$0,"$71,327,899",$0,0,$0,$0,$0,"$77,739,682",$0,"$61,594,238"
3044520020,"$71,327,899",$0,"$71,327,899",$0,0,$0,$0,$0,"$77,739,682",$0,"$61,594,238"
3044520040,"$71,327,899",$0,"$71,327,899",$0,0,$0,$0,$0,"$77,739,682",$0,"$61,594,238"
3044520060,"$71,327,899",$0,"$71,327,899",$0,0,$0,$0,$0,"$77,739,682",$0,"$61,594,238"
3044520080,"$71,327,899",$0,"$71,327,899",$0,0,$0,$0,$0,"$77,739,682",$0,"$61,594,238"
3044520085,"$71,327,899",$0,"$71,327,899",$0,0,$0,$0,$0,"$77,739,682",$0,"$61,594,238"
3044520105,"$71,327,899",$0,"$71,327,899",$0,0,$0,$0,$0,"$77,739,682",$0,"$61,594,238"
3044520125,"$71,327,899",$0,"$71,327,899",$0,0,$0,$0,$0,"$77,739,682",$0,"$61,594,238"
3044520135,"$71,327,899",$0,"$71,327,899",$0,0,$0,$0,$0,"$77,739,682",$0,"$61,594,238"
3044520200,"$71,327,899",$0,"$71,327,899",$0,0,$0,$0,$0,"$77,739,682",$0,"$61,594,238"
3044520325,"$71,327,899",$0,"$71,327,899",$0,0,$0,$0,$0,"$77,739,682",$0,"$61,594,238"
4033480021,"$51,248,594",$0,"$51,248,594",$0,0,$0,$0,$0,"$51,248,594","$10,675","$595,105"
1009780001,"$40,589,681",$0,"$40,589,681","$233,056",0,"$351,556","$63,876","$245,675","$42,675,612","$10,674,823","$28,427,693"
1000160100,"$40,572,179",$0,"$40,572,179",$0,0,"$2,041,590","$1,138,159",$0,"$46,309,081","$715,042","$22,508,564"
1009660001,"$23,409,212",$0,"$23,409,212",$0,0,"$741,051",$0,$0,"$24,798,486",$0,"$6,482,367"
1010470018,"$22,528,110",$0,"$22,528,110","$2,652,954",0,"$394,521",$0,$0,"$28,730,313","$182,066","$7,084,489"
1011710063,"$22,471,652",$0,"$22,471,652",$0,0,"$433,383",$0,$0,"$24,328,114","$7,564","$6,871,410"
1010890001,"$21,275,178",$0,"$21,275,178",$0,0,"$110,799",$0,$0,"$22,627,578","$336,418","$8,686,504"
1014230010,"$20,773,655",$0,"$20,773,655",$0,0,"$1,169,348",$0,"$27,625","$22,304,019","$41,247","$9,930,507"
1010680003,"$20,338,229",$0,"$20,338,229","$1,664,728",0,"$1,074,195","$243,000",$0,"$24,932,243","$87,013","$5,985,765"
1014200001,"$20,271,470",$0,"$20,271,470","$459,426",0,"$2,075,822","$40,800",$0,"$24,202,177","$88,251","$7,334,083"
1007210007,"$20,074,956",$0,"$20,074,956","$986,766",0,$0,"$24,000","$115,611","$22,451,773",$0,"$10,137,446"
3049640040,"$18,063,978",$0,"$18,063,978",$0,0,"$81,852",$0,$0,"$18,349,427",$0,"$17,740,391"
3049640047,"$18,063,978",$0,"$18,063,978",$0,0,"$81,852",$0,$0,"$18,349,427",$0,"$17,740,391"
3049670040,"$18,063,978",$0,"$18,063,978",$0,0,"$81,852",$0,$0,"$18,349,427",$0,"$17,740,391"
3049810001,"$18,063,978",$0,"$18,063,978",$0,0,"$81,852",$0,$0,"$18,349,427",$0,"$17,740,391"
3049810050,"$18,063,978",$0,"$18,063,978",$0,0,"$81,852",$0,$0,"$18,349,427",$0,"$17,740,391"
3049950030,"$18,063,978",$0,"$18,063,978",$0,0,"$81,852",$0,$0,"$18,349,427",$0,"$17,740,391"
3050000200,"$18,063,978",$0,"$18,063,978",$0,0,"$81,852",$0,$0,"$18,349,427",$0,"$17,740,391"
1013760001,"$16,818,578",$0,"$16,818,578","$3,270,361",0,$0,$0,$0,"$20,699,299","$73,624","$4,746,634"
1011710132,"$16,494,062",$0,"$16,494,062",$0,0,$0,$0,"$232,847","$17,189,293",$0,"$4,695,116"
1008240011,"$15,535,554",$0,"$15,535,554",$0,0,"$4,198,366","$1,600,000","$560,932","$22,867,476","$255,752","$4,617,191"
1011710062,"$15,218,827",$0,"$15,218,827",$0,0,"$1,344,661",$0,$0,"$17,420,959","$16,147","$5,376,026"
4157800020,"$15,033,218",$0,"$15,033,218","$686,793",0,$0,"$24,000","$33,275","$16,489,840","$242,470","$8,732,874"
4157800100,"$15,033,218",$0,"$15,033,218","$686,793",0,$0,"$24,000","$33,275","$16,489,840","$242,470","$8,732,874"
4158100001,"$15,033,218",$0,"$15,033,218","$686,793",0,$0,"$24,000","$33,275","$16,489,840","$242,470","$8,732,874"
4158100071,"$15,033,218",$0,"$15,033,218","$686,793",0,$0,"$24,000","$33,275","$16,489,840","$242,470","$8,732,874"
4158150220,"$15,033,218",$0,"$15,033,218","$686,793",0,$0,"$24,000","$33,275","$16,489,840","$242,470","$8,732,874"
1008350001,"$14,587,525",$0,"$14,587,525","$8,697,884",0,$0,"$184,844",$0,"$23,811,358","$1,516,316","$7,992,807"
1009440010,"$14,520,665",$0,"$14,520,665",$0,0,"$60,000",$0,$0,"$15,635,064","$335,718","$4,661,234"
3003110036,"$14,519,674","$60,615","$14,580,289",$0,0,$0,$0,$0,"$14,580,289",$0,"$46,202"
1011710129,"$14,294,877",$0,"$14,294,877",$0,0,$0,$0,$0,"$15,348,095",$0,"$4,658,280"
1014260044,"$13,881,355",$0,"$13,881,355",$0,0,"$893,442",$0,$0,"$15,306,584","$3,250","$4,031,207"
1017370001,"$13,857,070",$0,"$13,857,070",$0,0,$0,$0,"$502,511","$14,785,535",$0,"$11,272,592"
1017370015,"$13,857,070",$0,"$13,857,070",$0,0,$0,$0,"$502,511","$14,785,535",$0,"$11,272,592"
1017370025,"$13,857,070",$0,"$13,857,070",$0,0,$0,$0,"$502,511","$14,785,535",$0,"$11,272,592"
1017370059,"$13,857,070",$0,"$13,857,070",$0,0,$0,$0,"$502,511","$14,785,535",$0,"$11,272,592"
1017370069,"$13,857,070",$0,"$13,857,070",$0,0,$0,$0,"$502,511","$14,785,535",$0,"$11,272,592"
1008580008,"$13,840,065",$0,"$13,840,065",$0,0,$0,$0,$0,"$14,734,057","$15,256","$3,683,217"
1014180021,"$13,793,166",$0,"$13,793,166",$0,0,"$1,672,496",$0,$0,"$16,765,965","$97,029","$5,027,158"
1008280001,"$13,631,610",$0,"$13,631,610","$70,973",0,"$938,527",$0,$0,"$16,539,849","$33,508","$3,672,224"
1001420025,"$13,293,195",$0,"$13,293,195",$0,0,"$678,244",$0,"$5,476,690","$21,942,341","$3,379","$14,454,973"
1000160200,"$13,199,755",$0,"$13,199,755",$0,0,"$9,992",$0,"$4,488","$14,206,735","$23,709","$4,086,796"
1000260021,"$12,476,752",$0,"$12,476,752",$0,0,"$786,645",$0,"$84,442","$14,080,047","$26,671","$3,821,742"
1015390001,"$12,410,137",$0,"$12,410,137",$0,0,"$1,241,457",$0,"$1,328,978","$16,469,040","$180,871","$5,489,418"
1016240033,"$12,307,046",$0,"$12,307,046",$0,0,"$154,031",$0,"$10,149","$13,739,159","$2,786","$6,052,948"
1001510001,"$12,296,549",$0,"$12,296,549",$0,0,"$332,145",$0,"$1,265","$13,334,589","$12,480","$4,708,327"
1000760011,"$12,099,542",$0,"$12,099,542",$0,0,"$624,312",$0,$0,"$13,259,882","$50,026","$3,183,760"
1002530001,"$12,094,792",$0,"$12,094,792",$0,0,"$335,842",$0,"$867,877","$13,989,377",$0,"$11,249,516"
1014250005,"$11,929,481",$0,"$11,929,481",$0,0,$0,$0,"$6,978","$12,478,565","$3,633","$5,293,814"
1000250019,"$11,785,396",$0,"$11,785,396",$0,0,"$132,359",$0,$0,"$12,199,136","$9,024","$3,097,724"
1014650001,"$11,259,998",$0,"$11,259,998",$0,0,"$1,858,200",$0,$0,"$13,331,233",$0,"$3,724,391"
1000160210,"$10,938,705",$0,"$10,938,705",$0,0,"$32,704",$0,$0,"$11,230,702","$1,245","$2,636,527"
1017600001,"$10,934,639",$0,"$10,934,639",$0,0,$0,$0,"$198,012","$11,565,907",$0,"$8,739,794"
1017600101,"$10,934,639",$0,"$10,934,639",$0,0,$0,$0,"$198,012","$11,565,907",$0,"$8,739,794"
1000160205,"$10,828,456",$0,"$10,828,456",$0,0,"$23,330",$0,$0,"$11,082,062",$0,"$5,929,821"
3013020001,"$10,802,710",$0,"$10,802,710",$0,0,$0,$0,"$1,095,362","$12,085,794",$0,"$7,577,243"
1000630003,"$10,499,242",$0,"$10,499,242",$0,0,$0,$0,$0,"$12,245,242","$2,039,645","$7,779,399"
1009390001,"$10,460,506",$0,"$10,460,506","$261,518",0,"$684,566","$234,360",$0,"$12,824,681","$188,800","$4,064,191"
1015630004,"$10,347,643",$0,"$10,347,643",$0,0,"$388,555","$30,000",$0,"$11,210,752","$279,360","$4,320,519"
1012280061,"$9,960,085",$0,"$9,960,085",$0,0,"$188,316",$0,$0,"$10,840,766","$52,330","$2,510,057"
1015490001,"$9,917,782","$3,208,824","$13,126,606","$1,735,320",0,$0,$0,$0,"$16,111,420","$834,671","$6,139,127"
3044141001,"$9,910,398",$0,"$9,910,398",$0,0,$0,$0,$0,"$9,987,208",$0,"$6,147,117"
1008020036,"$9,852,657",$0,"$9,852,657","$1,200",0,"$777,767",$0,$0,"$10,841,097","$174,185","$2,566,400"
1006950015,"$9,728,361",$0,"$9,728,361",$0,0,"$678,748",$0,"$123,634","$10,644,256","$224,060","$3,300,534"
1015140039,"$9,621,907",$0,"$9,621,907","$324,778",0,"$1,253,856",$0,$0,"$11,722,260","$27,367","$5,265,842"
1011189001,"$9,617,782",$0,"$9,617,782",$0,0,"$246,795","$106,856",$0,"$10,580,806","$947,505","$3,624,894"
1001700020,"$9,521,351",$0,"$9,521,351","$797,920",0,$0,$0,$0,"$11,711,431",$0,"$2,401,591"
1005659021,"$9,402,951",$0,"$9,402,951",$0,0,$0,$0,$0,"$9,484,009",$0,"$2,566,568"
1021530001,"$9,209,825",$0,"$9,209,825",$0,0,"$574,327",$0,"$1,244,876","$11,156,519",$0,"$6,651,778"
1021620001,"$9,209,825",$0,"$9,209,825",$0,0,"$574,327",$0,"$1,244,876","$11,156,519",$0,"$6,651,778"
1010280017,"$9,161,865",$0,"$9,161,865",$0,0,"$583,520","$127,170","$8,187","$10,848,389","$426,152","$3,446,555"
1011710133,"$9,094,520",$0,"$9,094,520",$0,0,$0,$0,$0,"$9,393,011",$0,"$3,708,601"
1010799029,"$8,993,468",$0,"$8,993,468",$0,0,"$66,349",$0,$0,"$9,456,996","$6,107","$3,183,883"
1014250001,"$8,939,473",$0,"$8,939,473",$0,0,$0,$0,"$38,964","$9,169,210",$0,"$2,243,453"
1015610021,"$8,938,773",$0,"$8,938,773","$59,868",0,$0,$0,"$78,265","$9,486,730","$66,887","$3,849,001"
1018520005,"$8,790,950",$0,"$8,790,950",$0,0,"$1,822,713",$0,$0,"$10,948,474","$479,233","$5,989,432"
1014550013,"$8,717,413",$0,"$8,717,413",$0,0,$0,$0,$0,"$8,780,784","$566,123","$4,585,410"
1015310029,"$8,602,775",$0,"$8,602,775",$0,0,"$2,417,206",$0,$0,"$11,649,580",$0,"$2,504,638"
1014590001,"$8,550,284","$762,216","$9,312,500",$0,0,"$435,284",$0,"$37,051","$9,936,740","$56,300","$5,301,912"
1007950001,"$8,536,862",$0,"$8,536,862",$0,0,"$1,017,289",$0,"$71,185","$9,987,009","$129,719","$2,629,993"
1008750003,"$8,520,511",$0,"$8,520,511",$0,0,"$191,736",$0,$0,"$8,712,247","$18,015","$444,027"
4076440002,"$8,507,874",$0,"$8,507,874",$0,0,$0,$0,$0,"$9,393,391",$0,"$3,341,555"
4076580002,"$8,507,874",$0,"$8,507,874",$0,0,$0,$0,$0,"$9,393,391",$0,"$3,341,555"
4076600002,"$8,507,874",$0,"$8,507,874",$0,0,$0,$0,$0,"$9,393,391",$0,"$3,341,555"
4076720002,"$8,507,874",$0,"$8,507,874",$0,0,$0,$0,$0,"$9,393,391",$0,"$3,341,555"
1010440029,"$8,411,806",$0,"$8,411,806","$1,689,011",0,$0,$0,$0,"$10,306,433","$67,772","$2,007,837"
1000150022,"$8,380,254",$0,"$8,380,254",$0,0,"$21,600",$0,$0,"$8,654,004","$1,223","$2,547,462"
1009070025,"$8,348,864",$0,"$8,348,864",$0,0,"$400,027",$0,$0,"$9,104,994",$0,"$2,418,492"
1010300058,"$8,258,511",$0,"$8,258,511","$255,635",0,"$1,136,589",$0,$0,"$9,650,735","$213,370","$5,595,581"
1014220021,"$8,212,339",$0,"$8,212,339",$0,0,"$324,528",$0,$0,"$8,801,573","$9,096","$4,218,863"
1011700001,"$7,966,034",$0,"$7,966,034","$257,688",0,"$2,117,904","$48,000",$0,"$11,109,807","$262,305","$5,371,242"
1000160070,"$7,707,017",$0,"$7,707,017",$0,0,$0,$0,$0,"$8,514,006",$0,"$3,182,850"
1012200001,"$7,660,059",$0,"$7,660,059",$0,0,"$280,447","$14,625","$5,080","$8,613,866","$16,095","$2,483,708"
1010480020,"$7,429,273",$0,"$7,429,273","$3,866,172",0,"$1,429,580","$126,260",$0,"$14,345,386","$205,994","$4,161,737"
1007901102,"$7,403,368",$0,"$7,403,368",$0,0,$0,$0,$0,"$7,457,064",$0,"$2,219,386"
1011260029,"$7,376,559",$0,"$7,376,559","$354,900",0,$0,$0,$0,"$7,837,533",$0,"$6,230,099"
1010240001,"$7,280,048",$0,"$7,280,048",$0,0,"$1,278,390",$0,$0,"$8,727,998",$0,"$3,698,397"
1007750044,"$7,150,482",$0,"$7,150,482",$0,0,"$1,017,228",$0,$0,"$8,321,308","$33,179","$2,016,142"
1000220024,"$6,832,364","$429,465","$7,261,829",$0,0,$0,$0,$0,"$9,052,659","$101,289","$4,176,809"
1010511003,"$6,783,776",$0,"$6,783,776",$0,0,$0,$0,$0,"$6,831,091",$0,"$2,198,566"
4029740060,"$6,746,517",$0,"$6,746,517",$0,0,$0,$0,$0,"$6,972,941",$0,"$3,771,940"
4029740085,"$6,746,517",$0,"$6,746,517",$0,0,$0,$0,$0,"$6,972,941",$0,"$3,771,940"
4066790006,"$6,639,900",$0,"$6,639,900",$0,0,$0,$0,$0,"$6,689,760",$0,"$3,750,548"
4066800001,"$6,639,900",$0,"$6,639,900",$0,0,$0,$0,$0,"$6,689,760",$0,"$3,750,548"
4066810001,"$6,639,900",$0,"$6,639,900",$0,0,$0,$0,$0,"$6,689,760",$0,"$3,750,548"
4066820018,"$6,639,900",$0,"$6,639,900",$0,0,$0,$0,$0,"$6,689,760",$0,"$3,750,548"
4067010001,"$6,639,900",$0,"$6,639,900",$0,0,$0,$0,$0,"$6,689,760",$0,"$3,750,548"
4067020001,"$6,639,900",$0,"$6,639,900",$0,0,$0,$0,$0,"$6,689,760",$0,"$3,750,548"
4067030002,"$6,639,900",$0,"$6,639,900",$0,0,$0,$0,$0,"$6,689,760",$0,"$3,750,548"
4067040001,"$6,639,900",$0,"$6,639,900",$0,0,$0,$0,$0,"$6,689,760",$0,"$3,750,548"
4068030002,"$6,639,900",$0,"$6,639,900",$0,0,$0,$0,$0,"$6,689,760",$0,"$3,750,548"
4068070002,"$6,639,900",$0,"$6,639,900",$0,0,$0,$0,$0,"$6,689,760",$0,"$3,750,548"
4068080025,"$6,639,900",$0,"$6,639,900",$0,0,$0,$0,$0,"$6,689,760",$0,"$3,750,548"
1015520023,"$6,616,112",$0,"$6,616,112",$0,0,"$296,737",$0,$0,"$6,950,703",$0,"$2,022,008"
1014220048,"$6,539,018",$0,"$6,539,018",$0,0,"$940,584",$0,$0,"$7,600,188",$0,"$2,403,320"
1013110045,"$6,526,792",$0,"$6,526,792","$108,000",0,$0,$0,$0,"$6,664,792","$177,688","$1,992,150"
1015440030,"$6,244,933",$0,"$6,244,933",$0,0,"$1,526,514",$0,$0,"$8,239,635","$86,654","$3,061,299"
1010330001,"$6,126,107",$0,"$6,126,107",$0,0,"$937,410",$0,$0,"$7,420,171","$17,933","$2,390,806"
1010080029,"$6,103,612",$0,"$6,103,612",$0,0,"$1,843,175",$0,$0,"$8,078,974","$49,395","$2,406,329"
1008900011,"$6,070,881",$0,"$6,070,881",$0,0,"$323,494",$0,$0,"$6,536,638","$85,875","$1,726,892"
1014160002,"$6,053,143",$0,"$6,053,143","$365,507",0,"$659,846",$0,$0,"$7,940,021","$17,856","$4,525,255"
4129800001,"$6,048,885",$0,"$6,048,885",$0,0,$0,$0,$0,"$6,185,499","$511,402","$2,985,837"
1015590019,"$5,990,014",$0,"$5,990,014",$0,0,"$971,518",$0,$0,"$7,360,418",$0,"$3,324,031"
1014269035,"$5,970,263",$0,"$5,970,263",$0,0,$0,$0,$0,"$6,007,463",$0,"$1,999,693"
1005210045,"$5,948,796",$0,"$5,948,796",$0,0,$0,$0,$0,"$6,194,233","$55,673","$1,049,813"
4156100001,"$5,929,332",$0,"$5,929,332","$86,718",0,"$42,084","$6,095,691",$0,"$12,303,390",$0,"$4,900,502"
1008890039,"$5,913,859",$0,"$5,913,859",$0,0,"$405,788",$0,$0,"$6,564,000","$92,135","$2,974,823"
1014010033,"$5,876,078",$0,"$5,876,078",$0,0,"$1,943,884",$0,$0,"$9,047,865","$49,799","$3,971,687"
1013680001,"$5,873,753",$0,"$5,873,753",$0,0,"$1,105,962",$0,"$37,992","$7,279,359","$5,003","$2,645,364"
1013900067,"$5,656,953",$0,"$5,656,953",$0,0,$0,$0,"$2,671","$5,739,722",$0,"$3,235,104"
1000760009,"$5,618,412",$0,"$5,618,412",$0,0,"$89,252",$0,$0,"$5,929,721","$3,398","$743,696"
1008630044,"$5,559,635",$0,"$5,559,635","$522,085",0,"$1,189,297",$0,$0,"$8,079,488","$88,055","$3,105,758"
2036000004,"$5,508,802",$0,"$5,508,802",$0,0,"$580,047",$0,"$1,700,838","$8,517,528","$13,791","$7,169,166"
1000691102,"$5,466,779","$49,575","$5,516,354",$0,0,$0,$0,$0,"$5,722,469","$78,993","$1,383,269"
1000901002,"$5,461,017",$0,"$5,461,017",$0,0,$0,$0,$0,"$5,545,543","$61,057","$1,036,012"
1010460047,"$5,452,490",$0,"$5,452,490",$0,0,$0,$0,$0,"$5,534,960",$0,"$1,956,966"
1000160020,"$5,440,218",$0,"$5,440,218",$0,0,$0,$0,$0,"$5,485,433",$0,"$1,651,596"
1015470023,"$5,423,630",$0,"$5,423,630",$0,0,"$380,902",$0,$0,"$6,387,438","$18,349","$2,234,278"
1006030001,"$5,344,913",$0,"$5,344,913",$0,0,"$152,551",$0,$0,"$6,232,184",$0,"$4,273,817"
1006040014,"$5,344,913",$0,"$5,344,913",$0,0,"$152,551",$0,$0,"$6,232,184",$0,"$4,273,817"
1006330024,"$5,344,913",$0,"$5,344,913",$0,0,"$152,551",$0,$0,"$6,232,184",$0,"$4,273,817"
1006370025,"$5,344,913",$0,"$5,344,913",$0,0,"$152,551",$0,$0,"$6,232,184",$0,"$4,273,817"
1006370030,"$5,344,913",$0,"$5,344,913",$0,0,"$152,551",$0,$0,"$6,232,184",$0,"$4,273,817"
1012210029,"$5,335,559",$0,"$5,335,559",$0,0,"$1,195,743",$0,$0,"$6,663,685","$167,674","$1,825,918"
1015570025,"$5,272,156",$0,"$5,272,156",$0,0,$0,$0,$0,"$5,798,668","$119,145","$1,839,885"
1014910004,"$5,243,721",$0,"$5,243,721","$94,457",0,$0,"$51,493",$0,"$5,404,071","$2,240","$2,006,904"
1009390038,"$5,171,843",$0,"$5,171,843","$20,286",0,$0,$0,$0,"$5,443,807","$3,791","$1,767,308"
3050260100,"$5,095,926",$0,"$5,095,926",$0,0,$0,$0,$0,"$5,095,926",$0,"$2,916,747"
3050260132,"$5,095,926",$0,"$5,095,926",$0,0,$0,$0,$0,"$5,095,926",$0,"$2,916,747"
1005450059,"$5,062,902",$0,"$5,062,902",$0,0,"$1,452,023",$0,$0,"$6,552,380",$0,"$1,995,825"
1008650040,"$4,974,500",$0,"$4,974,500",$0,0,$0,$0,"$6,006","$5,208,217","$23,080","$2,474,573"
3069630001,"$4,967,632",$0,"$4,967,632",$0,0,$0,$0,$0,"$6,581,743",$0,"$4,953,961"
1010450029,"$4,931,657",$0,"$4,931,657",$0,0,"$1,382,162",$0,$0,"$6,628,393",$0,"$2,273,128"
1012080029,"$4,864,625",$0,"$4,864,625",$0,0,$0,$0,$0,"$4,883,621","$9,815","$2,422,351"
1011980029,"$4,842,605",$0,"$4,842,605",$0,0,$0,$0,"$25,412","$4,962,878","$1,225","$2,662,931"
5029220265,"$4,797,126",$0,"$4,797,126",$0,0,$0,$0,$0,"$4,797,126",$0,"$4,248,103"
5029220001,"$4,795,525",$0,"$4,795,525",$0,0,$0,$0,$0,"$4,795,525",$0,"$4,577,385"
1009390028,"$4,780,585",$0,"$4,780,585",$0,0,"$3,349,442",$0,$0,"$8,407,383","$178,105","$1,661,842"
1014180045,"$4,766,018",$0,"$4,766,018",$0,0,"$494,809",$0,$0,"$5,690,415","$5,438","$1,998,782"
4015100020,"$4,751,060",$0,"$4,751,060",$0,0,$0,$0,"$21,600","$4,905,489",$0,"$3,150,579"
4015110001,"$4,751,060",$0,"$4,751,060",$0,0,$0,$0,"$21,600","$4,905,489",$0,"$3,150,579"
4015520001,"$4,751,060",$0,"$4,751,060",$0,0,$0,$0,"$21,600","$4,905,489",$0,"$3,150,579"
4015530001,"$4,751,060",$0,"$4,751,060",$0,0,$0,$0,"$21,600","$4,905,489",$0,"$3,150,579"
2045060001,"$4,723,322",$0,"$4,723,322","$73,390",0,$0,$0,"$338,132","$5,135,877",$0,"$4,108,815"
1009280031,"$4,683,061",$0,"$4,683,061",$0,0,"$333,439",$0,$0,"$5,041,765",$270,"$1,406,720"
1015460023,"$4,594,391",$0,"$4,594,391","$18,000",0,$0,$0,$0,"$5,094,934",$0,"$1,694,738"
4020860040,"$4,581,437",$0,"$4,581,437",$0,0,$0,$0,"$87,198","$4,792,822",$0,"$2,296,836"
4001170001,"$4,527,718",$0,"$4,527,718",$0,0,$0,$0,"$61,776","$4,655,438","$9,786","$2,643,550"
1001700001,"$4,499,197",$0,"$4,499,197",$0,0,"$488,400",$0,$0,"$5,571,096","$77,225","$1,280,266"
1016240015,"$4,493,601",$0,"$4,493,601",$0,0,"$584,755",$0,$0,"$5,168,468",$0,"$1,454,912"
1013750037,"$4,448,277","$379,197","$4,827,474",$0,0,$0,$0,$0,"$4,827,474","$31,456","$3,408,613"
1009000027,"$4,434,502",$0,"$4,434,502",$0,0,$0,"$297,965","$10,718","$4,794,642",$0,"$2,312,501"
4019650006,"$4,432,766",$0,"$4,432,766",$0,0,$0,$0,$0,"$5,141,172",$0,"$4,811,829"
1015170001,"$4,421,251",$0,"$4,421,251",$0,0,$0,"$73,200",$0,"$4,510,882","$3,067","$2,351,486"
4030780050,"$4,393,895",$0,"$4,393,895","$57,900",0,$0,$0,"$105,400","$4,615,869",$0,"$1,702,373"
4030780065,"$4,393,895",$0,"$4,393,895","$57,900",0,$0,$0,"$105,400","$4,615,869",$0,"$1,702,373"
4030800001,"$4,393,895",$0,"$4,393,895","$57,900",0,$0,$0,"$105,400","$4,615,869",$0,"$1,702,373"
4030800006,"$4,393,895",$0,"$4,393,895","$57,900",0,$0,$0,"$105,400","$4,615,869",$0,"$1,702,373"
4030800051,"$4,393,895",$0,"$4,393,895","$57,900",0,$0,$0,"$105,400","$4,615,869",$0,"$1,702,373"
1012210001,"$4,332,454",$0,"$4,332,454",$0,0,"$46,241",$0,$0,"$4,534,332",$0,"$2,203,952"
1005560015,"$4,263,937",$0,"$4,263,937",$0,0,$0,$0,$0,"$4,292,173","$177,343","$1,128,096"
1006190033,"$4,238,929",$0,"$4,238,929",$0,0,"$560,805",$0,$0,"$4,942,081",$0,"$2,066,561"
1018690054,"$4,233,405",$0,"$4,233,405",$0,0,"$768,141",$0,$0,"$5,001,546","$4,580","$2,471,066"
1013090050,"$4,169,702",$0,"$4,169,702",$0,0,"$1,197,800",$0,"$1,398","$5,522,492","$96,893","$2,703,828"
1000770001,"$4,145,125",$0,"$4,145,125",$0,0,"$136,000",$0,$0,"$4,728,828","$38,641","$3,329,139"
1014170028,"$4,137,991",$0,"$4,137,991",$0,0,"$750,893",$0,$0,"$4,970,028","$116,055","$3,392,803"
1013420012,"$4,080,158",$0,"$4,080,158","$166,066",0,$0,$0,$0,"$4,503,581",$0,"$1,954,884"
1013660001,"$4,077,091","$2,448,264","$6,525,355","$30,000",0,"$460,034",$0,"$3,223","$7,101,477","$44,570","$3,617,490"
1014380049,"$4,073,618",$0,"$4,073,618",$0,0,"$503,214",$0,$0,"$4,742,518","$54,248","$1,202,292"
1011580033,"$4,000,838",$0,"$4,000,838",$0,0,"$851,597",$0,"$2,336","$5,132,923",$0,"$3,784,253"
4014900018,"$3,948,525",$0,"$3,948,525",$0,0,$0,$0,$0,"$4,024,332","$109,556","$1,643,404"
1013490049,"$3,941,342",$0,"$3,941,342",$0,0,"$459,996",$0,"$8,476","$4,458,477","$3,457","$2,408,836"
1015100020,"$3,939,618",$0,"$3,939,618",$0,0,"$349,879",$0,$0,"$4,631,799","$114,470","$1,706,300"
1006410017,"$3,925,714",$0,"$3,925,714",$0,0,$0,$0,$0,"$3,981,061",$0,"$903,477"
2036680001,"$3,875,581",$0,"$3,875,581",$0,0,$0,$0,$0,"$3,988,728",$0,"$2,571,032"
1014390009,"$3,857,074",$0,"$3,857,074","$106,550",0,$0,$0,$0,"$3,963,624",$0,"$581,532"
1014970009,"$3,831,877","$3,612,700","$7,444,577","$523,783",0,"$2,248,788",$0,$0,"$10,788,042","$51,059","$3,470,848"
1015170020,"$3,830,938",$0,"$3,830,938",$0,0,"$522,633",$0,$0,"$4,377,419","$1,510","$1,515,784"
1015170050,"$3,830,938",$0,"$3,830,938",$0,0,"$522,633",$0,$0,"$4,377,419","$1,510","$1,515,784"
1013380035,"$3,824,544",$0,"$3,824,544","$104,000",0,$0,$0,$0,"$4,191,763",$0,"$1,351,137"
4051370102,"$3,813,969","$297,111","$4,111,080","$119,797",0,$0,$0,"$20,651","$4,653,389",$0,"$2,022,207"
1013360040,"$3,811,987","$1,493,351","$5,305,338","$50,186",0,"$203,400",$0,$0,"$5,642,334",$0,"$2,124,070"
3019240036,"$3,810,770",$0,"$3,810,770",$0,0,$0,$0,$0,"$3,856,448",$0,"$917,575"
1015900036,"$3,802,438",$0,"$3,802,438",$0,0,$0,$0,"$4,724","$3,932,944","$13,893","$2,282,127"
5029220150,"$3,787,451",$0,"$3,787,451",$0,0,$0,$0,$0,"$3,787,451",$0,"$2,827,290"
1010670012,"$3,774,453",$0,"$3,774,453",$0,0,$0,$0,$0,"$4,014,953",$0,"$1,628,348"
1011420064,"$3,773,136","$513,230","$4,286,366","$167,203",0,"$838,727",$0,$0,"$5,412,983","$6,631","$1,857,543"
1008660035,"$3,755,877",$0,"$3,755,877",$0,0,$0,$0,"$3,492","$3,778,755","$22,221","$2,024,330"
1013400001,"$3,747,849","$1,339,800","$5,087,649","$950,795",0,$0,$0,$0,"$6,503,439","$233,401","$2,088,834"
2030060067,"$3,722,628",$0,"$3,722,628",$0,0,$0,$0,$0,"$3,722,628",$0,"$2,262,800"
