BBL ,Regulated Apt Income,Unregulated Apt Income,Total Apartment Rental Income ,Office Income,Retail Income,Gov't Rent Subsidies Income,Total Real Estate Income,Total Expenses
1005400001,"$183,772","$312,738","$496,510",,"$218,500",,"$715,010","$133,726"
1006190013,"$524,842",,"$524,842",,,,"$524,842","$113,000"
1018360025,"$24,470","$165,920","$190,390",,"$77,100",,"$267,490","$182,073"
1018730037,"$218,470","$180,058","$398,528",,,,"$398,528","$106,041"
1018930022,"$185,650","$633,041","$818,691",,,,"$821,105","$234,425"
1004120034,"$89,985","$367,661","$457,646",,,,"$463,808","$566,339"
1004940030,"$23,320","$289,490","$312,810",,"$91,988",,"$404,798","$204,746"
1006100028,"$1,340,182",,"$1,340,182",,,,"$1,340,182","$540,808"
1009030032,"$127,383",,"$127,383",,"$56,000",,"$184,707",
1012380104,"$24,662","$6,990","$31,652",,,,"$31,662","$59,916"
1014080056,"$4,273",,"$4,273",,,,"$4,273","$132,729"
1016140012,"$458,657",,"$458,657",,,,"$459,845","$167,773"
1016660104,,"$118,622",118622,,"$73,254",,"$191,877","$62,376"
1017250069,"$170,505","$15,183","$185,688",,"$54,952",,"$233,701","$184,890"
1017500023,,"$59,254",59254,,"$169,140",,"$228,395","$39,798"
1018600034,"$235,334",,"$235,334",,"$58,223",,"$295,158","$93,540"
1020300001,"$340,545",,"$340,545",,"$208,195",,"$580,386","$191,022"
1020800033,"$232,936",,"$232,936",,"$81,392",,"$318,606","$117,538"
1020830051,"$415,144",,"$415,144",,,,"$423,874","$132,151"
1021280051,"$404,157",,"$404,157",,"$149,599",,"$557,158","$494,783"
1021290001,"$816,335",,"$816,335",,"$72,419",,"$920,496","$491,226"
1021290008,"$310,451",,"$310,451",,"$307,201",,"$624,432","$366,503"
1021650038,"$771,760",,"$771,760",,"$848,371",,"$1,674,225","$908,181"
1021650043,"$187,438",,"$187,438",,"$350,401",,"$540,881","$171,505"
1021760011,"$760,443",,"$760,443","$54,433",,,"$825,381","$314,510"
2024320001,"$681,069",,"$681,069",,"$201,627",,"$882,696","$556,571"
2024460021,"$714,392",,"$714,392",,,,"$714,392","$399,884"
2024630016,"$656,272",,"$656,272","$104,700",,,"$760,972","$436,422"
2024630030,"$582,562",,"$582,562",,,,"$582,562","$357,986"
2024630034,"$732,424",,"$732,424",,"$207,735",,"$940,159","$443,119"
2025140025,"$662,965",,"$662,965",,,,"$662,965","$350,134"
2027660074,,"$61,736",61736,"$76,090",,,"$137,826","$36,804"
2028070059,"$386,555",,"$386,555",,"$292,189",,"$678,744","$285,870"
2031650024,"$457,477",,"$457,477",,,,"$457,477","$298,754"
2032830013,"$104,631","$838,534","$943,165",,,,"$969,326","$461,624"
2032930113,"$1,036,299",,"$1,036,299","$29,160",,,"$1,117,905","$530,234"
2033170039,"$483,457",,"$483,457",,,,"$483,457","$244,458"
2033260060,"$667,814",,"$667,814",,,,"$667,814","$283,851"
2033270060,"$502,874",,"$502,874",,,,"$502,874","$206,441"
2033270119,"$712,156",,"$712,156","$51,000",,,"$763,156","$445,319"
2038670008,,"$70,853",70853,,,,"$70,853","$54,549"
4002680018,,"$358,877",358877,,"$70,208",,"$429,085","$193,451"
4006630045,"$135,033","$99,236","$234,269",,"$249,300",,"$498,570","$103,364"
4015440001,"$1,230,321",,"$1,230,321",,,,"$1,230,321","$434,548"
4035740026,"$67,717",,"$67,717",,"$82,500",,"$150,217","$64,431"
4050130016,"$258,912","$168,720","$427,632",,,,"$427,632","$319,335"
4097120159,"$461,260",,"$461,260",,,,"$461,260","$263,316"
4089330077,,"$26,937",26937,,"$159,342",,"$186,279","$79,646"
4103640020,"$282,523",,"$282,523",,,,"$282,523","$136,346"
4104970053,,"$15,900",15900,"$68,322",,,"$84,222","$49,383"
4109060033,,"$12,000",12000,"$21,976",,,"$33,976","$37,163"
4109060035,,"$23,100",23100,"$37,206","$24,623",,"$84,929","$79,544"
2025340001,"$318,402",,"$318,402",,,,"$318,402","$108,191"
2027370070,,"$22,200",22200,,"$49,600",,"$71,800","$40,850"
2031730050,"$455,277",,"$455,277",,,,"$455,277","$195,836"
2038940005,"$746,150",,"$746,150",,"$58,812",,"$804,962","$463,634"
2039000031,"$379,811",,"$379,811",,,,"$379,811","$228,426"
2039020024,,"$63,900",63900,,,,"$63,900","$38,156"
3008480001,"$9,365","$123,358","$132,723",,"$105,176",,"$242,263","$142,521"
3010230001,"$283,016",,"$283,016",,"$171,266",,"$460,306","$170,383"
3026880027,"$110,899","$83,517","$194,416",,,,"$194,416","$82,287"
3031190026,,"$189,809",189809,,,,,"$86,675"
3035170033,"$21,505",,"$21,505",,"$23,642",,"$45,147","$29,439"
3035170034,"$22,791",,"$22,791",,"$98,373",,"$122,102","$30,934"
3036420019,,"$6,348",6348,,,,"$6,348","$36,400"
3046590012,"$391,816",,"$391,816",,,,"$391,816","$215,833"
3050360045,"$67,800",,"$67,800","$35,750",,,"$103,550","$36,610"
3051300019,"$283,007",,"$283,007",,,,"$283,007","$189,347"
3052220078,"$211,209",,"$211,209",,,,"$211,209","$180,175"
3056170010,"$143,908",,"$143,908",,"$270,670",,"$414,578","$125,471"
3056560006,"$428,947",,"$428,947",,"$280,115",,"$709,062","$215,843"
3063660048,,"$10,000",10000,,,,"$10,095","$184,350"
1009240055,"$23,871","$104,196","$128,067",,,,"$238,008","$85,616"
1011410048,"$95,976","$395,638","$491,614",,,,"$491,614","$124,864"
1011420031,"$113,892","$169,092","$282,984",,"$186,264",,"$469,248","$96,947"
1018800053,"$111,051","$440,241","$551,292",,"$74,556",,"$629,099","$1,119,015"
1019270002,"$1,815,288",,"$1,815,288",,"$114,337",,"$1,944,640","$1,173,839"
1019930076,"$36,472","$808,092","$844,564",,"$108,998",,"$965,828","$997,065"
1021740098,"$69,757",,"$69,757",,"$32,551",,"$102,535","$78,756"
1021740099,"$65,735",,"$65,735",,"$43,703",,"$112,650","$52,546"
1021740100,"$61,891",,"$61,891",,"$56,100",,"$119,026","$50,087"
1021740199,"$65,318",,"$65,318","$50,691",,,"$120,079","$66,953"
1015190059,"$200,509","$325,792","$526,301",,"$409,439",,"$996,360","$163,807"
1015480049,"$27,017","$90,902","$117,919",,"$387,148",,"$513,467","$98,029"
1015480148,"$36,413","$151,559","$187,972",,"$163,452",,"$351,424","$151,744"
1018590024,"$224,212","$1,039,066","$1,263,278",,,,"$1,296,759","$481,813"
1019930079,"$45,459","$601,834","$647,293",,"$111,187",,"$803,597","$127,611"
1019930081,"$108,716","$538,864","$647,580",,"$132,363",,"$781,124","$280,016"
1021740060,"$129,602",,"$129,602",,,,"$129,836","$36,714"
3001820057,"$309,723","$10,172","$319,895","$60,750","$160,613",,"$541,258","$439,668"
3008760003,,"$355,552",355552,,,,"$355,552","$143,455"
3009220006,"$220,707","$55,837","$276,544",,,,"$276,545","$238,127"
3009220008,"$315,480","$62,900","$378,380",,,,"$378,380","$169,723"
3012430068,"$55,032","$182,759","$237,791",,,,"$238,152","$131,821"
3013940031,"$99,283","$5,500","$104,783",,,,"$104,783","$67,447"
3015330037,"$180,792",,"$180,792",,"$43,042",,"$223,834","$112,381"
3016120019,"$99,797","$308,195","$407,992",,,,"$407,993","$185,229"
3018520025,"$68,259","$364,650","$432,909",,,,"$432,910","$96,546"
3020450067,"$233,303",,"$233,303",,,,"$233,303","$182,534"
3037760050,"$299,033",,"$299,033",,,,"$299,033","$149,650"
3051010067,"$318,880",,"$318,880",,,,"$318,880","$393,574"
3072940049,"$632,120",,"$632,120",,,,"$632,120","$237,866"
1001070028,"$1,643,824",,"$1,643,824",,"$143,144",,"$1,786,968","$547,889"
1004010013,"$96,332","$221,078","$317,410",,,,"$317,410","$42,222"
1004460009,"$26,552","$704,418","$730,970",,"$62,125",,"$793,095","$138,403"
1004460011,"$157,860","$788,743","$946,603",,,,"$946,603","$166,141"
1004540004,"$130,730","$841,184","$971,914",,"$207,511",,"$1,221,266","$321,940"
1004610012,"$245,749","$617,428","$863,177",,"$127,050",,"$990,227","$259,094"
1007450042,,"$329,482",329482,,,,"$329,949","$61,566"
1010580104,"$61,301","$197,429","$258,730",,,,"$258,731","$83,244"
1011850057,"$18,000","$190,652","$208,652",,,,"$208,652","$138,612"
1015440038,"$949,000","$640,000","$1,589,000",,,,"$1,589,000","$349,300"
1021290024,"$683,114",,"$683,114",,,,"$683,114",
1021660052,"$301,331",,"$301,331",,"$192,870",,"$468,371",
1022170009,"$406,798",,"$406,798",,,"$174,028","$581,239","$394,989"
1022340032,"$444,921",,"$444,921",,,"$1,751","$446,672","$233,728"
1022380007,"$434,796","$26,400","$461,196",,,"$43,277","$510,798","$316,021"
1022410001,"$130,190","$166,623","$296,813",,,"$7,891","$304,704","$150,752"
1022410042,"$356,959","$30,375","$387,334",,,"$40,534","$427,893","$292,841"
1022430278,"$447,078","$120,450","$567,528",,,,"$613,058","$266,434"
1022500078,"$202,762","$215,300","$418,062",,,"$27,874","$445,937","$429,313"
1022500080,"$1,089,656","$132,216","$1,221,872",,,,"$1,226,823","$967,023"
4006240046,"$245,496","$465,954","$711,450",,,,"$711,450","$196,705"
4006460030,"$464,824","$632,098","$1,096,922",,,,"$1,100,222","$274,899"
4012910049,"$962,943",,"$962,943",,,,"$962,943","$339,129"
4012910049,"$962,943",,"$962,943",,,,"$962,943","$339,129"
4012960011,"$131,771",,"$131,771",,,,"$131,771","$83,075"
4013360032,"$912,849","$60,960","$973,809",,,,"$994,438","$178,236"
4015160031,"$493,228","$85,547","$578,775",,,,"$578,775","$252,561"
4032580023,"$741,820","$144,290","$886,110",,"$162,000",,"$1,048,092","$429,231"
4051010042,"$842,813",,"$842,813",,,,"$911,554","$297,531"
4062880008,,"$36,000",36000,,"$260,127",,"$296,127","$75,144"
3007490035,"$284,566","$75,300","$359,866",,,"$96,733","$456,599","$288,188"
3013460003,"$117,652",,"$117,652",,,,"$117,652","$132,597"
3019090032,"$62,900",,"$62,900","$31,592",,,"$94,492","$30,525"
3058680007,"$160,764","$161,580","$322,344",,,,"$322,344","$214,762"
3059130008,"$263,949","$34,320","$298,269",,"$75,600",,"$381,979","$197,035"
3073800013,"$903,603",,"$903,603",,"$31,200",,"$934,803","$477,845"
2024560061,"$776,677",,"$776,677",,"$84,000",,"$860,677",
2031480010,"$257,677",,"$257,677",,,,"$257,677","$188,141"
2031480012,"$254,826",,"$254,826",,"$26,178",,"$281,004","$207,257"
2033320042,"$712,584","$48,655","$761,239",,"$207,940","$8,390","$977,569","$552,436"
2033350110,"$1,262,997",,"$1,262,997",,,,"$1,266,296","$694,269"
2037400049,"$205,022",,"$205,022",,,,"$205,022","$135,435"
2041680022,"$204,255","$71,434","$275,689",,"$81,045","$5,278","$362,012","$205,383"
2041700001,"$718,586",,"$718,586",,,"$8,054","$726,640","$550,994"
2041940039,"$673,762","$153,926","$827,688",,"$28,940","$5,392","$862,020","$423,404"
2042470040,"$340,825",,"$340,825",,,,"$340,825","$235,988"
2042490025,"$504,828","$7,290","$512,118",,,"$8,875","$520,993","$319,166"
2053960001,"$278,033","$27,645","$305,678",,"$59,840","$3,240","$368,758","$230,294"
1004360050,"$226,025","$370,125","$596,150",,"$190,230",,"$786,380","$268,124"
1004360052,"$270,125","$785,959","$1,056,084",,"$288,068",,"$1,344,152","$477,305"
1004600042,"$63,006","$314,160","$377,166",,"$289,875",,"$667,041","$332,689"
1005720059,"$115,374","$120,750","$236,124",,"$290,105",,"$526,229","$419,901"
1005720060,"$30,095","$79,740","$109,835",,,,"$289,835","$227,718"
1007740076,"$201,176","$327,436","$528,612","$21,012",,,"$549,624","$265,982"
1007760069,"$115,576","$155,855","$271,431",,"$347,150",,"$660,976","$268,781"
1008880045,"$1,860","$222,271","$224,131",,"$240,000",,"$464,131","$406,459"
1009100013,"$79,346","$355,582","$434,928",,"$90,250",,"$525,178","$272,886"
1010780111,"$93,784","$392,955","$486,739",,,,"$486,739","$216,493"
1010590028,"$220,543","$361,605","$582,148",,,,"$582,148","$334,931"
1010770017,"$75,130","$366,673","$441,803",,,$751,"$442,554","$229,471"
1012290039,"$68,392","$507,106","$575,498",,,"$2,842","$578,340","$285,749"
1012450040,"$191,020","$757,649","$948,669",,,,"$955,413","$364,603"
1018610063,,"$356,195",356195,,,,"$356,195","$273,189"
1018740024,"$111,274","$462,559","$573,833",,,,"$580,933","$304,393"
1018800025,"$93,755","$601,977","$695,732",,,,"$695,732","$340,592"
1021390293,"$237,820","$323,462","$561,282",,,"$3,120","$571,566","$350,588"
1021390295,"$200,033","$222,365","$422,398",,,"$2,352","$424,750","$220,924"
1021760078,"$518,325","$226,375","$744,700",,"$37,200","$10,549","$792,449","$432,799"
1002920029,"$46,976",,"$46,976",,"$24,000",,"$70,976","$69,082"
1014060064,"$57,086","$93,068","$150,154","$14,227",,,"$164,381","$59,687"
1014150035,,"$148,010",148010,,,,"$162,988","$49,162"
1014690046,"$22,946","$98,696","$121,642",,"$240,000",,"$361,642","$257,597"
1015840011,"$61,006","$182,510","$243,516",,,,"$245,116","$137,525"
1017170043,"$109,970",,"$109,970",,,,"$109,970","$122,446"
1019270017,"$285,726",,"$285,726",,,,"$285,726","$201,250"
1019270044,"$207,882",,"$207,882",,,,"$207,882","$167,527"
1019270045,"$220,936",,"$220,936",,,,"$220,936","$138,949"
1019270046,"$205,627",,"$205,627",,,,"$205,627","$143,253"
1019270049,"$286,742",,"$286,742",,,,"$286,742","$127,661"
1019280011,"$127,949",,"$127,949",,,,"$127,949","$142,821"
4034720048,,"$24,100",24100,,,,"$24,100","$21,119"
1003480004,"$132,660",,"$132,660",,"$31,500",,,"$172,412"
1006090053,"$330,801","$1,711,701","$2,042,502","$71,797",,,"$2,120,057","$715,484"
1007710063,"$177,128","$419,968","$597,096",,,,"$597,096","$168,502"
1008180037,"$36,516","$154,943","$191,459",,"$263,963",,"$493,103","$125,451"
1009160041,"$951,657","$2,902,115","$3,853,772","$152,968",,,"$4,053,251","$2,799,718"
1013420012,"$892,611","$6,308,387","$7,200,998","$284,952",,,"$7,802,191","$3,532,263"
1013660039,"$626,071","$2,377,335","$3,003,406",,,,"$3,023,676","$1,645,070"
1013950039,,"$84,000",84000,,"$421,190",,"$566,363","$123,539"
1014580042,"$287,201",,"$287,201",,"$150,000",,"$437,201","$86,279"
1015590019,"$1,663,113","$8,288,541","$9,951,654",,"$2,321,739",,"$12,977,409","$5,443,656"
1016310156,"$485,193",,"$485,193",,,,"$485,193",
1018730031,"$829,262","$2,234,687","$3,063,949",,"$148,003",,"$3,295,435","$1,631,033"
1004400032,,"$91,546",91546,,"$54,600",,"$152,301","$59,512"
1004950026,"$111,150","$329,636","$440,786",,"$126,733",,"$623,885","$162,742"
1019880016,"$422,343",,"$422,343",,,,"$437,254","$181,966"
1020870093,"$20,685","$269,810","$290,495",,"$382,320",,"$696,970","$293,197"
1021220100,"$545,723","$165,566","$711,289",,,"$28,008","$763,297","$322,023"
1021370141,"$373,711","$164,750","$538,461",,"$506,134",,"$1,136,281","$549,916"
1021610004,"$434,771","$41,400","$476,171",,"$375,472","$84,499","$998,567","$432,749"
1022470001,"$873,552",,"$873,552",,"$280,108",,"$1,185,326","$391,069"
1004370047,"$77,294","$159,181","$236,475",,"$101,719",,"$350,194","$103,851"
1004440019,"$22,399","$444,480","$466,879",,"$116,536",,"$583,415","$165,080"
1012160111,"$6,000","$216,195","$222,195",,,,"$222,195","$68,471"
1012710058,,"$21,277",21277,"$129,637","$324,408",,"$513,838","$163,656"
1013510030,"$139,002","$390,960","$529,962",,"$373,546",,"$903,508","$198,146"
4001600018,"$924,115",,"$924,115",,,"$19,524","$946,544","$359,260"
4005750015,"$486,524","$490,075","$976,599",,,,"$993,182","$218,179"
4006030021,"$992,632",,"$992,632",,,"$15,006","$1,010,338","$328,520"
4006080029,"$466,124","$383,335","$849,459",,,,"$849,459","$598,097"
4006230012,"$243,848","$252,052","$495,900",,,,"$495,900","$176,100"
4015590007,"$684,882",,"$684,882",,,,"$690,377","$417,333"
4021320045,"$1,368,157","$1,590,480","$2,958,637",,,,"$3,097,348","$1,600,163"
4021340013,"$1,118,500","$1,112,832","$2,231,332",,,,"$2,370,863","$1,518,182"
4031100031,"$1,482,478","$340,296","$1,822,774",,,,"$1,830,334","$964,020"
4031110024,"$1,635,115","$232,860","$1,867,975",,,,"$1,875,535","$878,278"
4031170001,"$1,632,884","$243,216","$1,876,100",,,,"$1,885,700","$863,017"
4135380201,,"$308,373",308373,,,,"$308,804","$103,189"
4135380204,,"$162,929",162929,,,,"$162,929","$60,473"
4156250001,"$476,612",,"$476,612",,,"$1,739,747","$2,245,200","$1,443,984"
4156250022,"$34,537",,"$34,537",,,"$126,069","$162,696","$104,636"
1013100032,,"$102,877",102877,,"$220,822",,"$359,822","$78,926"
3029070021,"$770,547",,"$770,547",,,,"$777,834","$189,323"
3029070021,"$770,547",,"$770,547",,,,"$777,834","$189,323"
3029070021,"$770,547",,"$770,547",,,,"$777,834","$189,323"
4156240001,"$676,927",,"$676,927",,,"$2,470,945","$3,188,834","$2,050,875"
1000300001,,"$256,026",256026,,"$205,333",,"$463,619","$84,763"
1000300034,,"$56,800",56800,"$60,190","$301,151",,"$598,198","$149,052"
1001950001,,"$115,500",115500,"$292,935","$180,000",,"$683,505","$145,577"
1002760021,"$83,737","$87,701","$171,438",,"$79,452",,"$250,890","$162,538"
1003530023,"$198,411",,"$198,411",,"$66,891",,"$265,302","$208,178"
1003770030,"$1,300,225",,"$1,300,225",,,,"$1,300,225","$364,046"
1003860003,"$895,592",,"$895,592",,,,"$898,395","$354,739"
1003980018,"$1,700,058",,"$1,700,058",,"$12,400",,"$1,712,458","$395,628"
1004070026,"$190,852",,"$190,852",,"$27,000",,"$217,852","$278,792"
1004150065,,"$300,300",300300,,"$135,960",,"$436,260","$71,238"
1004150076,,"$443,853",443853,,"$180,455",,"$624,308","$93,171"
1004880021,,"$219,237",219237,,"$187,692",,"$406,929","$270,362"
1004940006,"$50,158","$387,345","$437,503",,"$155,793",,"$615,868","$147,155"
1004940007,"$85,347","$275,770","$361,117",,"$171,321",,"$543,979","$126,271"
1005550012,,"$64,406",64406,,"$313,643",,"$378,049","$280,867"
1005700005,,"$264,641",264641,,,,"$264,641","$142,229"
1006190067,"$185,828","$935,157","$1,120,985",,"$116,794",,"$1,363,812","$270,302"
1006220026,"$40,893","$313,241","$354,134",,,,"$354,134","$171,716"
1007410034,"$59,205","$146,653","$205,858",,"$473,550",,"$755,925","$290,689"
1007460026,"$158,349","$237,575","$395,924",,,,"$395,294","$116,348"
1007460027,"$73,008","$314,236","$387,244",,,,"$387,244","$114,297"
1007800006,,"$129,960",129960,,"$136,800",,"$266,760","$118,623"
1008330036,"$25,255",,"$25,255",,"$297,200",,"$322,455","$156,883"
1008500055,,"$377,865",377865,,,,"$379,041","$99,429"
1008900017,"$186,996",,"$186,996",,"$163,888",,"$357,675","$78,390"
1008960021,"$106,377",,"$106,377",,"$261,268",,"$367,645","$153,631"
1009120025,"$4,017",,"$4,017",,,,"$4,017","$21,086"
1010610011,"$37,781","$38,007","$75,788",,"$16,530",,"$92,318","$82,991"
1010630053,"$167,433","$89,777","$257,210",,,,"$257,210","$191,645"
1012160047,"$21,445","$117,825","$139,270",,,,"$139,270","$119,385"
1013290025,"$105,799","$167,445","$273,244",,"$215,452",,"$497,847","$211,648"
1013810031,"$17,809","$419,987","$437,796",,"$219,060",,"$665,920","$163,560"
1014250026,"$68,675","$142,305","$210,980",,"$218,671",,"$443,707","$134,121"
1014250027,"$22,254","$360,212","$382,466",,"$122,190",,"$511,523","$144,636"
1014250028,"$20,301","$366,384","$386,685",,"$261,200",,"$710,615","$184,078"
1014250128,"$52,703","$386,695","$439,398",,"$113,400",,"$555,046","$129,776"
1014320025,"$5,160","$670,454","$675,614",,"$539,511",,"$1,299,039","$157,199"
1014480025,"$3,304","$235,756","$239,060",,"$205,414",,"$452,186","$96,286"
1014490001,"$89,575",,"$89,575",,"$272,283",,"$416,245","$61,369"
1014530042,"$210,375",,"$210,375",,,,"$210,357","$132,561"
1015290010,"$28,851","$180,697","$209,548",,"$90,096",,"$299,644","$222,351"
1016550033,"$158,015",,"$158,015",,"$36,592",,"$194,607","$147,267"
1016730049,"$227,816",,"$227,816",,"$90,000",,"$328,006","$94,609"
1017350008,"$430,185",,"$430,185",,,,"$433,785","$198,298"
1018430044,"$925,937",,"$925,937",,,,"$929,113","$265,621"
1018460003,"$591,720",,"$591,720",,,,"$594,871","$145,334"
1018470018,"$410,154",,"$410,154",,"$86,205",,"$498,388","$108,384"
1018470057,"$513,492",,"$513,492",,,,"$515,505","$171,155"
1018480053,"$452,220",,"$452,220",,"$291,074",,"$745,067","$169,223"
1019170011,"$165,430",,"$165,430",,,,"$165,430","$75,103"
1019180020,"$297,226",,"$297,226",,,,"$299,277","$92,041"
1019240062,"$306,432",,"$306,432",,"$96,008",,"$402,440","$101,541"
1019260009,"$127,208",,"$127,208",,,,"$127,208","$38,539"
1019270015,"$534,241",,"$534,241",,,,"$537,841","$90,509"
1020020069,"$760,029",,"$760,029",,"$23,398",,"$786,644","$589,606"
1020440022,"$546,939",,"$546,939",,,,"$550,966","$177,745"
1020800049,"$420,906",,"$420,906",,,,"$424,615","$225,629"
1021080016,"$1,080,130",,"$1,080,130",,,,"$1,089,444","$356,857"
1021170061,"$650,980",,"$650,980",,"$1,857",,"$653,977","$305,322"
1021190054,"$355,410",,"$355,410",,,,"$358,553","$126,816"
