BBL,Regulated Apt Income,Unregulated Apt Income,Total Apartment Rental Income ,Office Income,Retail Income,Gov't Rent Subsidies Income,Total Real Estate Income,Amortized Leasing & Tenant Improvem Expenses 1,Total Expenses
4014850037,"$831,436.00",$0.00,"$831,436.00",$0.00,"$159,000.00",$0.00,"$999,024.00",$0.00,"$444,962.00"
2031600024,"$831,424.00",$0.00,"$831,424.00",$0.00,$0.00,"$82,650.00","$924,274.00",$0.00,"$623,318.00"
2043200014,"$830,517.00",$0.00,"$830,517.00",$0.00,$0.00,$0.00,"$830,517.00","$59,245.00","$500,833.00"
1021420001,"$830,470.00",$0.00,"$830,470.00",$0.00,$0.00,$0.00,"$830,470.00",$0.00,"$326,299.00"
3051200026,"$829,364.00",$0.00,"$829,364.00",$0.00,$0.00,$0.00,"$829,364.00",$0.00,"$484,888.00"
1004480001,"$828,978.00",$0.00,"$828,978.00",$0.00,"$226,892.00",$0.00,"$1,109,520.00","$37,626.00","$213,577.00"
2029320004,"$828,878.00",$0.00,"$828,878.00",$0.00,$0.00,$0.00,"$828,878.00",$0.00,"$416,071.00"
4051010033,"$827,773.00","$23,072.00","$850,845.00",$0.00,$0.00,$0.00,"$851,605.00","$23,976.00","$605,665.00"
3075760069,"$827,755.00",$0.00,"$827,755.00",$0.00,$0.00,$0.00,"$827,755.00",$0.00,"$499,570.00"
2050410026,"$827,722.00",$0.00,"$827,722.00","$24,360.00",$0.00,"$145,051.00","$1,036,878.00",$0.00,"$508,443.00"
3065030051,"$827,583.00",$0.00,"$827,583.00",$0.00,$0.00,$0.00,"$827,583.00",$0.00,"$315,375.00"
1012020149,"$827,400.00","$19,800.00","$847,200.00",$0.00,$0.00,$0.00,"$847,200.00",$0.00,"$47,250.00"
1014710021,"$825,196.00",$0.00,"$825,196.00",$0.00,$0.00,$0.00,"$1,122,116.00","$6,700.00","$336,376.00"
3058720071,"$824,761.00",$0.00,"$824,761.00",$0.00,$0.00,$0.00,"$825,239.00","$38,469.00","$248,821.00"
4005870018,"$823,736.00","$281,501.00","$1,105,237.00",$0.00,$0.00,"$29,100.00","$1,134,337.00","$39,841.00","$631,666.00"
1015580023,"$823,425.00",$0.00,"$823,425.00",$0.00,"$87,609.00",$0.00,"$911,034.00","$20,405.00","$342,995.00"
3075780057,"$822,824.00",$0.00,"$822,824.00",$0.00,$0.00,"$51,907.00","$874,731.00",$0.00,"$395,290.00"
1021790354,"$822,450.00",$0.00,"$822,450.00",$0.00,$0.00,$0.00,"$822,450.00","$40,845.00","$318,487.00"
4022100001,"$820,925.00","$997,871.00","$1,818,796.00",$0.00,$0.00,"$2,771.00","$1,888,932.00",$0.00,"$867,891.00"
2031560009,"$820,904.00",$0.00,"$820,904.00","$61,500.00",$0.00,"$89,928.00","$972,332.00",$0.00,"$501,513.00"
1007540031,"$820,399.00",$0.00,"$820,399.00",$0.00,$0.00,$0.00,"$820,399.00","$2,549.00","$418,920.00"
3045980001,"$819,971.00",$0.00,"$819,971.00",$0.00,$0.00,$0.00,"$819,971.00",$0.00,"$450,760.00"
2028670108,"$819,872.00",$0.00,"$819,872.00",$0.00,$0.00,$0.00,"$819,872.00",$0.00,"$543,119.00"
1021490112,"$818,123.00",$0.00,"$818,123.00",$0.00,$0.00,"$19,208.00","$837,331.00",$0.00,"$364,523.00"
2043210021,"$818,091.00",$0.00,"$818,091.00",$0.00,$0.00,$0.00,"$823,491.00",$0.00,"$423,842.00"
2041770007,"$818,036.00",$0.00,"$818,036.00",$0.00,$0.00,$0.00,"$823,961.00",$0.00,"$407,705.00"
1007640042,"$816,994.00","$1,758,043.00","$2,575,037.00",$0.00,"$563,884.00",$0.00,"$3,241,575.00","$4,851.00","$1,258,125.00"
2051070010,"$816,771.00",$0.00,"$816,771.00",$0.00,"$109,576.00","$10,325.00","$966,956.00","$36,675.00","$663,763.00"
2033240123,"$816,700.00",$0.00,"$816,700.00",$0.00,$0.00,$0.00,"$835,522.00",$0.00,"$370,830.00"
4030950081,"$816,621.00","$98,450.00","$915,071.00",$0.00,$0.00,$0.00,"$926,933.00","$3,550.00","$533,902.00"
4030870033,"$816,294.00",$0.00,"$816,294.00",$0.00,$0.00,$0.00,"$816,294.00",$0.00,"$485,561.00"
3050260039,"$816,000.00",$0.00,"$816,000.00",$0.00,$0.00,$0.00,"$816,000.00",$0.00,"$446,584.00"
3019790024,"$815,863.00",$0.00,"$815,863.00",$0.00,$0.00,$0.00,"$825,653.00","$5,500.00","$319,519.00"
2037940001,"$815,609.00",$0.00,"$815,609.00",$0.00,"$67,848.00",$0.00,"$905,417.00",$0.00,"$533,122.00"
4036310001,"$815,293.00",$0.00,"$815,293.00",$0.00,$0.00,$0.00,"$815,293.00",$0.00,"$280,381.00"
4096660052,"$813,889.00","$264,141.00","$1,078,030.00",$0.00,$0.00,"$14,201.00","$1,128,873.00",$0.00,"$567,472.00"
2033040119,"$812,324.00",$0.00,"$812,324.00",$0.00,$0.00,$0.00,"$812,324.00",$0.00,"$351,274.00"
1011620141,"$812,253.00",$0.00,"$812,253.00",$0.00,$0.00,$0.00,"$812,253.00","$18,622.00","$312,889.00"
1021800530,"$811,461.00","$56,718.00","$868,179.00",$0.00,$0.00,$0.00,"$868,179.00","$22,666.00","$429,741.00"
1020910048,"$810,185.00","$182,700.00","$992,885.00",$0.00,$0.00,$0.00,"$1,008,011.00","$18,270.00","$1,693,071.00"
1021370126,"$810,155.00","$22,312.00","$832,467.00","$32,758.00",$0.00,$0.00,"$865,225.00","$19,509.00","$477,474.00"
1001780016,"$810,142.00",$0.00,"$810,142.00",$0.00,"$52,000.00",$0.00,"$864,128.00","$55,102.00","$287,174.00"
4001340029,"$810,106.00",$0.00,"$810,106.00",$0.00,$0.00,$0.00,"$810,106.00",$0.00,"$335,980.00"
2031560027,"$810,021.00",$0.00,"$810,021.00",$0.00,$0.00,$0.00,"$810,021.00",$0.00,"$426,376.00"
1004370010,"$809,391.00",$0.00,"$809,391.00",$650.00,$0.00,$0.00,"$810,041.00","$4,788.00","$234,681.00"
1018760058,"$809,277.00",$0.00,"$809,277.00",$0.00,"$275,823.00",$0.00,"$1,130,272.00","$7,710.00","$277,977.00"
2030220001,"$809,230.00",$0.00,"$809,230.00",$0.00,"$56,567.00",$0.00,"$865,797.00",$0.00,"$391,895.00"
2033030012,"$808,339.00",$0.00,"$808,339.00",$0.00,$0.00,$0.00,"$808,339.00",$0.00,"$450,123.00"
1021700016,"$808,265.00","$418,749.00","$1,227,014.00",$0.00,$0.00,$0.00,"$1,260,815.00","$103,717.00","$766,917.00"
2024830023,"$807,809.00",$0.00,"$807,809.00",$0.00,$0.00,$0.00,"$807,809.00",$0.00,"$433,831.00"
4156640001,"$807,450.00",$0.00,"$807,450.00",$0.00,$0.00,$0.00,"$818,250.00","$7,500.00","$503,065.00"
2024360033,"$806,360.00",$0.00,"$806,360.00",$0.00,$0.00,$0.00,"$806,360.00",$0.00,"$396,330.00"
4155840004,"$806,138.00",$0.00,"$806,138.00",$0.00,$0.00,$0.00,"$849,373.00",$0.00,"$290,803.00"
1004530001,"$804,873.00",$0.00,"$804,873.00",$0.00,"$200,259.00",$0.00,"$1,029,996.00","$36,229.00","$192,817.00"
2043210013,"$804,505.00",$0.00,"$804,505.00",$0.00,$0.00,$0.00,"$809,905.00",$0.00,"$384,897.00"
1016030020,"$803,053.00","$244,048.00","$1,047,101.00",$0.00,"$296,071.00",$0.00,"$1,377,665.00",$0.00,"$250,509.00"
3050780044,"$802,302.00",$0.00,"$802,302.00",$0.00,$0.00,$0.00,"$802,302.00","$6,240.00","$503,805.00"
3050260344,"$802,249.00",$0.00,"$802,249.00",$0.00,$0.00,$0.00,"$802,249.00","$8,231.00","$481,389.00"
3052190029,"$802,248.00",$0.00,"$802,248.00",$0.00,$0.00,$0.00,"$802,248.00",$0.00,"$551,569.00"
2043170085,"$801,525.00",$0.00,"$801,525.00",$0.00,$0.00,"$1,868.00","$803,393.00",$0.00,"$390,062.00"
4005750002,"$801,306.00",$0.00,"$801,306.00",$0.00,$0.00,$0.00,"$801,306.00",$0.00,"$351,086.00"
2026230180,"$799,491.00",$0.00,"$799,491.00",$0.00,$0.00,$0.00,"$808,038.00",$0.00,"$575,216.00"
2033240034,"$799,289.00",$0.00,"$799,289.00",$0.00,$0.00,$0.00,"$799,289.00",$0.00,"$409,759.00"
4012710071,"$798,258.00",$0.00,"$798,258.00",$0.00,$0.00,"$13,563.00","$861,024.00","$34,398.00","$370,154.00"
1008920001,"$797,896.00","$2,819,120.00","$3,617,016.00",$0.00,"$325,363.00",$0.00,"$3,975,901.00","$94,248.00","$1,500,920.00"
3045170001,"$797,248.00",$0.00,"$797,248.00",$0.00,$0.00,"$44,530.00","$841,778.00",$0.00,"$505,932.00"
2028120017,"$796,935.00",$0.00,"$796,935.00","$10,200.00",$0.00,$0.00,"$807,135.00",$0.00,"$580,251.00"
3073520015,"$795,966.00",$0.00,"$795,966.00",$0.00,$0.00,$0.00,"$820,183.00",$0.00,"$574,847.00"
3052400017,"$793,260.00",$0.00,"$793,260.00",$0.00,$0.00,$0.00,"$829,088.00","$68,955.00","$503,018.00"
2028190012,"$792,767.00",$0.00,"$792,767.00",$0.00,$0.00,$0.00,"$792,767.00",$0.00,"$838,945.00"
2024610022,"$792,291.00",$0.00,"$792,291.00",$0.00,"$28,498.00",$0.00,"$824,389.00","$1,274.00","$554,195.00"
1018880015,"$790,583.00","$1,135,084.00","$1,925,667.00",$0.00,$0.00,$0.00,"$1,933,570.00","$17,395.00","$1,011,017.00"
2051150047,"$788,954.00",$0.00,"$788,954.00",$0.00,$0.00,$0.00,"$788,954.00",$0.00,"$406,470.00"
3076740009,"$787,867.00","$86,996.00","$874,863.00",$0.00,$0.00,$0.00,"$877,819.00",$0.00,"$373,073.00"
4015080006,"$787,822.00","$10,140.00","$797,962.00",$0.00,$0.00,$0.00,"$799,619.00",$0.00,"$512,597.00"
3063280001,"$787,508.00",$0.00,"$787,508.00",$0.00,$0.00,$0.00,"$787,508.00",$0.00,"$343,465.00"
2058141195,"$786,766.00",$0.00,"$786,766.00",$0.00,$0.00,$0.00,"$899,511.00",$0.00,"$512,216.00"
3046330001,"$786,726.00",$0.00,"$786,726.00",$0.00,$0.00,$0.00,"$1,573,452.00",$0.00,"$442,830.00"
3046330065,"$786,726.00",$0.00,"$786,726.00",$0.00,$0.00,$0.00,"$786,726.00",$0.00,"$442,836.00"
1020480025,"$785,914.00","$48,700.00","$834,614.00",$0.00,$0.00,$0.00,"$834,614.00","$1,000.00","$551,310.00"
2024610090,"$785,720.00",$0.00,"$785,720.00","$81,024.00",$0.00,"$389,587.00","$1,256,331.00",$0.00,"$711,123.00"
2038700028,"$785,413.00",$0.00,"$785,413.00",$0.00,$0.00,$0.00,"$801,613.00",$0.00,"$504,138.00"
1018430029,"$785,092.00","$652,848.00","$1,437,940.00",$0.00,$0.00,$0.00,"$1,437,940.00",$0.00,"$800,456.00"
1018430031,"$785,092.00","$652,848.00","$1,437,940.00",$0.00,$0.00,$0.00,"$1,437,940.00",$0.00,"$800,456.00"
1018430032,"$785,092.00","$652,848.00","$1,437,940.00",$0.00,$0.00,$0.00,"$1,437,940.00",$0.00,"$800,456.00"
1018430034,"$785,092.00","$652,848.00","$1,437,940.00",$0.00,$0.00,$0.00,"$1,437,940.00",$0.00,"$800,456.00"
1021750039,"$784,359.00","$61,518.00","$845,877.00",$0.00,"$123,300.00",$0.00,"$1,023,464.00","$10,270.00","$350,310.00"
4030790086,"$784,330.00","$196,235.00","$980,565.00",$0.00,$0.00,$0.00,"$985,965.00",$0.00,"$649,562.00"
3055600064,"$784,223.00",$0.00,"$784,223.00",$0.00,$0.00,$0.00,"$800,190.00",$0.00,"$461,334.00"
2057550019,"$783,477.00",$0.00,"$783,477.00",$0.00,$0.00,$0.00,"$783,477.00",$0.00,"$341,295.00"
3045970070,"$783,402.00",$0.00,"$783,402.00",$0.00,$0.00,$0.00,"$783,402.00",$0.00,"$482,672.00"
1021120015,"$782,443.00","$198,493.00","$980,936.00",$0.00,"$67,757.00","$19,188.00","$1,076,676.00",$0.00,"$455,111.00"
1011990045,"$782,146.00","$2,059,197.00","$2,841,343.00",$0.00,$0.00,"$10,623.00","$2,859,551.00",$0.00,"$1,435,987.00"
3065970045,"$781,521.00",$0.00,"$781,521.00",$0.00,$0.00,$0.00,"$781,521.00",$0.00,"$348,812.00"
1021740236,"$781,003.00","$16,074.00","$797,077.00",$0.00,"$2,463.00",$0.00,"$800,295.00","$32,266.00","$566,419.00"
2033260105,"$780,931.00",$0.00,"$780,931.00",$0.00,$0.00,"$4,526.00","$789,057.00","$27,109.00","$514,430.00"
3065870017,"$780,718.00","$13,232.00","$793,950.00",$0.00,$0.00,$0.00,"$795,544.00","$5,560.00","$453,704.00"
1014710038,"$780,555.00",$0.00,"$780,555.00",$0.00,"$15,523.00","$10,116.00","$806,194.00",$0.00,"$240,678.00"
4005760036,"$780,488.00","$233,649.00","$1,014,137.00","$26,225.00",$0.00,"$9,734.00","$1,071,427.00",$0.00,"$323,728.00"
2033280090,"$780,480.00",$0.00,"$780,480.00",$0.00,$0.00,$0.00,"$780,480.00",$0.00,"$518,326.00"
3071580033,"$780,376.00",$0.00,"$780,376.00",$0.00,$0.00,"$33,521.00","$901,665.00",$0.00,"$955,418.00"
2033190064,"$779,334.00",$0.00,"$779,334.00",$0.00,"$65,470.00","$7,664.00","$852,468.00",$0.00,"$355,144.00"
3051000091,"$777,865.00",$0.00,"$777,865.00",$0.00,$0.00,$0.00,"$820,805.00",$0.00,"$446,436.00"
1006080024,"$777,213.00",$0.00,"$777,213.00",$0.00,$0.00,$0.00,"$777,213.00","$23,025.00","$325,013.00"
1004000039,"$777,096.00",$0.00,"$777,096.00",$0.00,"$283,800.00",$0.00,"$1,060,896.00",$0.00,"$185,436.00"
2027070074,"$776,305.00",$0.00,"$776,305.00",$0.00,"$24,700.00","$1,416,092.00","$2,217,223.00",$0.00,"$1,931,944.00"
1014990061,"$775,723.00","$2,029,466.00","$2,805,189.00","$398,526.00",$0.00,$0.00,"$3,502,141.00",$0.00,"$1,308,431.00"
2028080012,"$775,105.00",$0.00,"$775,105.00",$0.00,$0.00,"$82,575.00","$857,680.00",$0.00,"$675,227.00"
2037930039,"$774,968.00",$0.00,"$774,968.00",$0.00,"$76,200.00",$0.00,"$898,359.00",$0.00,"$491,123.00"
2045430021,"$774,901.00",$0.00,"$774,901.00",$0.00,$0.00,$0.00,"$774,901.00",$0.00,"$391,036.00"
2028210052,"$774,838.00",$0.00,"$774,838.00",$0.00,$0.00,$0.00,"$774,838.00",$0.00,"$412,834.00"
2028550020,"$773,166.00",$0.00,"$773,166.00",$0.00,$0.00,$0.00,"$790,841.00",$0.00,"$482,958.00"
1012170025,"$772,823.00","$1,993,453.00","$2,766,276.00",$0.00,$0.00,$0.00,"$2,769,362.00","$15,946.00","$1,372,096.00"
1012000015,"$772,665.00","$2,458,240.00","$3,230,905.00",$0.00,$0.00,"$17,990.00","$3,254,927.00",$0.00,"$1,598,631.00"
4001610033,"$772,421.00",$0.00,"$772,421.00",$0.00,$0.00,$0.00,"$772,421.00",$0.00,"$332,788.00"
1012830064,"$770,883.00",$0.00,"$770,883.00",$0.00,"$666,003.00",$0.00,"$1,617,043.00","$33,200.00","$575,245.00"
3013270026,"$770,691.00",$0.00,"$770,691.00",$0.00,$0.00,$0.00,"$770,691.00",$0.00,"$436,458.00"
3050820067,"$770,449.00",$0.00,"$770,449.00",$0.00,$0.00,$0.00,"$770,449.00",$0.00,"$412,367.00"
3050820072,"$770,449.00",$0.00,"$770,449.00",$0.00,$0.00,$0.00,"$770,449.00",$0.00,"$410,973.00"
1005400028,"$770,082.00",$0.00,"$770,082.00",$0.00,$0.00,$0.00,"$770,082.00",$0.00,"$202,113.00"
2042840001,"$770,068.00",$0.00,"$770,068.00",$0.00,$0.00,$0.00,"$770,068.00",$0.00,"$466,843.00"
2057540090,"$769,809.00",$0.00,"$769,809.00",$0.00,$0.00,"$241,093.00","$1,010,902.00",$0.00,"$457,180.00"
1005270027,"$768,952.00","$2,362,677.00","$3,131,629.00",$0.00,"$1,002,567.00",$0.00,"$4,184,178.00","$239,222.00","$1,383,643.00"
4030990016,"$768,294.00",$0.00,"$768,294.00",$0.00,$0.00,$0.00,"$768,294.00",$0.00,"$452,466.00"
1018780037,"$767,692.00","$2,314,794.00","$3,082,486.00",$0.00,$0.00,$0.00,"$3,162,163.00","$1,074,424.00","$1,991,691.00"
3058840037,"$767,307.00",$0.00,"$767,307.00",$0.00,$0.00,$0.00,"$767,307.00",$0.00,"$441,318.00"
1018710001,"$767,244.00","$1,110,841.00","$1,878,085.00",$0.00,$0.00,$0.00,"$1,897,017.00",$0.00,"$1,069,394.00"
2028920011,"$766,360.00",$0.00,"$766,360.00",$0.00,$0.00,$0.00,"$780,279.00",$0.00,"$439,648.00"
4021160006,"$766,273.00",$0.00,"$766,273.00",$0.00,$0.00,$0.00,"$766,273.00",$0.00,"$467,979.00"
1006140010,"$766,090.00",$0.00,"$766,090.00",$0.00,$0.00,$0.00,"$766,090.00","$8,700.00","$490,728.00"
4049560013,"$765,857.00","$10,818.00","$776,675.00",$0.00,"$2,770.00",$0.00,"$781,955.00","$47,425.00","$495,684.00"
2032500001,"$765,829.00",$0.00,"$765,829.00",$0.00,$0.00,$0.00,"$765,829.00",$0.00,"$335,669.00"
2032960050,"$765,811.00",$0.00,"$765,811.00",$0.00,$0.00,$0.00,"$765,811.00",$0.00,"$442,711.00"
3050420039,"$765,728.00",$0.00,"$765,728.00",$0.00,$0.00,$0.00,"$765,728.00",$0.00,"$375,845.00"
4005840001,"$765,269.00",$0.00,"$765,269.00",$0.00,$0.00,$0.00,"$765,269.00",$0.00,"$309,779.00"
2027500022,"$764,937.00",$0.00,"$764,937.00",$0.00,"$58,750.00",$0.00,"$874,807.00",$0.00,"$593,107.00"
1011690042,"$764,926.00",$0.00,"$764,926.00",$0.00,$0.00,$0.00,"$764,926.00",$0.00,"$264,194.00"
1022370012,"$764,574.00","$152,915.00","$917,489.00",$0.00,$0.00,$0.00,"$917,489.00","$7,829.00","$379,474.00"
1004690040,"$764,537.00",$0.00,"$764,537.00","$47,875.00","$70,965.00",$0.00,"$887,538.00","$7,944.00","$328,242.00"
2040080030,"$763,600.00",$0.00,"$763,600.00",$0.00,"$167,147.00",$0.00,"$936,848.00",$0.00,"$506,064.00"
1000190019,"$763,149.00",$0.00,"$763,149.00",$0.00,$0.00,$0.00,"$789,214.00",$0.00,"$293,078.00"
1010720029,"$762,397.00",$0.00,"$762,397.00",$0.00,"$278,705.00",$0.00,"$1,041,102.00","$14,780.00","$339,475.00"
4059580030,"$762,394.00","$1,479,941.00","$2,242,335.00",$0.00,$0.00,$0.00,"$2,379,911.00",$0.00,"$1,008,160.00"
1006290029,"$762,245.00","$490,223.00","$1,252,468.00",$0.00,"$266,475.00",$0.00,"$1,717,737.00",$0.00,"$360,027.00"
1012280061,"$761,704.00","$11,103,307.00","$11,865,011.00",$0.00,"$239,765.00",$0.00,"$13,049,187.00","$128,885.00","$3,220,919.00"
1004930041,"$761,598.00",$0.00,"$761,598.00","$80,256.00","$65,310.00","$5,347,062.00","$6,285,495.00","$10,559.00","$1,242,577.00"
2024610070,"$760,766.00",$0.00,"$760,766.00",$0.00,$0.00,$0.00,"$760,766.00",$0.00,"$333,386.00"
2043170092,"$759,868.00","$12,328.00","$772,196.00",$0.00,$0.00,"$3,629.00","$775,825.00",$0.00,"$398,233.00"
4050140001,"$759,814.00",$0.00,"$759,814.00",$0.00,$0.00,"$24,000.00","$801,600.00",$0.00,"$343,692.00"
1022470056,"$759,662.00",$0.00,"$759,662.00",$0.00,"$184,588.00",$0.00,"$972,197.00",$0.00,"$372,921.00"
4098140116,"$759,603.00",$0.00,"$759,603.00",$0.00,$0.00,$0.00,"$764,460.00","$10,174.00","$410,631.00"
4015640034,"$759,124.00",$0.00,"$759,124.00",$0.00,"$44,489.00",$0.00,"$805,913.00","$39,455.00","$473,311.00"
4157390001,"$758,457.00",$0.00,"$758,457.00",$0.00,$0.00,"$10,442.00","$784,882.00","$8,223.00","$531,039.00"
4096210001,"$758,295.00",$0.00,"$758,295.00",$0.00,$0.00,$0.00,"$783,631.00","$19,529.00","$471,434.00"
2023480053,"$758,250.00",$0.00,"$758,250.00",$0.00,"$55,400.00","$14,514.00","$857,519.00",$0.00,"$441,279.00"
2039220039,"$757,557.00",$0.00,"$757,557.00",$0.00,$0.00,$0.00,"$757,557.00",$0.00,"$337,790.00"
2033200044,"$757,390.00",$0.00,"$757,390.00",$0.00,$0.00,"$7,621.00","$765,011.00",$0.00,"$367,507.00"
4052360029,"$756,810.00",$0.00,"$756,810.00",$0.00,$0.00,$0.00,"$756,810.00","$70,422.00","$476,628.00"
2044260010,"$756,672.00",$0.00,"$756,672.00",$0.00,$0.00,$0.00,"$756,672.00",$0.00,"$507,106.00"
1007710001,"$755,842.00",$0.00,"$755,842.00",$0.00,"$660,225.00",$0.00,"$1,466,568.00","$152,078.00","$421,998.00"
2031560044,"$755,581.00",$0.00,"$755,581.00",$0.00,$0.00,"$9,535.00","$766,703.00",$0.00,"$377,275.00"
2057540072,"$754,520.00",$0.00,"$754,520.00",$0.00,$0.00,$0.00,"$754,520.00",$0.00,"$362,969.00"
2043170046,"$754,283.00",$0.00,"$754,283.00",$0.00,$0.00,$0.00,"$754,283.00",$0.00,"$428,470.00"
2026960075,"$754,232.00",$0.00,"$754,232.00",$0.00,$0.00,$0.00,"$765,454.00",$0.00,"$478,156.00"
1018900007,"$753,569.00",$0.00,"$753,569.00",$0.00,$0.00,$0.00,"$753,569.00",$0.00,"$388,804.00"
1022290005,"$752,866.00",$0.00,"$752,866.00",$0.00,"$130,549.00",$0.00,"$883,415.00",$0.00,"$365,472.00"
4015540051,"$752,850.00",$0.00,"$752,850.00",$0.00,$0.00,$0.00,"$752,850.00","$22,688.00","$509,948.00"
1018590024,"$752,086.00",$0.00,"$752,086.00",$0.00,$0.00,$0.00,"$752,086.00","$35,250.00","$430,293.00"
4013390028,"$752,024.00",$0.00,"$752,024.00",$0.00,$0.00,$0.00,"$778,656.00",$0.00,"$304,700.00"
1004950011,"$751,276.00","$282,306.00","$1,033,582.00",$0.00,"$605,111.00",$0.00,"$1,660,220.00","$34,000.00","$1,058,505.00"
1004540001,"$750,812.00",$0.00,"$750,812.00",$0.00,$0.00,$0.00,"$782,418.00","$5,452.00","$303,579.00"
2032030026,"$750,806.00",$0.00,"$750,806.00",$0.00,$0.00,$0.00,"$750,806.00",$0.00,"$437,739.00"
2039060010,"$749,789.00",$0.00,"$749,789.00",$0.00,$0.00,"$138,346.00","$902,265.00",$0.00,"$558,728.00"
4096940052,"$748,839.00",$0.00,"$748,839.00",$0.00,$0.00,$0.00,"$750,571.00",$0.00,"$396,880.00"
4015700046,"$748,475.00",$0.00,"$748,475.00",$0.00,$0.00,$0.00,"$748,475.00","$36,271.00","$295,263.00"
3056220007,"$748,086.00",$0.00,"$748,086.00",$0.00,$0.00,$0.00,"$748,086.00",$0.00,"$338,044.00"
2043210058,"$747,413.00","$98,344.00","$845,757.00",$0.00,$0.00,$0.00,"$845,757.00","$4,132.00","$395,821.00"
4015560033,"$747,408.00",$0.00,"$747,408.00",$0.00,$0.00,$0.00,"$782,049.00",$0.00,"$382,748.00"
1018820028,"$746,996.00","$704,848.00","$1,451,844.00",$0.00,"$295,523.00",$0.00,"$1,749,920.00",$0.00,"$580,936.00"
1018470042,"$746,169.00",$0.00,"$746,169.00",$0.00,$0.00,$0.00,"$746,169.00",$0.00,"$367,248.00"
1020510020,"$745,341.00",$0.00,"$745,341.00",$0.00,$0.00,$0.00,"$775,725.00",$0.00,"$411,149.00"
1020880027,"$745,337.00",$0.00,"$745,337.00",$0.00,$0.00,"$5,583.00","$750,920.00","$33,735.00","$383,684.00"
2024540011,"$744,620.00",$0.00,"$744,620.00","$33,785.00",$0.00,$0.00,"$778,405.00",$0.00,"$548,235.00"
1020720039,"$744,443.00","$140,415.00","$884,858.00",$0.00,$0.00,"$8,864.00","$921,141.00",$0.00,"$732,889.00"
2031430260,"$743,385.00",$0.00,"$743,385.00",$0.00,$0.00,$0.00,"$747,711.00",$0.00,"$409,367.00"
2042220028,"$743,284.00",$0.00,"$743,284.00",$0.00,$0.00,$0.00,"$784,290.00",$0.00,"$440,844.00"
1018430044,"$742,499.00",$0.00,"$742,499.00",$0.00,$0.00,$0.00,"$742,499.00",$0.00,"$136,166.00"
4013330086,"$741,341.00",$0.00,"$741,341.00",$0.00,$0.00,$0.00,"$751,782.00",$0.00,"$345,530.00"
4030990031,"$741,232.00",$0.00,"$741,232.00",$0.00,$0.00,$0.00,"$741,232.00",$0.00,"$417,903.00"
4096770167,"$740,720.00",$0.00,"$740,720.00",$0.00,$0.00,$0.00,"$755,330.00",$0.00,"$221,316.00"
3024250026,"$739,141.00",$0.00,"$739,141.00",$0.00,$0.00,"$3,904,256.00","$4,670,296.00",$0.00,"$2,471,298.00"
1013110025,"$738,751.00",$0.00,"$738,751.00",$0.00,$0.00,$0.00,"$1,235,237.00","$14,219.00","$96,100.00"
3087340018,"$738,213.00",$0.00,"$738,213.00",$0.00,$0.00,$0.00,"$738,213.00",$0.00,"$269,386.00"
4096670001,"$737,433.00","$294,430.00","$1,031,863.00",$0.00,$0.00,"$8,991.00","$1,071,549.00",$0.00,"$505,761.00"
1021110064,"$737,218.00",$0.00,"$737,218.00",$0.00,$0.00,$0.00,"$737,218.00",$0.00,"$415,018.00"
2033110120,"$737,088.00",$0.00,"$737,088.00",$0.00,$0.00,$0.00,"$740,726.00","$10,407.00","$585,656.00"
3067960067,"$736,917.00",$0.00,"$736,917.00",$0.00,$0.00,$0.00,"$747,807.00",$0.00,"$579,863.00"
3088070125,"$735,829.00",$0.00,"$735,829.00",$0.00,$0.00,"$3,490.00","$765,375.00","$24,075.00","$574,037.00"
4001980005,"$735,605.00",$0.00,"$735,605.00",$0.00,$0.00,$0.00,"$735,605.00","$9,484.00","$260,097.00"
2032870031,"$735,300.00",$0.00,"$735,300.00",$0.00,$0.00,$0.00,"$749,900.00",$0.00,"$426,642.00"
1014670005,"$735,174.00","$362,100.00","$1,097,274.00",$0.00,"$371,700.00",$0.00,"$1,487,689.00","$13,000.00","$317,247.00"
3062530001,"$734,773.00",$0.00,"$734,773.00",$0.00,$0.00,"$2,039.00","$768,296.00","$24,377.00","$528,262.00"
1022180035,"$734,685.00",$0.00,"$734,685.00",$0.00,$0.00,"$56,831.00","$976,516.00",$0.00,"$574,854.00"
4014430033,"$734,625.00",$0.00,"$734,625.00",$0.00,$0.00,$0.00,"$734,625.00","$5,275.00","$470,439.00"
2028400047,"$733,646.00",$0.00,"$733,646.00",$0.00,"$24,731.00",$0.00,"$758,377.00",$0.00,"$440,093.00"
4005660001,"$733,332.00",$0.00,"$733,332.00",$0.00,$0.00,"$8,983.00","$742,315.00",$0.00,"$273,060.00"
2032870056,"$731,856.00",$0.00,"$731,856.00",$0.00,$0.00,$0.00,"$731,856.00",$0.00,"$384,206.00"
4099370042,"$731,698.00",$0.00,"$731,698.00",$0.00,"$238,637.00","$5,338.00","$1,041,204.00",$0.00,"$441,404.00"
2032920001,"$731,670.00",$0.00,"$731,670.00",$0.00,$0.00,"$174,798.00","$923,353.00",$0.00,"$449,331.00"
1021420058,"$731,419.00",$0.00,"$731,419.00",$0.00,$0.00,$0.00,"$731,419.00",$0.00,"$342,108.00"
4030830085,"$731,333.00","$110,390.00","$841,723.00",$0.00,$0.00,$0.00,"$847,871.00","$2,714.00","$340,364.00"
