BBL,Regulated Apt Income,Unregulated Apt Income,Total Apartment Rental Income ,Office Income,Retail Income,Gov't Rent Subsidies Income,Total Real Estate Income,Amortized Leasing & Tenant Improvem Expenses 1,Total Expenses
3075770001,"$157,565,248.00",$0.00,"$157,565,248.00",$0.00,$0.00,"$2,003,378.00","$160,357,828.00",$0.00,"$88,512,881.00"
1021800483,"$89,775,023.00",$0.00,"$89,775,023.00",$0.00,$0.00,$0.00,"$89,993,732.00","$3,645,553.00","$64,839,100.00"
1009720001,"$83,807,958.00","$111,697,219.00","$195,505,177.00","$569,946.00","$3,954,091.00","$864,194.00","$217,412,281.00","$21,356,045.00","$136,267,597.00"
1018260013,"$79,390,600.00",$0.00,"$79,390,600.00",$0.00,$0.00,$0.00,"$79,403,100.00","$407,500.00","$51,409,300.00"
1013060001,"$75,182,062.00","$1,583,599.00","$76,765,661.00",$0.00,$0.00,$0.00,"$88,674,489.00","$1,838,636.00","$35,382,294.00"
2033540005,"$53,977,070.00",$0.00,"$53,977,070.00",$0.00,$0.00,$0.00,"$53,977,070.00",$0.00,"$20,458,231.00"
4014300035,"$52,118,846.00",$0.00,"$52,118,846.00","$6,500,000.00",$0.00,$0.00,"$58,618,846.00","$2,160,000.00","$27,246,682.00"
1000160100,"$48,549,694.00",$0.00,"$48,549,694.00",$0.00,"$2,250,876.00",$0.00,"$52,740,813.00","$1,653,462.00","$20,864,850.00"
4013420009,"$47,728,294.00",$0.00,"$47,728,294.00",$0.00,$0.00,$0.00,"$47,728,294.00",$0.00,"$130,820.00"
1021300022,"$47,648,500.00",$0.00,"$47,648,500.00",$0.00,$0.00,$0.00,"$47,648,500.00",$0.00,"$315,026.00"
1013900009,"$46,027,200.00",$0.00,"$46,027,200.00",$0.00,$0.00,$0.00,"$46,027,200.00",$0.00,"$16,980,500.00"
4008690053,"$45,739,937.00",$0.00,"$45,739,937.00",$0.00,$0.00,$0.00,"$45,739,937.00","$10,250.00","$139,820.00"
4008690047,"$45,463,717.00",$0.00,"$45,463,717.00",$0.00,$0.00,$0.00,"$45,463,717.00","$1,014,600.00","$13,487,444.00"
4008690049,"$45,343,967.00",$0.00,"$45,343,967.00",$0.00,$0.00,$0.00,"$45,343,967.00","$525,000.00","$20,406,744.00"
4008690043,"$45,249,738.00",$0.00,"$45,249,738.00",$0.00,$0.00,$0.00,"$45,249,738.00","$675,000.00","$16,899,944.00"
4008690037,"$45,139,937.00",$0.00,"$45,139,937.00",$0.00,$0.00,$0.00,"$45,139,937.00","$1,050,000.00","$14,955,444.00"
4089300098,"$35,340,444.00",$0.00,"$35,340,444.00","$1,529,362.00",$0.00,$0.00,"$36,869,806.00",$0.00,"$28,201,261.00"
2033080008,"$33,274,029.00",$0.00,"$33,274,029.00",$0.00,$0.00,$0.00,"$33,599,029.00",$0.00,"$28,541,308.00"
4094830021,"$32,262,732.00",$0.00,"$32,262,732.00",$0.00,$0.00,$0.00,"$33,252,732.00",$0.00,"$18,452,434.00"
4088870017,"$31,206,878.00",$0.00,"$31,206,878.00",$0.00,$0.00,$0.00,"$31,206,878.00",$0.00,"$18,682,993.00"
2033000039,"$28,956,466.00",$0.00,"$28,956,466.00",$0.00,$0.00,$0.00,"$28,956,466.00",$0.00,"$10,268,721.00"
2028760163,"$26,996,200.00",$0.00,"$26,996,200.00",$0.00,$0.00,$0.00,"$26,996,200.00",$0.00,"$129,183.00"
2023740078,"$26,811,201.00",$0.00,"$26,811,201.00",$0.00,$0.00,$0.00,"$26,811,201.00",$0.00,"$9,385,084.00"
4103610001,"$25,533,115.00",$0.00,"$25,533,115.00",$0.00,$0.00,$0.00,"$25,718,515.00",$0.00,"$16,562,015.00"
1009780001,"$24,612,882.00","$36,219,879.00","$60,832,761.00","$324,888.00","$708,323.00","$157,449.00","$65,066,302.00","$6,891,411.00","$39,444,339.00"
1009080046,"$23,390,648.00",$0.00,"$23,390,648.00",$0.00,$0.00,$0.00,"$23,390,648.00",$0.00,"$10,596,473.00"
1010650043,"$23,228,541.00",$0.00,"$23,228,541.00",$0.00,$0.00,$0.00,"$23,228,541.00",$0.00,"$14,054,830.00"
1010890001,"$21,842,770.00",$0.00,"$21,842,770.00",$0.00,"$1,774,069.00",$0.00,"$25,133,173.00","$358,611.00","$10,509,979.00"
1021290001,"$21,621,207.00",$0.00,"$21,621,207.00",$0.00,$0.00,$0.00,"$21,730,584.00","$3,000.00","$1,788,254.00"
1006200001,"$21,106,475.00",$0.00,"$21,106,475.00","$39,983,115.00",$0.00,$0.00,"$67,364,366.00",$0.00,"$496,437.00"
1008240011,"$19,240,153.00",$0.00,"$19,240,153.00",$0.00,"$2,250.00","$90,609.00","$27,628,074.00","$281,368.00","$6,404,678.00"
4007130047,"$19,069,119.00",$0.00,"$19,069,119.00",$0.00,$0.00,$0.00,"$19,069,119.00",$0.00,"$3,219,091.00"
1013050060,"$18,031,943.00",$0.00,"$18,031,943.00","$640,167.00",$0.00,$0.00,"$22,665,200.00","$2,944,231.00","$10,251,125.00"
1010650039,"$18,004,129.00",$0.00,"$18,004,129.00",$0.00,"$2,261,572.00",$0.00,"$20,265,701.00",$0.00,"$13,026,555.00"
1011050023,"$17,612,494.00",$0.00,"$17,612,494.00",$0.00,"$508,045.00",$0.00,"$18,842,466.00","$288,265.00","$6,479,055.00"
1011050029,"$17,612,494.00",$0.00,"$17,612,494.00",$0.00,"$508,045.00",$0.00,"$18,842,466.00","$288,265.00","$6,479,055.00"
1009440010,"$17,556,031.00",$0.00,"$17,556,031.00",$0.00,"$48,875.00",$0.00,"$18,808,044.00","$532,863.00","$9,258,466.00"
2032970019,"$17,290,928.00",$0.00,"$17,290,928.00",$0.00,$0.00,$0.00,"$17,490,928.00",$0.00,"$12,689,373.00"
3059620039,"$17,177,400.00",$0.00,"$17,177,400.00",$0.00,$0.00,$0.00,"$17,177,400.00",$0.00,"$102,157.00"
1008071003,"$16,472,720.00",$0.00,"$16,472,720.00",$0.00,$0.00,$0.00,"$16,688,461.00","$41,896.00","$4,751,008.00"
1008580008,"$16,134,717.00",$0.00,"$16,134,717.00",$0.00,"$16,650.00",$0.00,"$16,908,097.00","$15,120.00","$4,015,253.00"
1017370025,"$16,101,162.00","$3,496,828.00","$19,597,990.00",$0.00,$0.00,"$205,492.00","$20,526,809.00","$52,699.00","$16,503,442.00"
1016240033,"$15,496,906.00",$0.00,"$15,496,906.00",$0.00,"$152,215.00","$76,599.00","$17,044,067.00","$3,263.00","$6,986,272.00"
1008280001,"$15,267,928.00",$0.00,"$15,267,928.00","$1,880,506.00","$1,268,732.00",$0.00,"$19,834,824.00","$446,934.00","$5,324,570.00"
1000160200,"$15,183,361.00",$0.00,"$15,183,361.00",$0.00,"$46,676.00","$15,122.00","$16,234,664.00","$22,987.00","$5,088,867.00"
1010190001,"$14,788,984.00",$0.00,"$14,788,984.00",$0.00,"$2,367,956.00",$0.00,"$17,696,922.00","$117,676.00","$4,315,890.00"
1001510001,"$14,770,978.00",$0.00,"$14,770,978.00",$0.00,"$395,307.00",$0.00,"$16,111,045.00","$12,480.00","$5,582,837.00"
2024390028,"$14,755,006.00",$0.00,"$14,755,006.00",$0.00,$0.00,$0.00,"$14,755,006.00",$0.00,"$5,758,837.00"
1016940005,"$14,386,259.00",$0.00,"$14,386,259.00","$285,309.00",$0.00,$0.00,"$15,456,335.00",$0.00,"$7,021,385.00"
1016940007,"$14,386,259.00",$0.00,"$14,386,259.00","$285,309.00",$0.00,$0.00,"$15,456,335.00",$0.00,"$7,021,385.00"
1002530001,"$14,196,447.00",$0.00,"$14,196,447.00",$0.00,"$387,095.00","$1,142,181.00","$16,647,757.00",$0.00,"$12,732,904.00"
1000160205,"$14,130,751.00",$0.00,"$14,130,751.00",$0.00,"$56,426.00",$0.00,"$14,375,189.00",$0.00,"$6,500,296.00"
4031750001,"$13,977,763.00","$11,454,358.00","$25,432,121.00","$1,032,868.00",$0.00,$0.00,"$28,515,824.00","$765,533.00","$13,942,952.00"
1000160195,"$13,678,240.00",$0.00,"$13,678,240.00",$0.00,"$340,510.00",$0.00,"$14,462,775.00","$6,581.00","$4,240,367.00"
1018520005,"$13,376,452.00",$0.00,"$13,376,452.00",$0.00,$0.00,$0.00,"$13,702,386.00","$794,509.00","$5,694,940.00"
1018520020,"$13,376,452.00",$0.00,"$13,376,452.00",$0.00,$0.00,$0.00,"$13,702,386.00","$794,509.00","$5,694,940.00"
1018520031,"$13,376,452.00",$0.00,"$13,376,452.00",$0.00,$0.00,$0.00,"$13,702,386.00","$794,509.00","$5,694,940.00"
4008510044,"$13,061,200.00",$0.00,"$13,061,200.00",$0.00,$0.00,$0.00,"$13,061,200.00",$0.00,"$2,056,531.00"
1021620001,"$12,865,499.00",$0.00,"$12,865,499.00",$0.00,"$397,203.00",$0.00,"$13,381,215.00",$0.00,"$7,697,978.00"
1000160210,"$12,639,416.00",$0.00,"$12,639,416.00",$0.00,"$45,227.00",$0.00,"$12,966,042.00",$394.00,"$3,231,400.00"
1015140039,"$12,099,144.00",$0.00,"$12,099,144.00","$302,886.00","$1,255,474.00",$0.00,"$14,766,301.00","$51,400.00","$5,601,376.00"
1015630004,"$12,075,560.00",$0.00,"$12,075,560.00",$0.00,"$357,314.00",$0.00,"$12,989,513.00","$88,706.00","$3,916,130.00"
1012980041,"$12,010,643.00",$0.00,"$12,010,643.00",$0.00,"$396,200.00",$0.00,"$12,711,939.00","$164,738.00","$3,480,233.00"
1014550013,"$11,882,069.00",$0.00,"$11,882,069.00",$0.00,$0.00,$0.00,"$12,163,602.00",$0.00,"$4,208,087.00"
1010700029,"$11,616,168.00",$0.00,"$11,616,168.00",$0.00,"$801,168.00",$0.00,"$13,086,845.00","$171,683.00","$3,977,452.00"
1010840025,"$11,608,517.00",$0.00,"$11,608,517.00",$0.00,"$2,757,948.00","$87,598.00","$15,208,743.00","$73,975.00","$4,515,418.00"
1005659021,"$11,349,061.00",$0.00,"$11,349,061.00",$0.00,$0.00,$0.00,"$11,491,774.00",$0.00,"$3,291,065.00"
1012420010,"$11,062,622.00",$0.00,"$11,062,622.00",$0.00,"$1,891,238.00",$0.00,"$13,159,908.00","$66,105.00","$3,598,304.00"
1006950015,"$10,849,312.00",$0.00,"$10,849,312.00",$0.00,"$1,127,984.00","$103,122.00","$12,197,239.00","$136,731.00","$3,818,687.00"
1015700021,"$10,665,930.00","$194,828.00","$10,860,758.00","$10,950.00",$0.00,$0.00,"$11,607,903.00","$454,150.00","$3,900,921.00"
1015310029,"$10,093,900.00",$0.00,"$10,093,900.00","$2,244,187.00",$0.00,$0.00,"$13,577,067.00",$0.00,"$3,225,908.00"
2036230001,"$10,072,183.00",$0.00,"$10,072,183.00",$0.00,$0.00,$0.00,"$10,527,942.00",$0.00,"$8,579,935.00"
1013140021,"$9,920,566.00",$0.00,"$9,920,566.00",$0.00,"$997,511.00",$0.00,"$12,048,406.00",$0.00,"$3,918,617.00"
1010710042,"$9,891,559.00",$0.00,"$9,891,559.00",$0.00,$0.00,$0.00,"$10,450,736.00",$0.00,"$2,992,090.00"
4028860028,"$9,628,600.00",$0.00,"$9,628,600.00",$0.00,$0.00,$0.00,"$9,628,600.00",$0.00,"$1,549,035.00"
1009140022,"$9,567,000.00",$0.00,"$9,567,000.00",$0.00,$0.00,$0.00,"$9,567,000.00",$0.00,"$8,129,668.00"
1016461102,"$9,544,409.00",$0.00,"$9,544,409.00",$0.00,$0.00,"$39,141.00","$10,704,336.00",$0.00,"$3,254,609.00"
1015460001,"$9,463,934.00",$0.00,"$9,463,934.00",$0.00,"$514,923.00",$0.00,"$10,666,676.00",$0.00,"$3,501,848.00"
1010330009,"$9,460,718.00",$0.00,"$9,460,718.00","$436,993.00","$1,373,059.00",$0.00,"$11,579,550.00",$0.00,"$3,504,352.00"
1000150022,"$9,403,498.00",$0.00,"$9,403,498.00",$0.00,"$29,600.00",$0.00,"$9,759,846.00","$1,223.00","$3,357,332.00"
1000160225,"$9,308,563.00","$40,365.00","$9,348,928.00",$0.00,$0.00,$0.00,"$10,101,838.00",$0.00,"$13,275,787.00"
1012200001,"$8,689,144.00",$0.00,"$8,689,144.00",$0.00,"$402,533.00","$132,208.00","$9,758,567.00","$25,814.00","$3,197,706.00"
4007270028,"$8,592,024.00",$0.00,"$8,592,024.00",$0.00,$0.00,$0.00,"$8,592,024.00",$0.00,"$1,469,697.00"
1009390028,"$8,244,451.00",$0.00,"$8,244,451.00",$0.00,"$1,306,788.00",$0.00,"$9,963,562.00","$520,795.00","$2,485,127.00"
1015520023,"$8,194,199.00",$0.00,"$8,194,199.00",$0.00,"$366,710.00",$0.00,"$8,713,763.00",$0.00,"$2,354,697.00"
1015490001,"$8,054,560.00","$8,024,338.00","$16,078,898.00",$0.00,"$2,177,714.00",$0.00,"$19,851,432.00","$856,168.00","$8,597,914.00"
1018510037,"$7,842,981.00",$0.00,"$7,842,981.00",$0.00,"$1,020,767.00",$0.00,"$9,574,471.00",$0.00,"$2,922,357.00"
1013020033,"$7,598,120.00","$5,591,002.00","$13,189,122.00",$0.00,"$1,715,862.00",$0.00,"$15,052,489.00","$276,735.00","$3,754,338.00"
3010630001,"$7,438,852.00","$15,723.00","$7,454,575.00","$25,500.00","$41,100.00",$0.00,"$7,521,175.00",$0.00,"$114,574.00"
3010810001,"$7,051,476.00","$219,127.00","$7,270,603.00",$0.00,$0.00,$0.00,"$7,270,603.00","$3,870.00","$163,723.00"
1014650014,"$6,758,308.00","$1,800,000.00","$8,558,308.00",$0.00,"$10,396,124.00",$0.00,"$18,954,432.00","$4,272,000.00","$10,456,711.00"
2036000004,"$6,622,865.00",$0.00,"$6,622,865.00",$0.00,"$738,725.00","$2,204,879.00","$10,842,327.00","$14,373.00","$11,435,941.00"
1010460047,"$6,610,475.00",$0.00,"$6,610,475.00",$0.00,$0.00,"$19,260.00","$7,333,017.00","$7,000.00","$2,228,351.00"
3070550013,"$6,426,869.00",$0.00,"$6,426,869.00",$0.00,$0.00,$0.00,"$6,515,699.00",$0.00,"$3,737,997.00"
1012210029,"$6,397,310.00",$0.00,"$6,397,310.00",$0.00,"$1,115,802.00",$0.00,"$8,030,571.00","$191,904.00","$2,223,516.00"
1012200029,"$6,270,170.00",$0.00,"$6,270,170.00",$0.00,"$2,202,557.00",$0.00,"$9,442,400.00","$103,228.00","$1,915,792.00"
1006250058,"$6,252,550.00","$58,340.00","$6,310,890.00",$0.00,"$13,231,180.00",$0.00,"$20,538,005.00",$0.00,"$1,144,173.00"
1012260029,"$6,217,128.00",$0.00,"$6,217,128.00",$0.00,"$627,512.00",$0.00,"$7,271,209.00",$0.00,"$2,168,259.00"
1010230061,"$6,197,151.00",$0.00,"$6,197,151.00",$0.00,"$351,309.00",$0.00,"$6,703,532.00","$17,860.00","$2,023,855.00"
1012080029,"$6,164,952.00",$0.00,"$6,164,952.00","$34,800.00",$0.00,$0.00,"$6,218,952.00","$82,122.00","$3,488,568.00"
1011700001,"$5,864,921.00",$0.00,"$5,864,921.00",$0.00,"$970,575.00",$0.00,"$7,861,702.00",$0.00,"$7,737,963.00"
1000780011,"$5,706,000.00",$0.00,"$5,706,000.00",$0.00,$0.00,$0.00,"$5,706,000.00",$0.00,"$710,914.00"
1008050094,"$5,509,692.00",$0.00,"$5,509,692.00",$0.00,$0.00,$0.00,"$6,267,724.00","$50,159.00","$2,299,529.00"
1014880001,"$5,492,424.00","$27,691,264.00","$33,183,688.00","$442,579.00","$102,815.00",$0.00,"$36,499,913.00","$840,408.00","$14,100,341.00"
1009280031,"$5,396,406.00",$0.00,"$5,396,406.00",$0.00,"$553,554.00",$0.00,"$6,053,194.00",$0.00,"$1,802,150.00"
4068960013,"$5,369,170.00",$0.00,"$5,369,170.00",$0.00,$0.00,$0.00,"$5,369,170.00",$0.00,"$1,549,529.00"
3049640040,"$5,345,909.00",$0.00,"$5,345,909.00",$0.00,$0.00,$0.00,"$5,386,745.00",$0.00,"$3,931,894.00"
4001170001,"$5,290,446.00",$0.00,"$5,290,446.00",$0.00,$0.00,"$83,031.00","$5,430,192.00",$0.00,"$3,420,366.00"
1001700001,"$5,262,641.00",$0.00,"$5,262,641.00",$0.00,"$566,189.00",$0.00,"$6,598,635.00","$111,500.00","$1,577,775.00"
1012210001,"$5,212,998.00",$0.00,"$5,212,998.00",$0.00,"$318,232.00",$0.00,"$5,943,426.00",$0.00,"$2,692,972.00"
3023840001,"$5,181,128.00","$99,366.00","$5,280,494.00",$0.00,$0.00,$0.00,"$5,280,494.00",$0.00,"$160,469.00"
1014230010,"$5,167,242.00","$21,774,620.00","$26,941,862.00",$0.00,"$1,775,186.00","$50,956.00","$29,232,690.00","$58,915.00","$12,820,190.00"
1000901002,"$5,133,728.00",$0.00,"$5,133,728.00",$0.00,$0.00,$0.00,"$5,172,132.00",$0.00,"$1,012,607.00"
1005560015,"$5,102,922.00",$0.00,"$5,102,922.00",$0.00,$0.00,$0.00,"$5,161,100.00","$189,765.00","$1,508,774.00"
4014900018,"$5,050,161.00",$0.00,"$5,050,161.00",$0.00,$0.00,$0.00,"$5,154,251.00","$110,217.00","$2,501,379.00"
3072740035,"$4,992,634.00","$989,282.00","$5,981,916.00","$181,525.00",$0.00,"$259,307.00","$7,147,644.00","$20,965.00","$3,796,986.00"
1015370022,"$4,986,607.00",$0.00,"$4,986,607.00","$167,409.00","$228,888.00","$8,334,636.00","$15,074,951.00","$44,066.00","$6,149,812.00"
4051370005,"$4,938,056.00",$0.00,"$4,938,056.00","$100,361.00",$0.00,"$34,061.00","$5,384,596.00",$853.00,"$2,362,360.00"
1019370001,"$4,927,687.00",$0.00,"$4,927,687.00",$0.00,"$269,241.00",$0.00,"$5,270,398.00",$0.00,"$3,675,528.00"
1019580001,"$4,927,687.00","$269,241.00","$5,196,928.00",$0.00,$0.00,$0.00,"$5,270,398.00",$0.00,"$3,675,528.00"
1014170028,"$4,891,559.00",$0.00,"$4,891,559.00",$0.00,"$851,800.00",$0.00,"$5,904,841.00","$203,342.00","$2,478,667.00"
1012400052,"$4,881,584.00",$0.00,"$4,881,584.00",$0.00,"$112,500.00",$0.00,"$5,087,538.00","$7,940.00","$1,803,058.00"
1010640036,"$4,876,504.00",$0.00,"$4,876,504.00",$0.00,"$1,721,455.00",$0.00,"$6,730,443.00","$125,428.00","$1,825,375.00"
4022810001,"$4,876,186.00",$0.00,"$4,876,186.00",$0.00,$0.00,$0.00,"$4,896,820.00","$6,078.00","$2,736,042.00"
3072740020,"$4,769,124.00","$906,732.00","$5,675,856.00","$45,387.00",$0.00,"$334,649.00","$6,754,586.00",$0.00,"$3,897,833.00"
1002370011,"$4,672,060.00","$16,207,639.00","$20,879,699.00",$0.00,"$23,287,680.00",$0.00,"$44,167,379.00",$0.00,"$122,082.00"
1000770024,"$4,544,744.00",$0.00,"$4,544,744.00",$0.00,"$377,120.00",$0.00,"$4,958,180.00",$0.00,"$1,819,197.00"
4008690040,"$4,529,735.00",$0.00,"$4,529,735.00",$0.00,$0.00,$0.00,"$4,529,735.00","$870,000.00","$15,893,450.00"
1001870006,"$4,518,780.00","$32,400,000.00","$36,918,780.00",$0.00,"$11,681,496.00",$0.00,"$48,600,276.00",$0.00,"$29,048,598.00"
1000680016,"$4,457,261.00",$0.00,"$4,457,261.00",$0.00,"$331,314.00",$0.00,"$4,944,459.00","$200,885.00","$1,060,395.00"
4105930002,"$4,294,112.00",$0.00,"$4,294,112.00",$0.00,$0.00,"$145,971.00","$4,637,984.00",$0.00,"$2,635,448.00"
4031550027,"$4,274,853.00",$0.00,"$4,274,853.00",$0.00,"$25,663.00","$21,250.00","$4,576,529.00","$129,848.00","$2,453,795.00"
1005920048,"$4,244,787.00","$11,186,698.00","$15,431,485.00",$0.00,"$6,836,290.00",$0.00,"$22,605,310.00",$0.00,"$8,057,974.00"
1011240059,"$4,235,757.00",$0.00,"$4,235,757.00","$619,428.00",$0.00,$0.00,"$4,973,113.00","$801,145.00","$2,918,257.00"
1015810030,"$4,167,474.00",$0.00,"$4,167,474.00",$0.00,$0.00,$0.00,"$4,488,268.00","$83,472.00","$2,270,609.00"
1000970018,"$4,100,965.00",$0.00,"$4,100,965.00",$0.00,"$1,203,711.00",$0.00,"$5,443,227.00","$87,594.00","$1,974,045.00"
1016240045,"$4,079,101.00",$0.00,"$4,079,101.00",$0.00,"$318,268.00",$0.00,"$5,204,037.00","$14,067.00","$1,655,721.00"
1009049024,"$4,045,954.00",$0.00,"$4,045,954.00",$0.00,$0.00,$0.00,"$4,463,206.00",$0.00,"$2,710,002.00"
1013660001,"$3,993,469.00","$4,655,806.00","$8,649,275.00",$0.00,"$585,871.00","$66,234.00","$9,368,611.00","$50,650.00","$4,288,781.00"
3064890001,"$3,981,417.00","$283,912.00","$4,265,329.00","$11,057.00",$0.00,"$1,079,478.00","$5,614,463.00",$0.00,"$2,731,222.00"
4051370012,"$3,915,700.00",$0.00,"$3,915,700.00",$0.00,$0.00,"$45,921.00","$4,099,565.00",$0.00,"$2,014,936.00"
4014910021,"$3,895,182.00",$0.00,"$3,895,182.00",$0.00,$0.00,$0.00,"$3,991,955.00","$94,461.00","$2,108,749.00"
3064670012,"$3,872,523.00","$392,806.00","$4,265,329.00","$11,057.00",$0.00,"$1,079,478.00","$5,614,463.00",$0.00,"$2,731,222.00"
4051370093,"$3,835,021.00",$0.00,"$3,835,021.00","$45,327.00",$0.00,"$48,394.00","$4,059,731.00",$0.00,"$1,949,005.00"
4071170189,"$3,829,200.00","$51,603,400.00","$55,432,600.00","$18,013,200.00",$0.00,$0.00,"$82,172,846.00",$0.00,"$341,653.00"
1012370033,"$3,827,200.00",$0.00,"$3,827,200.00",$0.00,"$295,486.00",$0.00,"$4,180,629.00","$102,813.00","$1,921,434.00"
3070460001,"$3,790,270.00",$0.00,"$3,790,270.00",$0.00,$0.00,$0.00,"$3,790,270.00",$0.00,"$1,318,450.00"
1012090033,"$3,775,855.00",$0.00,"$3,775,855.00",$0.00,$0.00,$0.00,"$3,820,860.00","$49,297.00","$2,018,520.00"
4051370084,"$3,766,899.00",$0.00,"$3,766,899.00","$44,806.00",$0.00,"$79,721.00","$4,049,859.00",$0.00,"$2,003,409.00"
2025260090,"$3,723,638.00","$676,592.00","$4,400,230.00",$0.00,$0.00,$0.00,"$4,832,846.00","$12,196.00","$3,080,932.00"
1011700012,"$3,692,441.00","$702,764.00","$4,395,205.00","$2,141,349.00",$0.00,$0.00,"$6,648,166.00",$0.00,"$2,013,386.00"
2023380003,"$3,691,715.00",$0.00,"$3,691,715.00",$0.00,"$854,561.00","$2,185,449.00","$7,131,689.00",$0.00,"$5,807,086.00"
1014470023,"$3,677,420.00",$0.00,"$3,677,420.00",$0.00,"$691,119.00",$0.00,"$4,533,289.00","$126,060.00","$1,954,514.00"
1008500039,"$3,628,167.00",$0.00,"$3,628,167.00",$0.00,"$589,957.00",$0.00,"$4,399,119.00","$43,025.00","$1,264,652.00"
3064690001,"$3,501,687.00","$375,882.00","$3,877,569.00","$10,053.00",$0.00,"$981,344.00","$5,104,056.00",$0.00,"$2,482,926.00"
2028220019,"$3,478,296.00",$0.00,"$3,478,296.00",$0.00,"$2,900.00",$0.00,"$3,481,196.00",$0.00,"$2,347,828.00"
1009000027,"$3,464,832.00","$2,840,359.00","$6,305,191.00",$0.00,"$378,000.00","$23,609.00","$7,335,478.00","$33,165.00","$1,860,949.00"
1014180021,"$3,452,532.00","$14,192,708.00","$17,645,240.00",$0.00,"$2,141,877.00",$0.00,"$20,928,157.00",$0.00,"$5,785,594.00"
5039830001,"$3,445,024.00","$48,023.00","$3,493,047.00","$5,470.00",$0.00,"$653,254.00","$4,363,486.00",$0.00,"$2,427,799.00"
1010360029,"$3,380,434.00",$0.00,"$3,380,434.00",$0.00,"$1,104,643.00","$30,631.00","$4,799,777.00","$32,166.00","$1,632,071.00"
1002300037,"$3,363,640.00",$0.00,"$3,363,640.00","$23,106,198.00","$2,114,246.00",$0.00,"$31,634,084.00","$909,248.00","$5,458,354.00"
5039830045,"$3,348,748.00","$89,146.00","$3,437,894.00","$5,384.00",$0.00,"$642,939.00","$4,294,589.00",$0.00,"$2,389,464.00"
2041610001,"$3,314,792.00",$0.00,"$3,314,792.00",$0.00,$0.00,"$160,156.00","$3,850,580.00","$5,525.00","$2,131,258.00"
4006480009,"$3,277,210.00",$0.00,"$3,277,210.00",$0.00,$0.00,$0.00,"$3,277,210.00",$0.00,"$297,812.00"
1005330001,"$3,234,922.00",$0.00,"$3,234,922.00","$388,599.00",$0.00,$0.00,"$6,073,115.00",$0.00,"$10,743,234.00"
1011500041,"$3,234,260.00",$0.00,"$3,234,260.00",$0.00,$0.00,$0.00,"$3,245,670.00","$17,143.00","$1,465,663.00"
1014590010,"$3,223,973.00","$37,996.00","$3,261,969.00",$0.00,$0.00,"$24,665.00","$3,313,957.00","$15,770.00","$1,899,323.00"
4105900100,"$3,220,584.00",$0.00,"$3,220,584.00",$0.00,$0.00,"$109,478.00","$3,478,487.00",$0.00,"$1,976,586.00"
1012000025,"$3,214,748.00",$0.00,"$3,214,748.00",$0.00,$0.00,$0.00,"$3,214,748.00","$42,322.00","$2,109,036.00"
2036420001,"$3,211,987.00",$0.00,"$3,211,987.00",$0.00,"$31,923.00","$302,072.00","$3,644,462.00",$0.00,"$2,993,244.00"
1013690042,"$3,193,932.00",$0.00,"$3,193,932.00",$0.00,$0.00,$965.00,"$3,223,190.00","$107,825.00","$1,939,093.00"
1005850001,"$3,158,943.00",$0.00,"$3,158,943.00",$0.00,"$380,074.00",$0.00,"$3,672,844.00","$3,520.00","$808,250.00"
3000560003,"$3,158,125.00",$0.00,"$3,158,125.00",$0.00,$0.00,$0.00,"$3,240,801.00",$0.00,"$763,609.00"
1008110010,"$3,154,369.00",$0.00,"$3,154,369.00",$0.00,$0.00,$0.00,"$3,154,369.00",$0.00,"$2,379,526.00"
1010450012,"$3,137,653.00",$0.00,"$3,137,653.00",$0.00,$0.00,$0.00,"$3,138,352.00",$0.00,"$802,732.00"
4097120102,"$3,137,132.00",$0.00,"$3,137,132.00",$0.00,$0.00,"$10,494.00","$3,243,801.00",$0.00,"$1,474,733.00"
4096310241,"$3,113,748.00",$0.00,"$3,113,748.00","$1,030,782.00",$0.00,$0.00,"$4,376,278.00","$109,533.00","$2,302,733.00"
1000790010,"$3,087,984.00",$0.00,"$3,087,984.00",$0.00,"$547,262.00",$0.00,"$3,826,819.00","$82,498.00","$1,354,507.00"
1006400021,"$3,050,715.00",$0.00,"$3,050,715.00",$0.00,$0.00,$0.00,"$3,062,415.00","$23,151.00","$871,538.00"
1005770015,"$3,048,671.00",$0.00,"$3,048,671.00",$0.00,$0.00,$0.00,"$3,048,671.00","$27,113.00","$1,299,119.00"
2043470007,"$3,013,281.00",$0.00,"$3,013,281.00",$0.00,$0.00,$0.00,"$3,107,260.00",$0.00,"$1,966,894.00"
4051460036,"$3,003,542.00",$0.00,"$3,003,542.00",$0.00,$0.00,$0.00,"$3,134,669.00",$0.00,"$1,669,575.00"
1018320016,"$2,973,639.00",$0.00,"$2,973,639.00",$0.00,$0.00,$0.00,"$2,991,810.00","$10,585.00","$1,234,518.00"
4014200001,"$2,964,830.00",$0.00,"$2,964,830.00","$141,193.00",$0.00,$0.00,"$3,106,023.00",$0.00,"$2,038,828.00"
1004450014,"$2,958,286.00",$0.00,"$2,958,286.00",$0.00,"$271,324.00",$0.00,"$3,338,918.00",$0.00,"$745,948.00"
1008650024,"$2,943,910.00",$0.00,"$2,943,910.00","$891,682.00",$0.00,$0.00,"$3,937,818.00","$36,181.00","$1,734,555.00"
1008650042,"$2,933,514.00",$0.00,"$2,933,514.00","$785,117.00",$0.00,$0.00,"$3,834,394.00","$26,918.00","$1,534,567.00"
