BBL,Regulated Apt Income,Unregulated Apt Income,Total Apartment Rental Income ,Office Income,Retail Income,Owner Occupied Income,Gov't Rent Subsidies Income,Total Real Estate Income,Amortized Leasing & Tenant Improvem Expenses 1,Total Expenses
1018450002,"$9,234",$0,"$9,234",$0,"$78,254",$0,$0,"$87,488",$0,"$21,664"
1015940022,"$9,120","$368,814","$377,934",$0,$0,$0,$0,"$377,934",$0,"$168,040"
1013000025,"$9,000","$74,400","$83,400",$0,"$60,000",$0,$0,"$143,400","$21,890","$151,632"
4095200033,"$9,000",$0,"$9,000",$0,"$58,800",$0,$0,"$67,800","$2,500","$22,413"
1015280048,"$8,976",$0,"$8,976","$27,000","$56,000",$0,$0,"$91,976",$0,"$28,569"
4114580024,"$8,880","$38,108","$46,988",$0,$0,$0,$0,"$46,988",$0,"$16,278"
1019620005,"$8,867","$298,832","$307,699",$0,$0,$0,$0,"$316,997",$0,"$178,792"
1019620013,"$8,808","$314,193","$323,001",$0,$0,$0,$0,"$327,018",$0,"$240,662"
1008640051,"$8,782","$25,575","$34,357",$0,$0,$0,$0,"$51,023",$0,"$58,505"
1007980010,"$8,736","$45,600","$54,336",$0,"$78,000",$0,$0,"$132,336",$0,"$90,663"
1008640048,"$8,676","$59,900","$68,576",$0,$0,$0,$0,"$68,576",$0,"$45,545"
3067210082,"$8,672","$581,471","$590,143",$0,$0,$0,$0,"$593,345",$0,"$335,251"
5042120047,"$8,607","$93,178","$101,785","$66,262",$0,$0,$0,"$168,047",$0,"$95,201"
1019940060,"$8,582","$273,219","$281,801",$0,$0,$0,$0,"$285,572",$0,"$201,135"
2031790057,"$8,572",$0,"$8,572",$0,$0,$0,"$210,563","$219,135",$0,"$249,603"
1008020019,"$8,551","$8,700","$17,251",$0,$0,$0,$0,"$978,505","$40,259","$656,311"
1004190048,"$8,516","$126,028","$134,544",$0,"$19,318",$0,$0,"$153,862",$0,"$124,665"
2040680031,"$8,502",$0,"$8,502","$16,700","$32,250",$0,"$2,856","$61,600",$0,"$26,771"
1011240115,"$8,484","$206,583","$215,067",$0,$0,$0,$0,"$215,067",$0,"$57,369"
1008590075,"$8,324","$72,993","$81,317","$104,612","$98,303",$0,$0,"$286,602","$6,000","$130,182"
1002280003,"$8,280","$26,400","$34,680",$0,"$72,550",$0,$0,"$107,230",$0,"$47,695"
1004370037,"$8,271","$297,392","$305,663",$0,$0,$0,$0,"$307,548",$0,"$184,108"
1000900010,"$8,193",$0,"$8,193",$0,$0,"$144,000",$0,"$152,193",$0,"$105,418"
1013900016,"$8,184","$36,300","$44,484","$276,000","$456,000",$0,$0,"$776,484","$8,600","$188,763"
1005500024,"$8,148",$0,"$8,148","$16,688",$0,"$107,092",$0,"$131,928",$0,"$106,126"
1018840056,"$8,017","$60,034","$68,051",$0,$0,$0,$0,"$68,051",$0,"$48,435"
3001640036,"$8,016","$25,103","$33,119",$0,$0,$0,$0,"$89,489",$0,"$76,970"
1015300027,"$8,010","$132,009","$140,019",$0,"$165,785",$0,$0,"$326,833",$0,"$83,819"
1005400030,"$8,004",$0,"$8,004",$0,$0,$0,$0,"$1,059,632",$0,"$299,822"
3002630010,"$7,997","$74,700","$82,697",$0,$0,$0,$0,"$82,697",$0,"$46,355"
4133640025,"$7,900",$0,"$7,900",$0,$0,$0,$0,"$7,900",$0,$100
1018850058,"$7,840","$65,362","$73,202",$0,$0,"$5,904",$0,"$79,106",$0,"$80,585"
1018670070,"$7,839","$569,992","$577,831",$0,$0,"$30,375",$0,"$608,795",$0,"$234,958"
1018830052,"$7,819","$312,237","$320,056",$0,$0,$0,$0,"$320,056",$0,"$196,635"
1012980034,"$7,760",$0,"$7,760",$0,"$407,342",$0,$0,"$447,875",$0,"$136,010"
1011850090,"$7,693",$0,"$7,693",$0,$0,$0,$0,"$7,693",$0,"$25,992"
1006070049,"$7,650",$0,"$7,650",$0,$0,$0,$0,"$7,650",$0,"$98,289"
1015241101,"$7,632","$3,310,793","$3,318,425","$185,454",$0,$0,$0,"$3,617,588",$0,"$721,676"
1008380068,"$7,560","$61,404","$68,964",$0,"$181,368",$0,$0,"$250,332","$6,273","$92,732"
3046620041,"$7,560",$0,"$7,560",$0,$0,$0,$0,"$7,560",$0,"$26,212"
1008790044,"$7,512","$145,970","$153,482",$0,"$49,997",$0,$0,"$203,479",$0,"$440,051"
1010550064,"$7,466","$23,551","$31,017","$87,897",$0,$0,$0,"$120,416",$0,"$56,703"
2040710001,"$7,300",$0,"$7,300","$17,100","$61,275",$0,$0,"$85,675",$0,"$45,303"
1004240032,"$7,284","$123,033","$130,317",$0,$0,$0,$0,"$191,736",$0,"$110,291"
1006360043,"$7,200","$20,431","$27,631",$0,$0,$0,$0,"$27,631",$0,"$20,680"
3021020039,"$7,182",$0,"$7,182",$0,$0,$0,$0,"$7,193",$0,"$26,869"
1008930080,"$7,160",$0,"$7,160",$0,$0,$0,$0,"$7,160",$0,"$13,005"
1004590012,"$7,152","$421,464","$428,616",$0,"$71,470",$0,$0,"$500,086",$0,"$155,265"
3025660047,"$6,972","$51,744","$58,716","$61,840",$0,$0,$0,"$120,556",$0,"$87,977"
3053860081,"$6,948","$71,184","$78,132",$0,$0,$0,$0,"$78,132",$0,"$44,168"
1012260016,"$6,929","$57,600","$64,529","$12,600",$0,"$10,347",$0,"$87,529",$833,"$43,712"
1002020023,"$6,765","$12,204","$18,969",$0,"$1,308,334",$0,$0,"$1,431,822",$0,"$375,989"
4013230057,"$6,708","$33,600","$40,308",$0,$0,$0,$0,"$40,308",$0,"$30,205"
3067740040,"$6,704","$109,252","$115,956",$0,"$60,120",$0,$0,"$176,076",$0,"$54,938"
2039260024,"$6,701","$461,396","$468,097",$0,$0,$0,$0,"$468,097","$5,413","$209,905"
1010670055,"$6,566","$201,595","$208,161",$0,$0,$0,$0,"$208,161",$0,"$98,257"
1018850046,"$6,521","$121,512","$128,033",$0,$0,$0,$0,"$128,033",$0,"$68,284"
1018850148,"$6,513","$63,078","$69,591",$0,$0,$0,$0,"$69,591",$0,"$52,337"
3074590102,"$6,477","$92,636","$99,113","$206,189",$0,$0,$0,"$322,723",$0,"$100,293"
4050530035,"$6,435","$40,500","$46,935",$0,$0,$0,$0,"$46,935","$2,283","$54,051"
1014150117,"$6,433","$63,735","$70,168","$46,406","$67,906",$0,$0,"$184,480",$465,"$44,275"
1012700061,"$6,396","$115,306","$121,702",$0,"$191,784",$0,$0,"$313,486",$0,"$91,079"
1013620104,"$6,359","$85,500","$91,859",$0,$0,$0,$0,"$91,859",$0,"$41,169"
1008230075,"$6,357",$0,"$6,357","$35,244","$81,149",$0,$0,"$122,750",$0,"$46,939"
1005030005,"$6,302","$284,830","$291,132",$0,"$33,600",$0,"$3,282","$328,014",$0,"$176,109"
1001630026,"$6,288","$63,240","$69,528",$0,"$24,872",$0,$0,"$94,400",$0,"$91,330"
2046350037,"$6,203","$168,171","$174,374",$0,"$24,000",$0,$0,"$198,374","$1,359","$167,176"
1018850048,"$6,202","$63,536","$69,738",$0,$0,$0,$0,"$74,034",$0,"$72,745"
1011540206,"$6,150","$826,900","$833,050",$0,$0,$0,$0,"$833,050",$0,"$1,568"
4045050038,"$6,084","$134,319","$140,403",$0,$0,$0,$0,"$182,398",$0,"$112,783"
1007220002,"$6,038","$150,595","$156,633",$0,"$60,000",$0,$0,"$224,726",$0,"$53,609"
2033450019,"$6,036","$437,200","$443,236",$0,$0,$0,$0,"$443,236",$0,"$202,341"
1005210081,"$6,000","$97,200","$103,200",$0,"$60,000",$0,$0,"$163,200",$0,"$109,507"
1012180012,"$6,000","$144,348","$150,348",$0,$0,$0,$0,"$150,348",$0,"$153,303"
4045050043,"$6,000","$6,150","$12,150","$36,364",$0,$0,$0,"$48,514",$0,"$10,379"
1012000064,"$5,916","$156,900","$162,816",$0,"$275,844",$0,$0,"$438,660",$0,"$189,391"
